tag,sp,gx,gy,dbh
29169,Sloanea berteriana,16.65,107.37,38
29173,Cecropia schreberiana,16.48,100.06,63
29180,Piper glabrescens,NA,NA,12.3
29182,Piper glabrescens,NA,NA,10.6
29733,Cecropia schreberiana,NA,NA,43.5
29740,Sloanea berteriana,4.3,112.87,19
29741,Psychotria berteriana,NA,NA,31.5
29744,Schefflera morototoni,NA,NA,12.5
29745,Sloanea berteriana,6.29,118.22,33.5
29747,Psychotria berteriana,NA,NA,22
29751,Piper glabrescens,6.23,108.03,11.5
29758,Palicourea riparia,NA,NA,25
29764,Cecropia schreberiana,11.74,116.11,99
29765,Cecropia schreberiana,12.03,115.78,54.4
29767,Cecropia schreberiana,NA,NA,44.4
29772,Cecropia schreberiana,11.94,116.59,80
29774,Cecropia schreberiana,11.73,115.34,81
29775,Psychotria berteriana,NA,NA,13
29780,Piper glabrescens,NA,NA,16.5
29782,Piper glabrescens,NA,NA,10.7
29785,Psychotria berteriana,NA,NA,38
29789,Psychotria berteriana,NA,NA,18.5
29790,Cecropia schreberiana,NA,NA,43
29791,Cecropia schreberiana,NA,NA,29
29792,Piper glabrescens,NA,NA,11
29794,Schefflera morototoni,NA,NA,53
29797,Gonzalagunia spicata,NA,NA,16
29798,Piper glabrescens,NA,NA,12
29800,Gonzalagunia spicata,NA,NA,15
35002,Psychotria berteriana,NA,NA,15
35014,Sloanea berteriana,0.94,103.72,84
35015,Sloanea berteriana,4.33,104.28,17
5500,Dacryodes excelsa,2.63,130.22,324
5501,Manilkara bidentata,4.13,130.83,237
5502,Dacryodes excelsa,0.14,131.26,364
5504,Manilkara bidentata,0.89,137.93,108
5505,Guarea guidonia,4.7,136.51,223
5506,Cordia sulcata,5.37,137.99,145
5507,Dacryodes excelsa,9.86,139.7,285
5508,Sloanea berteriana,9.73,136.35,141
5509,Coccoloba diversifolia,8.95,132.94,144
5510,Ocotea sintensis,8.64,131.24,392
5511,Tabebuia heterophylla,9.74,129.69,107
5512,Sloanea berteriana,8.22,129.81,95
5513,Sloanea berteriana,5.64,128.33,137
5514,Sapium laurocerasus,7.8,124.59,428
5516,Alchorneopsis floribunda,11.49,122.83,229
5518,Sloanea berteriana,14.89,128.63,110
5519,Dacryodes excelsa,12.41,129.81,153
5520,Guarea guidonia,13.25,132.57,562
5521,Sloanea berteriana,13.87,134.76,107
5522,Sloanea berteriana,14.85,137.18,197
5525,Oxandra laurifolia,17.21,132.43,124
5527,Oxandra laurifolia,16.04,126.94,166
5528,Cordia sulcata,16.78,125.1,203
5529,Sapium laurocerasus,19.11,124.33,113
5530,Matayba domingensis,17.7,120.42,412
28501,Schefflera morototoni,0.6,120.82,38.9
28502,Schefflera morototoni,NA,NA,12.6
28503,Psychotria berteriana,NA,NA,20.5
28505,Inga laurina,0.94,123.1,44.8
28506,Psychotria berteriana,NA,NA,17.1
28507,Psychotria berteriana,2.95,124.24,20.5
28508,Piper glabrescens,NA,NA,11.9
28509,Inga laurina,2.42,122.69,59
28510,Psychotria berteriana,NA,NA,24.9
28512,Schefflera morototoni,NA,NA,14.2
28513,Sloanea berteriana,5.56,124.43,35.2
28515,Schefflera morototoni,6.75,121.02,27.4
28518,Schefflera morototoni,7.82,120.99,25.1
28521,Cecropia schreberiana,NA,NA,48.1
28524,Sloanea berteriana,8.15,123.53,17.3
28525,Piper glabrescens,NA,NA,12
28527,Piper glabrescens,NA,NA,11.1
28532,Gonzalagunia spicata,NA,NA,13.7
28534,ARDGLA,14.28,124.97,21
28535,ARDGLA,NA,NA,15.1
28541,Cecropia schreberiana,NA,NA,21.2
28542,Piper glabrescens,NA,NA,10.8
28544,Psychotria berteriana,NA,NA,24.9
28545,Cordia sulcata,14.39,120.51,14.4
28548,Chionanthus domingensis,14.95,122.08,24.4
28549,Chionanthus domingensis,14.95,122.66,16.8
28555,Psychotria berteriana,NA,NA,27.3
28557,Sloanea berteriana,NA,NA,57
28559,Miconia tetrandra,17.68,120.18,14.2
28560,Tetragastris balsamifera,16.55,120.99,19.3
28561,Casearia sylvestris,16.87,121.41,59
28565,Schefflera morototoni,NA,NA,14.2
28566,Trichilia pallida,17.9,123.69,53.9
28567,Manilkara bidentata,16.47,123.72,29.3
28568,Psychotria berteriana,NA,NA,19.2
28604,Trichilia pallida,0.09,128.57,45.2
28605,Tetragastris balsamifera,0.25,128.56,18.9
28606,Psychotria berteriana,NA,NA,21.1
28608,Psychotria berteriana,NA,NA,19.5
28609,Tetragastris balsamifera,1.5,129,22.7
28610,Drypetes glauca,NA,NA,50
28611,Myrcia deflexa,2.44,128.85,30.7
28613,Guarea guidonia,1.97,126.07,105
28616,Psychotria berteriana,3.56,125.75,25.1
28617,Guarea glabra,5.31,127.76,21.5
28620,Psychotria berteriana,NA,NA,14.2
28622,Psychotria berteriana,NA,NA,22.2
28623,Psychotria berteriana,NA,NA,16.8
28624,Psychotria berteriana,NA,NA,19.7
28625,Psychotria berteriana,NA,NA,18.8
28627,Psychotria berteriana,NA,NA,22.3
28628,Psychotria berteriana,NA,NA,23.7
28629,Psychotria berteriana,NA,NA,24.3
28630,Cecropia schreberiana,NA,NA,45.1
28634,Sloanea berteriana,7.82,125.85,87
28635,Manilkara bidentata,7.82,126,24.8
28637,Sloanea berteriana,9.52,127.06,57
28638,Dacryodes excelsa,10.13,128.51,100
28639,Psychotria berteriana,10.09,126.5,23.6
28640,Tetragastris balsamifera,10.71,126.32,20.1
28641,Psychotria berteriana,NA,NA,17.3
28642,Sloanea berteriana,10.87,126,25.7
28643,Psychotria berteriana,NA,NA,18
28644,Psychotria berteriana,NA,NA,14.3
28645,Dacryodes excelsa,11.1,128.07,17.6
28646,Psychotria berteriana,NA,NA,20
28649,Trichilia pallida,14.08,125.42,59
28650,Psychotria berteriana,NA,NA,17.3
28651,Alchornea latifolia,NA,NA,12.8
28652,Psychotria berteriana,NA,NA,20.3
28653,Trichilia pallida,16.04,126.56,63
28656,Sloanea berteriana,16.95,125.31,68
28659,Schefflera morototoni,NA,NA,13.4
28660,Sloanea berteriana,18.78,126.44,37.3
28661,Palicourea riparia,NA,NA,14.1
28662,Palicourea riparia,18.67,126.13,18.6
28701,Sloanea berteriana,0.1,130.17,10.6
28702,Psychotria berteriana,NA,NA,17.9
28703,Dacryodes excelsa,1.2,130.54,96
28710,ARDGLA,1.74,130.72,38.1
28721,Psychotria berteriana,NA,NA,16.9
28722,Psychotria berteriana,NA,NA,22.8
28723,Cecropia schreberiana,NA,NA,38.2
28724,Sloanea berteriana,5.23,130.46,49
28725,Dacryodes excelsa,5.69,130.68,17.1
28729,Cecropia schreberiana,NA,NA,37.2
28730,Psychotria berteriana,NA,NA,11.3
28731,Psychotria berteriana,NA,NA,20.4
28732,Cecropia schreberiana,NA,NA,77
28733,Schefflera morototoni,NA,NA,26.7
28736,Psychotria berteriana,NA,NA,20.5
28738,Piper glabrescens,NA,NA,10.7
28744,Psychotria berteriana,NA,NA,14.5
28745,Psychotria berteriana,NA,NA,18
28746,Schefflera morototoni,NA,NA,16
28747,Psychotria berteriana,NA,NA,18.8
28748,Sloanea berteriana,12.28,132.86,53
28749,Sloanea berteriana,12.4,132.49,92
28752,Psychotria berteriana,NA,NA,13.8
28754,Dacryodes excelsa,16.41,131,82
28756,Sloanea berteriana,19.88,133.2,41.6
28801,Sloanea berteriana,0.97,135.67,74
28802,Sloanea berteriana,0.51,137.92,24
28803,Psychotria berteriana,NA,NA,12.5
28808,Psychotria brachiata,4.37,138.28,11
28810,Psychotria berteriana,NA,NA,13
28813,Psychotria berteriana,NA,NA,17.7
28815,Psychotria berteriana,NA,NA,18
28818,Piper glabrescens,NA,NA,10.6
28822,Sloanea berteriana,8.5,139.83,19.3
28824,Sloanea berteriana,10.67,137.59,47.2
28825,Piper glabrescens,NA,NA,10.2
28827,Sloanea berteriana,NA,NA,36.4
28828,Psychotria berteriana,NA,NA,13.2
28833,Sloanea berteriana,15.28,135.28,31.2
28834,Piper glabrescens,NA,NA,11.6
28835,Piper glabrescens,NA,NA,19.7
28837,UNIDEN,NA,NA,13.8
28838,Dacryodes excelsa,19.09,138.81,92
35501,Psychotria berteriana,NA,NA,11.6
35502,Guarea guidonia,NA,NA,15.9
35503,Pseudolmedia spuria,17.4,120.98,18.9
35504,Palicourea riparia,NA,NA,10.8
35507,Sloanea berteriana,12.77,132.08,36
35508,Psychotria berteriana,NA,NA,14.8
35511,Psychotria berteriana,NA,NA,24.5
35512,ARDGLA,NA,NA,11.2
35517,Cordia sulcata,NA,NA,14.3
35518,Piper glabrescens,NA,NA,11.1
35520,Maytenus elongata,9.31,124.36,21.8
35522,Piper glabrescens,NA,NA,10.6
35526,Psychotria berteriana,NA,NA,13.9
35527,Psychotria berteriana,8.78,125.68,10.8
35534,Sloanea berteriana,NA,NA,12.3
35538,Casearia arborea,1.55,122.24,11
35539,Schefflera morototoni,NA,NA,11
6506,Sapium laurocerasus,2,151.94,169
6511,Dacryodes excelsa,8.83,156.37,198
6512,Manilkara bidentata,7.07,152.12,169
6516,Homalium racemosum,11.89,141.49,571
6519,Sloanea berteriana,14.91,151.43,201
6520,Homalium racemosum,12.49,154.53,685
6521,Dacryodes excelsa,13.98,154.97,179
6522,Dacryodes excelsa,11.55,156.51,205
6523,Sloanea berteriana,17.98,155.07,145
6524,Dacryodes excelsa,19.53,153.8,379
6525,Dacryodes excelsa,18.86,148.78,310
6526,Sloanea berteriana,16.44,143.21,158
42971,Sloanea berteriana,14.02,142.63,23.7
42972,Sloanea berteriana,12.88,141.95,49.5
42984,Sloanea berteriana,15.4,145.16,72
42986,Sloanea berteriana,11.95,144.71,83
42990,Sloanea berteriana,13.32,144.65,48
42991,Psychotria berteriana,NA,NA,20
42997,Psychotria berteriana,NA,NA,18.7
42998,Cecropia schreberiana,NA,NA,27.4
43110,Myrcia splendens,19.6,140.11,11
43120,Psychotria berteriana,NA,NA,24
43121,Piper glabrescens,NA,NA,11
43122,Sloanea berteriana,18.17,147.49,32
43123,Sloanea berteriana,16.47,148.56,23
43124,Sloanea berteriana,15.35,147.22,11
43127,Sloanea berteriana,NA,NA,20
43129,Sloanea berteriana,17.64,152.56,42.4
43130,Sloanea berteriana,NA,NA,20.6
43131,Sloanea berteriana,18.21,152.9,20.7
43134,Psychotria berteriana,19.09,153.23,15.6
43135,Manilkara bidentata,19.33,153.36,74
43136,Sapium laurocerasus,19.78,155.04,13.8
43137,Schefflera morototoni,16.48,158.61,69
43143,Sloanea berteriana,16,155.16,74
43144,Sapium laurocerasus,16.6,157.47,16.4
43145,Sapium laurocerasus,17.7,157.82,37.6
43146,Cecropia schreberiana,18.64,158.93,51
43148,Zanthoxylum martinicense,17.73,156.99,13.8
43149,Psychotria berteriana,NA,NA,19.5
43153,Sloanea berteriana,19.73,157.16,21.9
43158,Psychotria berteriana,NA,NA,23.5
43161,Piper glabrescens,NA,NA,13.2
43166,Pseudolmedia spuria,7.6,157.18,15
43178,Manilkara bidentata,9.09,156.09,69
43183,Sloanea berteriana,NA,NA,59.7
43185,Sloanea berteriana,6.35,152.39,23.3
43186,Psychotria berteriana,NA,NA,33.2
43188,Manilkara bidentata,8.42,150.74,100
43189,Psychotria berteriana,NA,NA,31.2
43190,Psychotria berteriana,NA,NA,18.6
43192,Cecropia schreberiana,9.51,148.89,48.9
43196,Dacryodes excelsa,NA,NA,23.5
43197,Pseudolmedia spuria,5.27,145.21,15
43198,Dacryodes excelsa,6.74,145.13,99
43210,Schefflera morototoni,13.52,146.26,29.1
43218,Sloanea berteriana,12.64,153.98,68
43222,Manilkara bidentata,11.38,151.75,63
43226,Sloanea berteriana,NA,NA,50
43227,Sapium laurocerasus,14.88,156.49,10.5
43228,Psychotria berteriana,NA,NA,32.3
43231,Guarea guidonia,13.28,156.27,55
43232,Manilkara bidentata,11.55,156.81,77
43235,Piper hispidum,NA,NA,12.3
43237,Sloanea berteriana,14.91,157.62,86
43239,Psychotria berteriana,14.92,157.84,25
43241,Psychotria berteriana,14.96,158.9,35.7
43243,Psychotria berteriana,NA,NA,24.5
43244,Psychotria berteriana,13.07,159.96,18.7
43246,Psychotria berteriana,11.46,159.91,34.6
43247,Piper hispidum,NA,NA,27.5
43248,Psychotria berteriana,12.06,156.29,22.2
43249,Psychotria berteriana,NA,NA,26.7
43271,Sloanea berteriana,NA,NA,38
43279,Piper glabrescens,NA,NA,12
43292,Sloanea berteriana,2.82,147.95,75
43295,Alchornea latifolia,2.22,145.96,14.3
43300,Cecropia schreberiana,2,145.22,67
43304,Psychotria berteriana,NA,NA,12
43306,Sloanea berteriana,9.41,142.16,72
43308,Sloanea berteriana,2.64,145.56,16.5
43310,Sloanea berteriana,3.58,145.17,29
43311,Sloanea berteriana,3.98,145.25,44.4
43313,Psychotria berteriana,NA,NA,21
43314,Samyda spinulosa,2.96,145.3,12.7
43318,Psychotria berteriana,NA,NA,26.3
43319,Trichilia pallida,2.49,143.8,35.6
43320,Psychotria berteriana,NA,NA,18.7
43321,Sloanea berteriana,3.2,142.76,23.7
43323,Psychotria berteriana,NA,NA,23.7
43326,Sloanea berteriana,3.75,143.91,77
43327,Psychotria berteriana,NA,NA,13.5
48361,Sloanea berteriana,17.97,159.77,22.9
56032,Sloanea berteriana,9.61,158.66,28.6
56035,Piper glabrescens,6.38,158.03,10.5
56036,Piper glabrescens,NA,NA,12.7
56071,Sloanea berteriana,17.64,153.31,32.5
7504,Dacryodes excelsa,3.76,169.9,260
7505,Oxandra laurifolia,2.81,171.8,181
7506,Oxandra laurifolia,2.75,173.85,183
7507,Alchornea latifolia,2.92,173.9,272
7510,Guarea guidonia,5.5,176.57,106
7511,Sloanea berteriana,7.94,175.3,105
7513,Dacryodes excelsa,8.18,174.36,469
7514,Manilkara bidentata,7.76,168.7,181
7515,Tetragastris balsamifera,9.01,160.94,136
7516,Sloanea berteriana,14.56,160.48,141
7517,Sloanea berteriana,10.33,164.4,141
7518,Sloanea berteriana,11.5,165.23,189
7519,Sloanea berteriana,10.15,166.38,144
7520,Sloanea berteriana,14.45,170.42,301
7521,Pseudolmedia spuria,13.2,171.44,321
7524,Manilkara bidentata,11.25,172.18,173
7526,Andira inermis,19.93,176.33,216
7528,Dacryodes excelsa,16.84,163.39,141
7529,Dacryodes excelsa,18.65,163.44,261
7530,Dacryodes excelsa,18.68,162.58,516
7531,Dacryodes excelsa,17.57,160.96,222
26104,Cordia sulcata,15.51,162.43,14.7
26105,Pseudolmedia spuria,14.75,160.27,20.5
35837,Sloanea berteriana,0.33,162.51,16.4
35838,Sloanea berteriana,1.61,161.82,11
35839,Piper glabrescens,NA,NA,11
35842,Psychotria berteriana,NA,NA,11.3
35843,Sloanea berteriana,0.94,169.94,12.2
35844,Psychotria brachiata,NA,NA,11.1
35846,Sloanea berteriana,NA,NA,18.1
35850,Sloanea berteriana,0.84,170.76,26.2
35851,Pseudolmedia spuria,0.47,171.12,10.3
35863,Piper glabrescens,NA,NA,10.9
35865,Piper glabrescens,NA,NA,11
35867,Piper glabrescens,NA,NA,10.3
35868,Samyda spinulosa,NA,NA,10.1
35869,Zanthoxylum martinicense,NA,NA,11.5
35884,Psychotria berteriana,NA,NA,18.8
35886,Sloanea berteriana,NA,NA,23.5
35888,Sloanea berteriana,19.25,176.02,101
35889,Psychotria brachiata,19.21,177.33,12
35891,Palicourea riparia,NA,NA,18.6
35894,Psychotria berteriana,NA,NA,16.3
35895,Sloanea berteriana,15.54,169.03,40.5
47604,Psychotria berteriana,NA,NA,18.2
47605,Meliosma herbertii,4.56,171.27,48
47606,Sloanea berteriana,2.78,168.78,90
47607,Psychotria berteriana,1.95,168.87,24.4
47612,Sloanea berteriana,2.83,172.61,22.3
47613,Piper glabrescens,NA,NA,13
47615,Sloanea berteriana,0.13,163.83,13
47617,Psychotria berteriana,NA,NA,16.6
47618,Psychotria berteriana,NA,NA,18.8
47622,Psychotria berteriana,1.62,166.01,11.6
47623,Cecropia schreberiana,2.47,166.5,67
47625,Sloanea berteriana,2.96,168.51,13.2
47627,Psychotria berteriana,NA,NA,13.7
47635,Psychotria berteriana,NA,NA,29.6
47636,Piper glabrescens,NA,NA,14.3
47638,Psychotria berteriana,1.42,161.61,31.1
47647,Sloanea berteriana,1.16,161.42,55
48171,Schefflera morototoni,18.4,167.38,22.7
48172,Guarea glabra,17.16,167.49,38.4
48174,Sloanea berteriana,17.17,166.94,12.8
48176,Sloanea berteriana,NA,NA,57
48230,Sloanea berteriana,NA,NA,44.7
48233,Sloanea berteriana,10.66,169.96,44.7
48301,Psychotria berteriana,NA,NA,18.7
48302,Cecropia schreberiana,NA,NA,41.9
48305,Sloanea berteriana,15.05,172.03,18.3
48307,Sloanea berteriana,NA,NA,11.6
48313,Cordia borinquensis,15.33,176.32,46.6
48315,Manilkara bidentata,NA,NA,38.2
48316,Meliosma herbertii,NA,NA,81
48317,Schefflera morototoni,NA,NA,14
48320,Cecropia schreberiana,NA,NA,31.4
48323,Cecropia schreberiana,NA,NA,61
48326,Cordia borinquensis,NA,NA,19.8
48329,Sloanea berteriana,NA,NA,47
48332,Schefflera morototoni,NA,NA,22.2
48336,Cordia borinquensis,19,166.58,16.5
48338,Schefflera morototoni,16.61,162.23,38.1
48342,Sloanea berteriana,16.89,160.78,41
48347,Sloanea berteriana,NA,NA,75
48348,Zanthoxylum martinicense,NA,NA,11.5
48349,Psychotria berteriana,NA,NA,12.4
48351,Schefflera morototoni,NA,NA,26.4
48354,Sloanea berteriana,NA,NA,43.6
48356,Schefflera morototoni,NA,NA,13.9
48357,Psychotria berteriana,NA,NA,25.3
48358,Zanthoxylum martinicense,18.46,161.23,20.4
48359,Schefflera morototoni,18.75,161.48,23.7
48363,Psychotria berteriana,NA,NA,17.1
48364,Psychotria berteriana,NA,NA,25.1
48365,Psychotria berteriana,NA,NA,14.7
48366,Psychotria berteriana,NA,NA,26
48377,Psychotria berteriana,NA,NA,11.9
48378,Zanthoxylum martinicense,9.03,163.52,20
48381,Sloanea berteriana,5.52,161.9,30
48385,Piper hispidum,NA,NA,28.2
48392,Sloanea berteriana,6.43,165.23,69
48397,Cecropia schreberiana,NA,NA,60
48403,Manilkara bidentata,11.82,172.89,83
48407,Quararibea turbinata,10.81,169.08,72
48412,Trema micrantha,NA,NA,54
48413,Cecropia schreberiana,NA,NA,55
48427,Cordia borinquensis,14.84,174.29,53.4
48428,Myrcia splendens,NA,NA,32.4
48429,Miconia prasina,11.26,178.1,14.5
48430,Cordia sulcata,8.58,169.74,13.3
48431,Miconia prasina,12.1,178.13,32.6
48432,Sloanea berteriana,16.01,174.03,20.5
48433,Miconia prasina,11.41,177.93,13.6
48440,Cecropia schreberiana,NA,NA,57
48444,Psychotria berteriana,NA,NA,24.1
48446,Piper glabrescens,NA,NA,13.6
48449,Casearia sylvestris,7.88,174.53,76
48461,Palicourea riparia,NA,NA,16.2
48462,Psychotria berteriana,NA,NA,64
48464,Alchornea latifolia,NA,NA,10.2
48467,Sloanea berteriana,2.25,174.01,54
48468,Sloanea berteriana,3.34,171.47,10.3
48470,Dacryodes excelsa,2.13,172.11,95
48472,Psychotria berteriana,NA,NA,16.8
48473,Psychotria berteriana,NA,NA,25
48476,Alchornea latifolia,NA,NA,14.4
48478,Sloanea berteriana,4.31,172.94,54
48480,Sloanea berteriana,3.46,170.13,12.3
48486,Sloanea berteriana,12.54,171.55,117
48487,Sloanea berteriana,13.1,165.63,64
48488,Sloanea berteriana,11.2,166.6,50
48489,Psychotria berteriana,NA,NA,21.5
48490,Cecropia schreberiana,10.1,160.12,70
8500,Manilkara bidentata,3.93,189.53,133
8502,Ormosia krugii,0.9,193.75,254
8503,Manilkara bidentata,4.04,195.91,138
8504,Manilkara bidentata,0.53,198.54,230
8508,Dacryodes excelsa,6.14,191.95,251
8509,Manilkara bidentata,7.19,190.84,245
8510,Sloanea berteriana,8.83,189.63,108
8511,Inga laurina,6.53,188.77,162
8512,Ormosia krugii,9.54,187.08,198
8515,Zanthoxylum martinicense,14.38,182,409
8516,Manilkara bidentata,12.57,185.38,164
8517,Sapium laurocerasus,12.52,189.42,247
8519,Inga laurina,9.8,195.77,116
8520,Cordia sulcata,14,192.02,157
8521,Myrcia leptoclada,13.42,195.91,150
8522,Manilkara bidentata,12.98,197.46,286
8523,Dacryodes excelsa,11.44,199.41,235
8526,Sloanea berteriana,18.81,194.04,108
8527,Manilkara bidentata,19.22,193.43,214
8528,Manilkara bidentata,16.48,190.92,395
8529,Manilkara bidentata,15.62,185.62,330
8530,Manilkara bidentata,16.93,182.22,163
8531,Manilkara bidentata,18.32,184.79,221
8532,Homalium racemosum,18.57,181.95,1180
30977,Cecropia schreberiana,NA,NA,65
30990,Sloanea berteriana,3.04,183.94,48
30991,Sloanea berteriana,NA,NA,40
30999,Psychotria berteriana,NA,NA,13.5
31042,Coccoloba diversifolia,NA,NA,11
31043,Psychotria berteriana,NA,NA,16.5
31045,Sloanea berteriana,1.97,189.24,50
31046,Sloanea berteriana,2.48,188.53,82
31048,Psychotria berteriana,NA,NA,31
31049,Psychotria berteriana,NA,NA,27.5
31051,Psychotria berteriana,NA,NA,20
31058,Cordia borinquensis,3.54,184.67,17
31059,Manilkara bidentata,3.88,185.25,121
31064,Sloanea berteriana,3.41,189.52,19
31065,Manilkara bidentata,5.25,189,23
31066,Ixora ferrea,5.28,189.28,65
31069,Sloanea berteriana,5.45,185.7,71
31076,Miconia prasina,7.57,183.99,13.5
31077,Samyda spinulosa,9.84,187.11,120
31078,Manilkara bidentata,9.94,187.31,102
31083,Guarea glabra,11.22,189.67,33
31084,Sloanea berteriana,10.86,189.48,27
31089,Palicourea riparia,NA,NA,21.5
31090,Eugenia stahlii,11.68,187.61,20
31093,Schefflera morototoni,14,187.55,40
31099,Piper glabrescens,NA,NA,12
31100,Psychotria berteriana,NA,NA,31
31129,Cecropia schreberiana,8.91,194.11,103
31134,Samyda spinulosa,7.96,193.32,11.5
31141,Schefflera morototoni,NA,NA,18
31142,Psychotria berteriana,NA,NA,20
31143,Schefflera morototoni,5.66,194.44,59
31146,Tetragastris balsamifera,4.82,193.28,26.5
31152,Cecropia schreberiana,2,194.82,70
31153,Schefflera morototoni,2.57,194.45,35
31154,Psychotria berteriana,2.3,194.01,40
31156,Psychotria berteriana,NA,NA,57
31157,Psychotria berteriana,2.87,192.51,35.5
31158,Psychotria berteriana,NA,NA,21.5
31161,Sloanea berteriana,3.41,193.01,29
31162,Palicourea riparia,NA,NA,21
31164,Casearia sylvestris,4.01,191.95,14
31167,Schefflera morototoni,0.14,194.89,33
31242,Sloanea berteriana,7.47,198.22,40.7
31243,Psychotria berteriana,NA,NA,19.5
31247,Sloanea berteriana,6.31,198.44,25.2
31249,Sloanea berteriana,5.84,199.2,36.5
31252,Schefflera morototoni,5.83,198.57,30.5
31254,Cecropia schreberiana,NA,NA,50
31255,Psychotria berteriana,NA,NA,27
31256,Psychotria berteriana,NA,NA,24
31258,Psychotria berteriana,NA,NA,40
31259,Psychotria berteriana,NA,NA,33.5
31261,Sloanea berteriana,7.46,195.74,95
31263,Manilkara bidentata,6.01,196.57,42
31264,Myrcia leptoclada,5.65,196.2,18
31265,Psychotria berteriana,NA,NA,15
31266,Psychotria berteriana,NA,NA,13.5
31267,Cecropia schreberiana,5.17,195.05,119
31268,Psychotria berteriana,4.92,195.5,13
31273,Cecropia schreberiana,NA,NA,20
31274,Psychotria berteriana,NA,NA,20
31275,Drypetes glauca,4.61,198.84,102
31276,Eugenia stahlii,4,198.52,25
31277,Psychotria berteriana,NA,NA,22
31279,Casearia arborea,4.1,196.29,62
31282,Schefflera morototoni,4.95,195.93,65
31284,Psychotria berteriana,2.84,195.94,30
31285,Tetragastris balsamifera,3.31,195.61,11.5
31286,Manilkara bidentata,3.55,196.49,75
31289,Psychotria berteriana,2.42,196.14,28
31291,Sloanea berteriana,2.36,198.84,85
31312,Sloanea berteriana,7.52,181.32,12
31315,Tetragastris balsamifera,NA,NA,13.5
31317,Samyda spinulosa,6.66,180.89,19
31319,Sloanea berteriana,8,180.49,14.5
31320,Piper glabrescens,NA,NA,10.5
31323,Cecropia schreberiana,NA,NA,37
31324,Palicourea riparia,NA,NA,20.5
31328,Manilkara bidentata,10.61,184.78,53.9
31329,Tetragastris balsamifera,12.29,184.43,43.5
31331,Cecropia schreberiana,13.58,182.48,50
31333,Casearia arborea,11.37,181.12,103
31336,Schefflera morototoni,NA,NA,33.6
31337,Tetragastris balsamifera,NA,NA,35
31338,Manilkara bidentata,NA,NA,75
31339,Dacryodes excelsa,16.66,184.55,66
31342,Sloanea berteriana,17.41,184.62,50
31343,Sapium laurocerasus,NA,NA,16
31344,Manilkara bidentata,19.52,190.46,90
31346,Psychotria berteriana,NA,NA,15
31347,Psychotria berteriana,NA,NA,17
31348,Cecropia schreberiana,NA,NA,45
31349,Schefflera morototoni,18,190.12,62
31350,Meliosma herbertii,17.89,190.91,25.5
31351,Schefflera morototoni,18.05,192.23,66
31352,Psychotria berteriana,NA,NA,19
31353,Psychotria berteriana,NA,NA,20
31355,Trichilia pallida,17.45,190.61,80
31356,Psychotria berteriana,NA,NA,24.5
31357,Psychotria berteriana,17.37,191.91,29
31358,Psychotria berteriana,NA,NA,21
31360,Psychotria berteriana,NA,NA,24.5
31363,Psychotria berteriana,NA,NA,22
