site,sp,dbh
S-1,Fordia splendidissima  subsp. splendidissima,5.602253997
S-1,Macaranga brevipetiolata,6.143380803
S-1,Fordia splendidissima  subsp. splendidissima,5.76140894
S-1,Macaranga brevipetiolata,5.474930042
S-1,Chionanthus cuspidta,15.31070553
S-1,Knema stenophylla  subsp. longipedicellata,6.939155519
S-1,Archidendron ellipticum,6.68450761
S-1,Hopea dryobalanoid,5.888732894
S-1,Hopea dryobalanoid,6.780000576
S-1,Fordia splendidissima  subsp. splendidissima,5.665915974
S-1,Archidendron ellipticum,10.44056427
S-1,Macaranga brevipetiolata,6.111549815
S-1,K3906,26.10141067
S-1,K3906,27.6929601
S-1,Mallotus penangensis,5.825070917
S-1,Macaranga brevipetiolata,6.111549815
S-1,Mallotus penangensis,13.52817016
S-1,Shorea quadrinervis,79.80028847
S-1,Archidendron ellipticum,14.96056465
S-1,Macaranga brevipetiolata,7.066479473
S-1,Madhuca mindanensis,7.639437268
S-1,Eugenia lepidocarpa,49.05155346
S-1,Hopea dryobalanoid,6.366197724
S-1,Archidendron ellipticum,12.19126864
S-1,Beilschmiedia madang,5.602253997
S-1,Shorea quadrinervis,11.39549393
S-1,Macaranga brevipetiolata,9.867606472
S-1,Archidendron ellipticum,12.95521237
S-1,K3911,11.80929678
S-1,Pternandra sp.2,5.825070917
S-1,Fordia splendidissima  subsp. splendidissima,8.116902098
S-1,Chionanthus cuspidta,13.78281807
S-1,Scaphium macropodum,8.276057041
S-1,Archidendron fagifolium,37.14676372
S-1,Dehaasia firma,10.59971921
S-1,Shorea multiflora,8.021409132
S-1,Diospyros borneensis,5.888732894
S-1,Fordia splendidissima  subsp. splendidissima,4.83831027
S-1,Fordia splendidissima  subsp. splendidissima,5.98422586
S-1,Adina minutiflora,81.32817592
S-1,Melanochyla fulvinervis,7.034648485
S-1,Fordia splendidissima  subsp. splendidissima,8.97633879
S-1,Fordia splendidissima  subsp. splendidissima,11.07718404
S-1,Ochanostachys amentacea,45.07267988
S-1,Fordia splendidissima  subsp. splendidissima,6.366197724
S-1,Dryobalanops beccarii,13.59183214
S-1,Fordia splendidissima  subsp. splendidissima,7.098310462
S-1,Fordia splendidissima  subsp. splendidissima,5.347606088
S-1,Barringtonia lanceolata,34.09098881
S-1,Garcinia lateriflora,9.485634608
S-1,Drypetes kikir,46.9825392
S-1,Lophopetalum pallidum,10.66338119
S-1,Sarcotheca diversifolia,33.07239717
S-1,Fordia splendidissima  subsp. splendidissima,6.90732453
S-1,Neoscortechinia kingii,6.143380803
S-1,Ryparosa hullettii,7.161972439
S-1,Dacryodes rubiginosa,6.589014644
S-1,Baccaurea bracteata,6.238873769
S-1,Knema stenophylla  subsp. longipedicellata,10.88619811
S-1,Mallotus penangensis,5.888732894
S-1,Knema krusemaniana,7.130141451
S-1,Garcinia candicelata,7.289296394
S-1,Fordia splendidissima  subsp. splendidissima,5.697746963
S-1,Chisocheton pentandrus,18.62112834
S-1,Cinnamomum rhynchophyllum,6.716338598
S-1,Ternstroemia bancana,7.161972439
S-1,Artocarpus elasticus,25.43295991
S-1,Fordia splendidissima  subsp. splendidissima,5.188451145
S-1,Artocarpus anisophyllus,9.67662054
S-1,Pouteria malaccensis,5.156620156
S-1,Shorea pauciflora,7.512113314
S-1,Cinnamomum rhynchophyllum,18.62112834
S-1,Strombosia ceylanica,5.888732894
S-1,Magnolia gigantifolia,6.875493542
S-1,Pternandra sp.2,9.167324722
S-1,Shorea multiflora,7.161972439
S-1,Fordia splendidissima  subsp. splendidissima,5.634084985
S-1,Fordia splendidissima  subsp. splendidissima,5.220282133
S-1,Brownlowia ovalis,24.66901618
S-1,Sindora coriacea,5.76140894
S-1,Fordia splendidissima  subsp. splendidissima,6.079718826
S-1,Shorea quadrinervis,5.952394872
S-1,Fordia splendidissima  subsp. splendidissima,7.352958371
S-1,Garcinia havilandii,13.05070533
S-1,Dysoxylum cauriflorum,13.91014203
S-1,Aglaia palembanica,5.347606088
S-1,Dacryodes costata,7.543944303
S-1,Dacryodes costata,16.64760705
S-1,Scaphium macropodum,7.448451337
S-1,Xanthophyllum havilandii,7.321127382
S-1,Dryobalanops beccarii,26.92901637
S-1,Gironniera subaequalis,17.63436769
S-1,Ptychopyxis grandis,5.474930042
S-1,Fordia splendidissima  subsp. splendidissima,6.175211792
S-1,Chionanthus cuspidta,12.92338138
S-1,Fordia splendidissima  subsp. splendidissima,5.920563883
S-1,Lithocarpus confragosus,18.55746636
S-1,Aglaia leptantha,5.220282133
S-1,Dryobalanops beccarii,5.252113122
S-1,Palaquium microphyllum,7.957747155
S-1,Xylopia malayana,44.1814122
S-1,Dehaasia firma,19.83070591
S-1,Fordia splendidissima  subsp. splendidissima,6.366197724
S-1,Fordia splendidissima  subsp. splendidissima,6.047887837
S-1,Fordia splendidissima  subsp. splendidissima,6.047887837
S-1,K4174,11.36366294
S-1,Canthium lucida,28.58422778
S-1,Gymnacranthera contracta,12.98704336
S-1,Fordia splendidissima  subsp. splendidissima,8.085071109
S-1,Cyathocalyx bancana,13.01887434
S-1,Cyathocalyx bancana,5.53859202
S-1,Dehaasia caesia,7.066479473
S-1,Baccaurea macrocarpa,9.963099438
S-1,Baccaurea macrocarpa,6.875493542
S-1,Lithocarpus confragosus,6.398028712
S-1,Pimelodendron griffithianum,17.63436769
S-1,Xanthophyllum malayanum,5.729577951
S-1,Gironniera subaequalis,9.517465597
S-1,Fordia splendidissima  subsp. splendidissima,6.716338598
S-1,Macaranga hypoleuca,7.161972439
S-1,Fordia splendidissima  subsp. splendidissima,6.016056849
S-1,K3974,6.620845633
S-1,Xanthophyllum amoenum,5.53859202
S-1,Gironniera nervosa,28.07493196
S-1,Fordia splendidissima  subsp. splendidissima,6.334366735
S-1,Knema lundensis,16.55211408
S-1,Madhuca mindanensis,7.161972439
S-1,Acronychia laurifolia,8.307888029
S-1,Artocarpus rigidus,30.78056599
S-1,Chionanthus cuspidta,20.53098766
S-1,Aglaia forbesii,10.09042339
S-1,Shorea laevis,83.04704931
S-1,Fordia splendidissima  subsp. splendidissima,4.997465213
S-1,Cyathocalyx bancana,7.002817496
S-1,Vatica oblongifolia,10.94986008
S-1,Fordia splendidissima  subsp. splendidissima,5.98422586
S-1,K3983,28.74338272
S-1,Drypetes kikir,10.40873328
S-1,Amyxa pluricornis,5.220282133
S-1,Canarium indicum,11.39549393
S-1,Palaquium oxleyanum,12.60507149
S-1,Gardenia forsteriana,12.89155039
S-1,Barringtonia lanceolata,28.01126998
S-1,Xanthophyllum eurhyncum,10.47239526
S-1,Strombosia ceylanica,5.188451145
S-1,Madhuca mindanensis,12.47774754
S-1,Palaquium calophyllum,9.963099438
S-1,Gluta wallichii,55.79972305
S-1,Shorea parvifolia,11.87295875
S-1,Diospyros trinerve,5.443099054
S-1,Amyxa pluricornis,9.67662054
S-1,Archidendron ellipticum,7.384789359
S-1,Dysoxylum cauriflorum,7.416620348
S-1,K3899,10.88619811
S-1,Drypetes eriocarpa,17.47521275
S-1,Palaquium calophyllum,7.225634416
S-1,Gymnacranthera paniculata,5.092958179
S-1,Endiandra rubescens,9.581127574
S-1,Pimelodendron griffithianum,9.230986699
S-1,Fordia splendidissima  subsp. splendidissima,5.347606088
S-1,Lithocarpus confragosus,37.78338349
S-1,Shorea multiflora,30.2076082
S-1,Pouteria malaccensis,6.047887837
S-1,Xanthophyllum eurhyncum,10.69521218
S-1,Palaquium calophyllum,8.371550007
S-1,Galearia fulva,5.188451145
S-1,Garcinia havilandii,6.207042781
S-1,Lepisanthes amoena,10.40873328
S-1,Fordia splendidissima  subsp. splendidissima,5.474930042
S-1,Santiria oblongifolia,5.347606088
S-1,Shorea ovalis,25.62394584
S-1,Dysoxylum excelsum,6.270704758
S-1,Mallotus penangensis,8.626197916
S-1,Chaetocarpus castanocarpus,5.156620156
S-1,Palaquium calophyllum,17.98450857
S-1,Strombosia ceylanica,5.98422586
S-1,Macaranga brevipetiolata,9.167324722
S-1,Melanochyla fulvinervis,7.925916166
S-1,K4620,12.35042358
S-1,Litsea accedens,9.040000768
S-1,Canarium indicum,5.952394872
S-1,Archidendron ellipticum,11.17267701
S-1,Hopea dryobalanoid,5.092958179
S-1,Canarium indicum,5.602253997
S-1,Santiria tomentosa,5.06112719
S-1,Xanthophyllum vitellinum,12.06394469
S-1,Shorea multiflora,5.474930042
S-1,Macaranga kingii,7.130141451
S-1,Coelostegia borneensis,5.793239929
S-1,Anisophyllea beccariana,6.334366735
S-1,Archidendron ellipticum,5.920563883
S-1,Chionanthus cuspidta,6.111549815
S-1,WK1016,10.98169107
S-1,Fordia splendidissima  subsp. splendidissima,5.634084985
S-1,Archidendron ellipticum,26.51521352
S-1,Fordia splendidissima  subsp. splendidissima,7.480282325
S-1,Macaranga kingii,5.570423008
S-1,Mallotus penangensis,12.25493062
S-1,Dillenia beccariana,7.321127382
S-1,Fordia splendidissima  subsp. splendidissima,5.379437077
S-1,Fordia splendidissima  subsp. splendidissima,5.506761031
S-1,Shorea pauciflora,135.5363495
S-1,Artocarpus rigidus,33.99549584
S-1,Palaquium oxleyanum,54.20817362
S-1,Fordia splendidissima  subsp. splendidissima,5.856901906
S-1,Diospyros trinerve,6.302535746
S-1,Lithocarpus confragosus,27.37465021
S-1,Fordia splendidissima  subsp. splendidissima,5.76140894
S-1,Mallotus penangensis,5.347606088
S-1,Fordia splendidissima  subsp. splendidissima,7.480282325
S-1,Archidendron ellipticum,7.957747155
S-1,Archidendron ellipticum,7.098310462
S-1,Fordia splendidissima  subsp. splendidissima,9.071831756
S-1,Memecylon laurinum,19.95802986
S-1,Fordia splendidissima  subsp. splendidissima,5.570423008
S-1,Aglaia silvestris,5.252113122
S-1,Drypetes kikir,11.33183195
S-1,Archidendron ellipticum,10.40873328
S-1,K4035,32.53127037
S-1,Shorea multiflora,7.416620348
S-1,Dryobalanops beccarii,22.82281884
S-1,Shorea pinanga,17.95267758
S-1,Xanthophyllum eurhyncum,7.60760628
S-1,Strombosia ceylanica,5.665915974
S-1,Lithocarpus confragosus,27.27915725
S-1,Fordia splendidissima  subsp. splendidissima,5.188451145
S-1,Amyxa pluricornis,10.50422624
S-1,Fordia splendidissima  subsp. splendidissima,7.894085177
S-1,Heliciopsis artocarpoides,5.379437077
S-1,Xanthophyllum eurhyncum,13.59183214
S-1,Amyxa pluricornis,18.30281846
S-1,Archidendron ellipticum,7.925916166
S-1,Cratoxylum formosum,21.07211447
S-1,Ryparosa hullettii,9.772113506
S-1,Dryobalanops beccarii,77.22197839
S-1,Barringtonia ashtonii,11.65014183
S-1,Archidendron ellipticum,6.111549815
S-1,Archidendron ellipticum,13.94197301
S-1,Tricalysia singularis,10.59971921
S-1,Archidendron ellipticum,6.302535746
S-1,Gironniera hirta,12.89155039
S-1,K4631,5.634084985
S-1,Fordia splendidissima  subsp. splendidissima,5.793239929
S-1,Barringtonia lanceolata,22.6636639
S-1,Hopea dryobalanoid,35.01408748
S-1,Drypetes eriocarpa,19.73521294
S-1,Fordia splendidissima  subsp. splendidissima,7.989578143
S-1,Shorea multiflora,61.84761089
S-1,Memecylon laurinum,15.82000134
S-1,Archidendron ellipticum,8.05324012
S-1,K4053,5.570423008
S-1,Eugenia opaca,5.793239929
S-1,K4615,5.06112719
S-1,Fordia splendidissima  subsp. splendidissima,4.901972247
S-1,Chionanthus cuspidta,14.5467618
S-1,Shorea pauciflora,10.66338119
S-1,Fordia splendidissima  subsp. splendidissima,5.474930042
S-1,Mallotus penangensis,6.238873769
S-1,Strombosia ceylanica,19.70338195
S-1,Mallotus penangensis,6.238873769
S-1,Fordia splendidissima  subsp. splendidissima,6.302535746
S-1,Aporusa maingayi,9.612958563
S-1,Melanochyla castaneifolia,12.89155039
S-1,Dacryodes costata,15.02422663
S-1,Aglaia leptantha,5.092958179
S-1,Fordia splendidissima  subsp. splendidissima,7.925916166
S-1,Macaranga triloba,6.175211792
S-1,Dysoxylum cauriflorum,4.997465213
S-1,Cyathocalyx bancana,9.549296586
S-1,Cinnamomum rhynchophyllum,5.697746963
S-1,Strombosia ceylanica,13.71915609
S-1,Planchonia valida,5.98422586
S-1,Aglaia leptantha,23.74591751
S-1,Archidendron ellipticum,9.421972631
S-1,Baccaurea bracteata,40.87098939
S-1,K4949,14.29211389
S-1,Xanthophyllum ecarinatum,6.366197724
S-1,Neoscortechinia kingii,21.45408633
S-1,Canthium lucida,19.48056503
S-1,Dacryodes costata,9.071831756
S-1,Eurycoma longifolia,10.28140932
S-1,K4312,6.366197724
S-1,Shorea quadrinervis,8.689859893
S-1,Pimelodendron griffithianum,12.98704336
S-1,Nephelium reticulatum,5.952394872
S-1,Dysoxylum cauriflorum,11.33183195
S-1,Shorea quadrinervis,18.90760724
S-1,Vatica sarawakensis,10.28140932
S-1,Knema lundensis,7.448451337
S-1,K4183,7.066479473
S-1,Eugenia lineata,5.092958179
S-1,Pouteria malaccensis,12.92338138
S-1,Reinwardtiodendron humile,5.856901906
S-1,Barringtonia lanceolata,22.05887511
S-1,Eugenia tawamense,24.38253728
S-1,Dysoxylum cauriflorum,13.08253632
S-1,Myristica iners,7.289296394
S-1,K4035,9.963099438
S-1,Knema lundensis,6.207042781
S-1,Anisophyllea beccariana,7.161972439
S-1,Aglaia silvestris,60.25606145
S-1,Palaquium calophyllum,40.99831334
S-1,K4087,10.82253613
S-1,Fordia splendidissima  subsp. splendidissima,6.748169587
S-1,Hopea dryobalanoid,61.97493484
S-1,Amyxa pluricornis,6.620845633
S-1,Pimelodendron griffithianum,8.212395064
S-1,Shorea pauciflora,5.315775099
S-1,Eugenia chlorantha,9.262817688
S-1,K4035,18.65295933
S-1,Dryobalanops beccarii,82.31493657
S-1,Carallia eugenioidea,6.047887837
S-1,Palaquium calophyllum,5.53859202
S-1,Baccaurea bracteata,36.95577779
S-1,Canarium balsamiferum,6.047887837
S-1,Eugenia tawamense,6.811831564
S-1,Pimelodendron griffithianum,11.71380381
S-1,Artocarpus rigidus,33.35887607
S-1,Eugenia chlorantha,22.91831181
S-1,Fordia splendidissima  subsp. splendidissima,6.334366735
S-1,Duabanga moluccana,5.411268065
S-1,Garcinia rostrata,7.225634416
S-1,Archidendron ellipticum,13.62366313
S-1,Fordia splendidissima  subsp. splendidissima,6.079718826
S-1,Fordia splendidissima  subsp. splendidissima,6.620845633
S-1,Shorea ovalis,82.60141546
S-1,Palaquium microphyllum,4.806479281
S-1,Dryobalanops beccarii,36.350989
S-1,Scaphium macropodum,32.78591828
S-1,Shorea quadrinervis,9.294648677
S-1,Reinwardtiodendron humile,6.589014644
S-1,Fordia splendidissima  subsp. splendidissima,6.047887837
S-1,Fordia splendidissima  subsp. splendidissima,5.156620156
S-1,Pouteria malaccensis,4.806479281
S-1,Aglaia silvestris,8.689859893
S-1,Amyxa pluricornis,18.81211427
S-1,Cinnamomum rhynchophyllum,5.156620156
S-1,Fordia splendidissima  subsp. splendidissima,8.244226052
S-1,Euonymus castaneifolius,6.366197724
S-1,Adina minutiflora,23.23662169
S-1,Shorea quadrinervis,17.37971979
S-1,Eugenia buxifolia,8.626197916
S-1,Barringtonia lanceolata,5.379437077
S-1,Diospyros trinerve,7.671268257
S-1,Dryobalanops beccarii,5.98422586
S-1,Archidendron ellipticum,4.806479281
S-1,K4111,10.98169107
S-1,Archidendron ellipticum,6.493521678
S-1,Grewia hirsuta,7.416620348
S-1,Macaranga hypoleuca,19.51239602
S-1,Archidendron ellipticum,20.21267777
S-1,Fordia splendidissima  subsp. splendidissima,5.53859202
S-1,K4035,4.965634224
S-1,Knema lundensis,13.49633917
S-1,Cyathocalyx bancana,5.474930042
S-1,Hopea dryobalanoid,16.83859298
S-1,Garcinia havilandii,6.68450761
S-1,Knema lundensis,8.276057041
S-1,Aglaia silvestris,7.894085177
S-1,Fordia splendidissima  subsp. splendidissima,6.652676621
S-1,Chionanthus cuspidta,23.30028367
S-1,Aglaia odoratissima,23.61859355
S-1,Aglaia silvestris,10.6315502
S-1,Ternstroemia bancana,10.47239526
S-1,Palaquium calophyllum,50.73859586
S-1,Fordia splendidissima  subsp. splendidissima,6.175211792
S-1,Artocarpus rigidus,17.50704374
S-1,Dysoxylum cauriflorum,9.040000768
S-1,Fordia splendidissima  subsp. splendidissima,10.21774735
S-1,Fordia splendidissima  subsp. splendidissima,5.411268065
S-1,Amyxa pluricornis,15.97915629
S-1,Fordia splendidissima  subsp. splendidissima,7.671268257
S-1,Neoscortechinia kingii,22.79098785
S-1,Aglaia forbesii,5.252113122
S-1,Fordia splendidissima  subsp. splendidissima,5.634084985
S-1,Shorea faguetiana,53.09408902
S-1,Amyxa pluricornis,12.25493062
S-1,Aporusa lucida  trilocularis,7.639437268
S-1,Diospyros simalurensis,7.289296394
S-1,Gaertnera vaginans,5.379437077
S-1,K4035,10.24957834
S-1,Shorea quadrinervis,35.39605934
S-1,Xanthophyllum vitellinum,5.220282133
S-1,Fordia splendidissima  subsp. splendidissima,5.443099054
S-1,Aporusa lucida  trilocularis,10.79070514
S-1,K4312,8.53070495
S-1,Strombosia ceylanica,18.11183252
S-1,Fordia splendidissima  subsp. splendidissima,11.01352206
S-1,Garcinia havilandii,16.67943804
S-1,Aporusa lucida  trilocularis,41.22113026
S-1,Xylopia malayana,4.965634224
S-1,K4130,23.74591751
S-1,Fordia splendidissima  subsp. splendidissima,5.156620156
S-1,Baccaurea bracteata,51.4707086
S-1,Xanthophyllum stipulatum,42.55803178
S-1,Palaquium oxleyanum,12.19126864
S-1,Ryparosa hullettii,5.220282133
S-1,Shorea multiflora,13.56000115
S-1,Fordia splendidissima  subsp. splendidissima,7.130141451
S-1,Aglaia forbesii,5.856901906
S-1,Litsea accedens,9.549296586
S-1,Chionanthus cuspidta,7.225634416
S-1,Eugenia lepidocarpa,14.57859279
S-1,Knema lundensis,7.639437268
S-1,K4035,15.9473253
S-1,Fordia splendidissima  subsp. splendidissima,6.366197724
S-1,Drypetes eriocarpa,17.31605781
S-1,Dacryodes costata,4.83831027
S-1,K3751,6.175211792
S-1,Fordia splendidissima  subsp. splendidissima,7.60760628
S-1,Antidesma coriaceum,7.798592212
S-1,Palaquium oxleyanum,7.416620348
S-1,Shorea multiflora,44.40422912
S-1,Palaquium oxleyanum,7.703099246
S-1,Shorea laevis,128.565363
S-1,Mallotus penangensis,9.612958563
S-1,K3974,14.2602829
S-1,Shorea quadrinervis,7.957747155
S-1,Dryobalanops beccarii,76.48986565
S-1,Pimelodendron griffithianum,13.52817016
S-1,Chionanthus cuspidta,17.85718461
S-1,Fordia splendidissima  subsp. splendidissima,5.793239929
S-1,Mallotus penangensis,6.525352667
S-1,Xanthophyllum obscurum,15.11971959
S-1,Shorea quadrinervis,7.8304232
S-1,Archidendron havilandii,5.220282133
S-1,Fordia splendidissima  subsp. splendidissima,6.939155519
S-1,Pouteria malaccensis,46.37775042
S-1,K2906,14.10112796
S-1,Fordia splendidissima  subsp. splendidissima,5.315775099
S-1,Xylopia malayana,21.89972017
S-1,Archidendron ellipticum,14.19662092
S-1,Pimelodendron griffithianum,5.411268065
S-1,Shorea pauciflora,14.96056465
S-1,Ochanostachys amentacea,21.13577644
S-1,Neoscortechinia kingii,9.230986699
S-1,Eugenia tawamense,9.867606472
S-1,Scaphium macropodum,10.79070514
S-1,WK735,6.716338598
S-1,Gironniera subaequalis,20.88112853
S-1,Fordia splendidissima  subsp. splendidissima,5.092958179
S-1,Aporusa lucida  trilocularis,4.965634224
S-1,Aglaia leptantha,6.589014644
S-1,Shorea dasyphylla,72.51099207
S-1,Diospyros trinerve,9.040000768
S-1,Cryptocarya nitens,6.525352667
S-1,Fordia splendidissima  subsp. splendidissima,5.411268065
S-1,Gironniera hirta,5.315775099
S-1,Lepisanthes amoena,5.443099054
S-1,Macaranga brevipetiolata,8.880845825
S-1,Fordia splendidissima  subsp. splendidissima,6.270704758
S-1,Macaranga brevipetiolata,11.10901503
S-1,Diospyros trinerve,5.252113122
S-1,Shorea quadrinervis,8.403380995
S-1,Pimelodendron griffithianum,19.44873405
S-1,Anacolosa frutescens,6.46169069
S-1,Eugenia tawamense,7.543944303
S-1,Dysoxylum cauriflorum,9.167324722
S-1,K4035,5.029296202
S-1,Strombosia ceylanica,15.50169146
S-1,Garcinia havilandii,7.543944303
S-1,Fordia splendidissima  subsp. splendidissima,9.421972631
S-1,Ochanostachys amentacea,52.13915936
S-1,Aporusa lucida  trilocularis,6.780000576
S-1,Fordia splendidissima  subsp. splendidissima,5.634084985
S-1,Melanochyla caesia,5.188451145
S-1,Cratoxylum formosum,15.08788861
S-1,Fordia splendidissima  subsp. splendidissima,4.933803236
S-1,Diospyros rigida,14.35577587
S-1,Fordia splendidissima  subsp. splendidissima,6.970986507
S-1,Fordia splendidissima  subsp. splendidissima,7.066479473
S-1,Dryobalanops beccarii,61.02000518
S-1,Fordia splendidissima  subsp. splendidissima,7.957747155
S-1,Parastemon urophyllus,7.766761223
S-1,Shorea multiflora,21.07211447
S-1,Parastemon urophyllus,63.43916032
S-1,Aglaia silvestris,7.480282325
S-1,Cratoxylum formosum,16.55211408
S-1,Shorea multiflora,7.130141451
S-1,Phoebe grandis,6.270704758
S-1,Pimelodendron griffithianum,21.42225534
S-1,Baccaurea racemosa,6.46169069
S-1,Fordia splendidissima  subsp. splendidissima,6.748169587
S-1,Hopea dryobalanoid,8.435211984
S-1,Fordia splendidissima  subsp. splendidissima,5.729577951
S-1,Eugenia lepidocarpa,6.207042781
S-1,Eugenia tawamense,10.6315502
S-1,Diospyros trinerve,6.652676621
S-1,Scaphium macropodum,5.98422586
S-1,Chionanthus cuspidta,9.071831756
S-1,Fordia splendidissima  subsp. splendidissima,8.116902098
S-1,Strombosia ceylanica,6.748169587
S-1,Xanthophyllum havilandii,5.76140894
S-1,Fordia splendidissima  subsp. splendidissima,8.371550007
S-1,Strombosia ceylanica,13.40084621
S-1,Fordia splendidissima  subsp. splendidissima,5.188451145
S-1,Dysoxylum rugulosum,8.626197916
S-1,Dysoxylum cauriflorum,7.639437268
S-1,Dryobalanops beccarii,90.30451471
S-1,Xanthophyllum rufum,7.416620348
S-1,Diospyros trinerve,5.411268065
S-1,Diospyros trinerve,6.047887837
S-1,Trioma malaccensis,10.09042339
S-1,Drypetes polyneura,37.84704547
S-1,Shorea multiflora,6.047887837
S-1,Pimelodendron griffithianum,19.32141009
S-1,Dysoxylum cauriflorum,5.825070917
S-1,Lithocarpus confragosus,7.862254189
S-1,K4174,10.72704316
S-1,Drypetes kikir,5.347606088
S-1,Hopea dryobalanoid,12.60507149
S-1,K4035,6.270704758
S-1,Eugenia chlorantha,10.28140932
S-1,Xanthophyllum eurhyncum,13.87831104
S-1,Shorea multiflora,6.939155519
S-1,Dryobalanops beccarii,45.5819757
S-1,Scaphium macropodum,5.729577951
S-1,S10PD,23.33211466
S-1,K4176,10.40873328
S-1,Fordia splendidissima  subsp. splendidissima,4.806479281
S-1,K2879,12.73239545
S-1,Neoscortechinia kingii,5.506761031
S-1,Fordia splendidissima  subsp. splendidissima,10.6315502
S-1,Eugenia tawamense,13.68732511
S-1,Hopea dryobalanoid,5.220282133
S-1,Hopea dryobalanoid,5.474930042
S-1,Mallotus penangensis,7.957747155
S-1,Palaquium oxleyanum,8.498873961
S-1,K4312,21.8042272
S-1,Barringtonia lanceolata,5.06112719
S-1,Sindora coriacea,11.04535305
S-1,Hopea dryobalanoid,5.092958179
S-1,Eusideroxylon zwageri,15.31070553
S-1,Macaranga brevipetiolata,9.994930426
S-1,Baccaurea kunstleri,34.50479166
S-1,Palaquium calophyllum,6.016056849
S-1,Barringtonia lanceolata,15.02422663
S-1,Knema stenophylla  subsp. longipedicellata,8.75352187
S-1,Archidendron ellipticum,5.06112719
S-1,Ryparosa hullettii,14.80140971
S-1,Diospyros trinerve,8.05324012
S-1,Shorea parvifolia,55.79972305
S-1,Eusideroxylon zwageri,17.41155077
S-1,Xanthophyllum stipulatum,21.19943842
S-1,Dysoxylum cauriflorum,9.867606472
S-1,Sarcotheca diversifolia,49.68817323
S-1,Fordia splendidissima  subsp. splendidissima,5.602253997
S-1,Xanthophyllum eurhyncum,7.894085177
S-1,Gironniera nervosa,13.01887434
S-1,Fordia splendidissima  subsp. splendidissima,7.575775291
S-1,Strombosia ceylanica,17.37971979
S-1,Fordia splendidissima  subsp. splendidissima,6.238873769
S-1,K4174,13.4326772
S-1,WK1465,24.12788937
S-1,WK533,8.148733086
S-1,Xanthophyllum eurhyncum,7.321127382
S-1,Chionanthus cuspidta,8.721690881
S-1,K4186,5.283944111
S-1,Neoscortechinia kingii,11.14084602
S-1,Shorea quadrinervis,5.029296202
S-1,Archidendron ellipticum,5.729577951
S-1,Neoscortechinia kingii,8.116902098
S-1,Calophyllum recurvatum,9.708451529
S-1,Gironniera nervosa,6.302535746
S-1,Dryobalanops beccarii,65.95380842
S-1,Archidendron ellipticum,6.493521678
S-1,Eugenia buxifolia,29.18901656
S-1,Cyathocalyx bancana,11.58647986
S-1,Xanthophyllum havilandii,5.53859202
S-1,Strombosia ceylanica,11.68197282
S-1,Cratoxylum formosum,9.262817688
S-1,Alseodaphne elongata,8.75352187
S-1,Drypetes crassipes,5.53859202
S-1,Pternandra cordata,5.124789168
S-1,Palaquium microphyllum,7.798592212
S-1,Palaquium calophyllum,13.84648005
S-1,Gardenia forsteriana,30.55774907
S-1,Shorea quadrinervis,14.06929697
S-1,Fordia splendidissima  subsp. splendidissima,6.589014644
S-1,Xanthophyllum stipulatum,7.448451337
S-1,Fordia splendidissima  subsp. splendidissima,4.901972247
S-1,Fordia splendidissima  subsp. splendidissima,7.480282325
S-1,Shorea parvifolia,17.18873385
S-1,Archidendron ellipticum,8.244226052
S-1,K4193,25.59211485
S-1,Garcinia havilandii,9.294648677
