site,sp,dbh
Oosting,Fagus grandifolia Ehrhart,12.8
Oosting,Liriodendron tulipifera L.,25.6
Oosting,Carya glabra (Miller) Sweet,6.3
Oosting,Oxydendron arboreum (L). DC,18
Oosting,Liriodendron tulipifera L.,64.6
Oosting,Oxydendron arboreum (L). DC,8.7
Oosting,Oxydendron arboreum (L). DC,15.7
Oosting,Liriodendron tulipifera L.,11.2
Oosting,CACR,3.5
Oosting,CACR,2.4
Oosting,Fagus grandifolia Ehrhart,17.3
Oosting,Fagus grandifolia Ehrhart,8.4
Oosting,CACR,8.8
Oosting,Liriodendron tulipifera L.,49.6
Oosting,Fagus grandifolia Ehrhart,15.6
Oosting,Carya ovata (Miller) K. Koch,2.1
Oosting,Acer rubrum L.,15.5
Oosting,Carya glabra (Miller) Sweet,3.2
Oosting,Liquidambar styraciflua L.,14.7
Oosting,CACR,2.3
Oosting,Juniperus virginiana L.,3.8
Oosting,Quercus falcata Michaux,13.8
Oosting,CACR,4.9
Oosting,CACR,2.2
Oosting,Carya glabra (Miller) Sweet,2.6
Oosting,Fagus grandifolia Ehrhart,2.1
Oosting,CACR,3.2
Oosting,CACR,4.8
Oosting,Cornus florida L.,4.3
Oosting,Cercis canadensis L.,2.4
Oosting,Acer saccharum Marshall,8.3
Oosting,Cercis canadensis L.,3.7
Oosting,Cercis canadensis L.,2.1
Oosting,Cercis canadensis L.,2.3
Oosting,Pinus echinata Millar,33.3
Oosting,Cornus florida L.,10
Oosting,Quercus alba L.,9.8
Oosting,Liquidambar styraciflua L.,13.7
Oosting,Pinus echinata Millar,26.3
Oosting,Quercus falcata Michaux,17
Oosting,Pinus taeda L.,43.9
Oosting,Acer rubrum L.,3.5
Oosting,Acer rubrum L.,3.4
Oosting,Quercus alba L.,14.1
Oosting,Quercus rubra L.,12.2
Oosting,Quercus alba L.,3.6
Oosting,Acer rubrum L.,3.7
Oosting,Acer rubrum L.,3.5
Oosting,Quercus alba L.,6.6
Oosting,Quercus alba L.,10.2
Oosting,Liriodendron tulipifera L.,39.8
Oosting,Acer rubrum L.,3.4
Oosting,Juniperus virginiana L.,3.6
Oosting,Acer rubrum L.,2.8
Oosting,Quercus alba L.,7.4
Oosting,Ilex opaca Aiton,2.6
Oosting,Quercus alba L.,6.2
Oosting,Acer rubrum L.,2.4
Oosting,CACR,4.1
Oosting,Carya glabra (Miller) Sweet,4.3
Oosting,Fagus grandifolia Ehrhart,2.3
Oosting,Fagus grandifolia Ehrhart,3.5
Oosting,CACR,4.4
Oosting,CACR,3.1
Oosting,Oxydendron arboreum (L). DC,11.1
Oosting,CACR,2.9
Oosting,Juniperus virginiana L.,24
Oosting,CACR,3.3
Oosting,Juniperus virginiana L.,14
Oosting,Liquidambar styraciflua L.,18.2
Oosting,Carya glabra (Miller) Sweet,5.6
Oosting,CACR,2.4
Oosting,Carya ovata (Miller) K. Koch,7.3
Oosting,Cornus florida L.,5.8
Oosting,Carya ovata (Miller) K. Koch,26.7
Oosting,Nyssa sylvatica Marshall,2.2
Oosting,Acer rubrum L.,3.4
Oosting,Liriodendron tulipifera L.,56.7
Oosting,CACR,7.9
Oosting,Oxydendron arboreum (L). DC,11.7
Oosting,Oxydendron arboreum (L). DC,8.2
Oosting,Quercus alba L.,14.9
Oosting,Liriodendron tulipifera L.,28.4
Oosting,Quercus alba L.,12.2
Oosting,Fagus grandifolia Ehrhart,28.8
Oosting,COAM,3.4
Oosting,Fagus grandifolia Ehrhart,4
Oosting,CACR,13.8
Oosting,Acer rubrum L.,2.7
Oosting,Carya tomentosa (Poiret) Nuttall,2.2
Oosting,Carya ovata (Miller) K. Koch,5.4
Oosting,Acer rubrum L.,3.5
Oosting,Carya ovata (Miller) K. Koch,6.4
Oosting,Carya ovata (Miller) K. Koch,3.7
Oosting,Quercus alba L.,36.6
Oosting,CACR,5.7
Oosting,Cornus florida L.,7.9
Oosting,Cornus florida L.,11.2
Oosting,Cornus florida L.,2.6
Oosting,Fagus grandifolia Ehrhart,10.8
Oosting,Fagus grandifolia Ehrhart,5
Oosting,Cercis canadensis L.,7
Oosting,Juniperus virginiana L.,17.8
Oosting,Acer rubrum L.,10.9
Oosting,Cornus florida L.,2.6
Oosting,Cornus florida L.,2.2
Oosting,Liriodendron tulipifera L.,53.9
Oosting,Cornus florida L.,2.1
Oosting,Cornus florida L.,9.1
Oosting,Carya tomentosa (Poiret) Nuttall,2.1
Oosting,CACR,3.4
Oosting,Carya ovata (Miller) K. Koch,21.6
Oosting,FRAX,17.3
Oosting,Quercus alba L.,16.7
Oosting,Cercis canadensis L.,3.7
Oosting,Fagus grandifolia Ehrhart,8.8
Oosting,Acer rubrum L.,2.4
Oosting,Cornus florida L.,4.3
Oosting,Cornus florida L.,2.2
Oosting,COAM,3.5
Oosting,FRAX,5.8
Oosting,Liriodendron tulipifera L.,29.5
Oosting,Liquidambar styraciflua L.,6.1
Oosting,CACR,3.8
Oosting,Carya ovata (Miller) K. Koch,35.7
Oosting,Oxydendron arboreum (L). DC,6.6
Oosting,Oxydendron arboreum (L). DC,3.4
Oosting,Quercus phellos L.,3.9
Oosting,FRAX,5.4
Oosting,Carya ovata (Miller) K. Koch,29.4
Oosting,Acer rubrum L.,2.5
Oosting,Liriodendron tulipifera L.,10.5
Oosting,Carya ovata (Miller) K. Koch,8.7
Oosting,Cercis canadensis L.,5.5
Oosting,Acer rubrum L.,2.1
Oosting,Morus rubra L.,3.5
Oosting,Cercis canadensis L.,2.2
Oosting,Cercis canadensis L.,2.7
Oosting,Morus rubra L.,2.2
Oosting,Sassafras albidum (Nuttall) Nees,14.1
Oosting,Aesculus sylvatica Bartram,2.1
Oosting,Acer rubrum L.,2.1
Oosting,Acer rubrum L.,4.3
Oosting,Acer rubrum L.,2.2
Oosting,Oxydendron arboreum (L). DC,8.8
Oosting,Oxydendron arboreum (L). DC,6.9
Oosting,Acer rubrum L.,4.3
Oosting,Acer rubrum L.,5.3
Oosting,Acer rubrum L.,2.3
Oosting,Acer rubrum L.,2.3
Oosting,Acer rubrum L.,2.1
Oosting,Cornus florida L.,5.2
Oosting,Acer rubrum L.,3.3
Oosting,Carya tomentosa (Poiret) Nuttall,2.1
Oosting,FRAX,6.4
Oosting,Cornus florida L.,3.1
Oosting,Carya tomentosa (Poiret) Nuttall,3.8
Oosting,Liquidambar styraciflua L.,12.8
Oosting,Cornus florida L.,7.5
Oosting,Liriodendron tulipifera L.,53
Oosting,Carya ovata (Miller) K. Koch,2.1
Oosting,Liquidambar styraciflua L.,4.4
Oosting,Ilex decidua Walter,4.5
Oosting,Ilex decidua Walter,2.2
Oosting,Acer rubrum L.,3.3
Oosting,Quercus alba L.,2.8
Oosting,Ulmus alata Michaux,12.5
Oosting,Acer rubrum L.,3.2
Oosting,Fagus grandifolia Ehrhart,3
Oosting,Acer rubrum L.,2.2
Oosting,Carya ovata (Miller) K. Koch,2.2
Oosting,Cercis canadensis L.,2.5
Oosting,Acer rubrum L.,4.4
Oosting,Acer rubrum L.,4.4
Oosting,Carya ovata (Miller) K. Koch,2.1
Oosting,Carya ovata (Miller) K. Koch,2.1
Oosting,Cornus florida L.,17
Oosting,Cercis canadensis L.,6.4
Oosting,Quercus rubra L.,2.2
Oosting,Acer rubrum L.,3.4
Oosting,Liriodendron tulipifera L.,45
Oosting,Acer rubrum L.,5.8
Oosting,Acer rubrum L.,2.4
Oosting,Cercis canadensis L.,3.6
Oosting,Acer rubrum L.,3.9
Oosting,Acer rubrum L.,2.3
Oosting,Cornus florida L.,7.3
Oosting,Quercus falcata Michaux,58.2
Oosting,Cornus florida L.,6
Oosting,Acer rubrum L.,5.6
Oosting,Acer rubrum L.,3.2
Oosting,Cercis canadensis L.,2.8
Oosting,Acer rubrum L.,6.5
Oosting,Acer rubrum L.,3.1
Oosting,Acer rubrum L.,2.6
Oosting,Carya tomentosa (Poiret) Nuttall,26.2
Oosting,Acer rubrum L.,6.2
Oosting,Cercis canadensis L.,2.7
Oosting,Cercis canadensis L.,4.1
Oosting,Quercus alba L.,2.2
Oosting,Juniperus virginiana L.,26.8
Oosting,Cercis canadensis L.,4.1
Oosting,Liquidambar styraciflua L.,2.2
Oosting,Cercis canadensis L.,3.3
Oosting,Acer rubrum L.,2.9
Oosting,FRAX,2.3
Oosting,Quercus rubra L.,23.3
Oosting,Liriodendron tulipifera L.,13.6
Oosting,Cornus florida L.,6.5
Oosting,Liriodendron tulipifera L.,2.2
Oosting,Liriodendron tulipifera L.,7.5
Oosting,Liriodendron tulipifera L.,3.7
Oosting,Cornus florida L.,6.2
Oosting,Liriodendron tulipifera L.,17.1
Oosting,Liriodendron tulipifera L.,4.6
Oosting,Liriodendron tulipifera L.,8.8
Oosting,Liriodendron tulipifera L.,10.4
Oosting,Liriodendron tulipifera L.,10.4
Oosting,Liriodendron tulipifera L.,7.4
Oosting,Liriodendron tulipifera L.,22.6
Oosting,Liriodendron tulipifera L.,9.3
Oosting,Liriodendron tulipifera L.,9.9
Oosting,Liriodendron tulipifera L.,11.2
Oosting,Cornus florida L.,8.7
Oosting,Carya ovata (Miller) K. Koch,43.9
Oosting,Quercus alba L.,28.5
Oosting,Acer rubrum L.,2.9
Oosting,Quercus coccinea Muenchh.,46.5
Oosting,Carya tomentosa (Poiret) Nuttall,9
Oosting,Carya glabra (Miller) Sweet,23.7
Oosting,Liquidambar styraciflua L.,43.4
Oosting,Ilex opaca Aiton,2.8
Oosting,Ilex opaca Aiton,3
Oosting,Morus rubra L.,5.6
Oosting,Cercis canadensis L.,3.5
Oosting,Cornus florida L.,3.2
Oosting,Liriodendron tulipifera L.,7.8
Oosting,Cornus florida L.,3
Oosting,Morus rubra L.,4.6
Oosting,Cercis canadensis L.,3.6
Oosting,Liriodendron tulipifera L.,19.1
Oosting,Cornus florida L.,3
Oosting,Liriodendron tulipifera L.,16.5
Oosting,Oxydendron arboreum (L). DC,3.8
Oosting,Oxydendron arboreum (L). DC,3.2
Oosting,Cornus florida L.,3.4
Oosting,Oxydendron arboreum (L). DC,9.2
Oosting,Cornus florida L.,5.3
Oosting,Acer rubrum L.,3.4
Oosting,Liriodendron tulipifera L.,13.1
Oosting,Liquidambar styraciflua L.,41.8
Oosting,Acer rubrum L.,5.2
Oosting,Liriodendron tulipifera L.,49.7
Oosting,Cornus florida L.,5.3
Oosting,Acer rubrum L.,3.6
Oosting,FRAX,22.5
Oosting,FRAX,5.3
Oosting,Acer rubrum L.,3
Oosting,FRAX,2.4
Oosting,Cornus florida L.,7.5
Oosting,Cornus florida L.,6.5
Oosting,Liriodendron tulipifera L.,40.3
Oosting,Cornus florida L.,4.1
Oosting,Liriodendron tulipifera L.,12.8
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,3.3
Oosting,Liquidambar styraciflua L.,45.7
Oosting,Morus rubra L.,4.9
Oosting,Acer rubrum L.,3.2
Oosting,Liquidambar styraciflua L.,14.3
Oosting,Acer rubrum L.,6.6
Oosting,Acer rubrum L.,17.1
Oosting,Cercis canadensis L.,3.5
Oosting,Acer rubrum L.,11.2
Oosting,Acer rubrum L.,2.1
Oosting,Acer rubrum L.,7.7
Oosting,Cornus florida L.,4.7
Oosting,Ulmus rubra Muhl.,10.2
Oosting,Cornus florida L.,4.1
Oosting,Cornus florida L.,3.7
Oosting,Liquidambar styraciflua L.,38.3
Oosting,Cornus florida L.,4.2
Oosting,Cornus florida L.,2.9
Oosting,Cornus florida L.,3
Oosting,Liquidambar styraciflua L.,19.2
Oosting,Cornus florida L.,10.1
Oosting,Cornus florida L.,5.4
Oosting,Acer rubrum L.,2.2
Oosting,Acer rubrum L.,3.8
Oosting,Acer rubrum L.,7
Oosting,Liriodendron tulipifera L.,48.5
Oosting,Acer rubrum L.,2.7
Oosting,Acer rubrum L.,2.5
Oosting,Acer rubrum L.,4.2
Oosting,Quercus rubra L.,3.2
Oosting,Acer rubrum L.,2.4
Oosting,Liquidambar styraciflua L.,21.7
Oosting,Acer rubrum L.,7.4
Oosting,Oxydendron arboreum (L). DC,13.7
Oosting,Acer rubrum L.,3.2
Oosting,Cornus florida L.,5.3
Oosting,Juniperus virginiana L.,2.5
Oosting,Acer rubrum L.,4.9
Oosting,Liquidambar styraciflua L.,19
Oosting,Liquidambar styraciflua L.,23
Oosting,Liriodendron tulipifera L.,57.6
Oosting,COAM,3.3
Oosting,Acer rubrum L.,3
Oosting,Acer rubrum L.,5.4
Oosting,Liquidambar styraciflua L.,29.2
Oosting,Acer rubrum L.,8
Oosting,Juniperus virginiana L.,7.4
Oosting,Cornus florida L.,5.2
Oosting,Cornus florida L.,4.5
Oosting,Liquidambar styraciflua L.,16.2
Oosting,Acer rubrum L.,4.1
Oosting,Acer rubrum L.,14.5
Oosting,Cornus florida L.,3.8
Oosting,Cornus florida L.,8
Oosting,Cornus florida L.,4.5
Oosting,Juniperus virginiana L.,2.1
Oosting,Acer rubrum L.,11.8
Oosting,Liquidambar styraciflua L.,25
Oosting,Carya ovata (Miller) K. Koch,3.4
Oosting,Acer rubrum L.,4.8
Oosting,Cornus florida L.,11.2
Oosting,Cercis canadensis L.,3.1
Oosting,COAM,2.9
Oosting,Juniperus virginiana L.,4.6
Oosting,Cornus florida L.,2.9
Oosting,Liquidambar styraciflua L.,11.1
Oosting,Liriodendron tulipifera L.,44.8
Oosting,Oxydendron arboreum (L). DC,3.4
Oosting,Acer rubrum L.,3.5
Oosting,Acer rubrum L.,4.6
Oosting,Quercus velutina Lam.,2.1
Oosting,ULAM,2.9
Oosting,Acer rubrum L.,4.6
Oosting,Acer rubrum L.,3.8
Oosting,Liriodendron tulipifera L.,29.9
Oosting,Liquidambar styraciflua L.,38.9
Oosting,Liquidambar styraciflua L.,32
Oosting,Juniperus virginiana L.,6.2
Oosting,Cornus florida L.,4.7
Oosting,Liquidambar styraciflua L.,15.6
Oosting,Cornus florida L.,4.3
Oosting,Liriodendron tulipifera L.,11.1
Oosting,Liriodendron tulipifera L.,17.2
Oosting,Cornus florida L.,10.3
Oosting,Liquidambar styraciflua L.,13.3
Oosting,Acer rubrum L.,2.8
Oosting,Liquidambar styraciflua L.,32.5
Oosting,Liquidambar styraciflua L.,21.3
Oosting,Acer rubrum L.,2.1
Oosting,Cornus florida L.,4.8
Oosting,Juniperus virginiana L.,2.8
Oosting,Acer rubrum L.,2.7
Oosting,Liriodendron tulipifera L.,42.8
Oosting,Cornus florida L.,5.2
Oosting,Liquidambar styraciflua L.,19.9
Oosting,Quercus falcata Michaux,46.8
Oosting,Acer rubrum L.,9.4
Oosting,Liquidambar styraciflua L.,15.9
Oosting,Cornus florida L.,3
Oosting,Acer rubrum L.,3.4
Oosting,Acer rubrum L.,4.9
Oosting,Oxydendron arboreum (L). DC,15.9
Oosting,Oxydendron arboreum (L). DC,19.4
Oosting,Pinus taeda L.,60.2
Oosting,CACR,11
Oosting,Cornus florida L.,2.5
Oosting,Cornus florida L.,2.2
Oosting,Quercus velutina Lam.,40
Oosting,Cornus florida L.,3.3
Oosting,Liquidambar styraciflua L.,12.6
Oosting,Acer rubrum L.,17.2
Oosting,Cornus florida L.,10.4
Oosting,Acer rubrum L.,2.5
Oosting,Cornus florida L.,2.5
Oosting,Cornus florida L.,7.2
Oosting,Juniperus virginiana L.,3.4
Oosting,Cornus florida L.,2.1
Oosting,Cornus florida L.,6.5
Oosting,Cornus florida L.,2.7
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,10.3
Oosting,Cornus florida L.,3.4
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,2.6
Oosting,Cornus florida L.,2.1
Oosting,Oxydendron arboreum (L). DC,14.8
Oosting,Cornus florida L.,2.9
Oosting,Cornus florida L.,4
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,2.9
Oosting,Carya tomentosa (Poiret) Nuttall,69.6
Oosting,Cornus florida L.,2.5
Oosting,Oxydendron arboreum (L). DC,29.4
Oosting,Cornus florida L.,3.4
Oosting,Cornus florida L.,2.8
Oosting,Cornus florida L.,5.4
Oosting,Cornus florida L.,3.2
Oosting,Cornus florida L.,2.1
Oosting,Cornus florida L.,2.6
Oosting,Cornus florida L.,2.6
Oosting,Cornus florida L.,2.7
Oosting,Liquidambar styraciflua L.,2.7
Oosting,Cornus florida L.,2.3
Oosting,Cornus florida L.,2.3
Oosting,Cornus florida L.,3.4
Oosting,Liriodendron tulipifera L.,61.2
Oosting,Cornus florida L.,2.9
Oosting,Cornus florida L.,4.4
Oosting,Liquidambar styraciflua L.,13.2
Oosting,Liquidambar styraciflua L.,3.5
Oosting,Cercis canadensis L.,3
Oosting,Nyssa sylvatica Marshall,2.1
Oosting,Cornus florida L.,5.8
Oosting,Oxydendron arboreum (L). DC,6.1
Oosting,Acer rubrum L.,3.4
Oosting,Fagus grandifolia Ehrhart,3.3
Oosting,Cornus florida L.,4.1
Oosting,Liquidambar styraciflua L.,9.3
Oosting,Cornus florida L.,3
Oosting,Cornus florida L.,2.2
Oosting,Oxydendron arboreum (L). DC,5.6
Oosting,Liriodendron tulipifera L.,25
Oosting,Cornus florida L.,3.5
Oosting,Carya tomentosa (Poiret) Nuttall,12.9
Oosting,Cornus florida L.,2.1
Oosting,Carya tomentosa (Poiret) Nuttall,9.7
Oosting,Cornus florida L.,2.1
Oosting,Cornus florida L.,2.3
Oosting,Pinus taeda L.,27.6
Oosting,CACR,2.3
Oosting,Carya tomentosa (Poiret) Nuttall,34.3
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,2.1
Oosting,Morus rubra L.,3.5
Oosting,Cornus florida L.,2.2
Oosting,Ulmus alata Michaux,11.5
Oosting,Liriodendron tulipifera L.,10.3
Oosting,Liriodendron tulipifera L.,2.4
Oosting,Carya tomentosa (Poiret) Nuttall,16.7
Oosting,Morus rubra L.,3.5
Oosting,Juniperus virginiana L.,3
Oosting,Cornus florida L.,2.9
Oosting,Acer rubrum L.,2.1
Oosting,Cornus florida L.,2.4
Oosting,Acer rubrum L.,2.1
Oosting,Pinus taeda L.,44.8
Oosting,Oxydendron arboreum (L). DC,26.6
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,2.4
Oosting,Cornus florida L.,2.3
Oosting,Cornus florida L.,2.9
Oosting,Liriodendron tulipifera L.,33
Oosting,Quercus velutina Lam.,33.9
Oosting,Quercus alba L.,18.5
Oosting,Cornus florida L.,3.1
Oosting,Liriodendron tulipifera L.,22.5
Oosting,Quercus alba L.,27.8
Oosting,Morus rubra L.,2.1
Oosting,Liriodendron tulipifera L.,60.8
Oosting,Cornus florida L.,3.6
Oosting,Acer rubrum L.,22.4
Oosting,Quercus rubra L.,50.7
Oosting,Fagus grandifolia Ehrhart,3
Oosting,Cornus florida L.,5.1
Oosting,Cornus florida L.,3.5
Oosting,Juniperus virginiana L.,3.2
Oosting,Acer rubrum L.,10.2
Oosting,Pinus taeda L.,30.7
Oosting,Cornus florida L.,2.3
Oosting,Oxydendron arboreum (L). DC,3.2
Oosting,Cornus florida L.,5.7
Oosting,Oxydendron arboreum (L). DC,2.9
Oosting,Acer rubrum L.,2.9
Oosting,Juniperus virginiana L.,2.3
Oosting,Cornus florida L.,2.1
Oosting,Juniperus virginiana L.,3.1
Oosting,CACR,3.3
Oosting,Acer rubrum L.,2.4
Oosting,Cornus florida L.,6.3
Oosting,Pinus echinata Millar,59
Oosting,Acer rubrum L.,3.2
Oosting,Acer rubrum L.,2.3
Oosting,Cornus florida L.,2.7
Oosting,Cornus florida L.,2.6
Oosting,Cornus florida L.,2.8
Oosting,Liriodendron tulipifera L.,12.2
Oosting,Cercis canadensis L.,2.9
Oosting,Juniperus virginiana L.,3.1
Oosting,Acer rubrum L.,2.2
Oosting,Acer rubrum L.,4.8
Oosting,Oxydendron arboreum (L). DC,12.5
Oosting,Liriodendron tulipifera L.,12.2
Oosting,Cornus florida L.,12.7
Oosting,Oxydendron arboreum (L). DC,11.5
Oosting,Pinus taeda L.,58.1
Oosting,Cornus florida L.,4.3
Oosting,Liriodendron tulipifera L.,46.5
Oosting,Quercus alba L.,24.5
Oosting,Cornus florida L.,7.4
Oosting,Pinus taeda L.,35.4
Oosting,Acer rubrum L.,2.5
Oosting,Acer rubrum L.,3.8
