sp,wsg
Sloanea australis,0.538
Sloanea berteriana,0.8
Sloanea celebica,0.53
Sloanea dasycarpa,0.431
Sloanea echinocarpa,0.77
Sloanea eichleri,0.73
Sloanea eichleri,0.77
Sloanea forbesii,0.36
Sloanea forbesii,0.482
Sloanea fragrans,0.47
Sloanea grandiflora,0.8
Sloanea grandiflora,0.81
Sloanea grandiflora,0.861
Sloanea grandiflora,0.77
Sloanea guianensis,0.79
Sloanea guianensis,0.861
Sloanea guianensis,0.856
Sloanea guianensis,0.77
Sloanea guianensis,0.829
Sloanea javanica,0.51
Sloanea javanica,0.58
Sloanea langii,0.594
Sloanea laurifolia,0.861
Sloanea laurifolia,0.77
Sloanea macbrydei,0.441
Sloanea macbrydei,0.496
Sloanea macbrydei,0.495
Sloanea megacarpa,0.861
Sloanea monosperma,0.88
Sloanea nitida,0.9
Sloanea nitida,1.01
Sloanea paradisearum,0.32
Sloanea petenensis,0.67
Sloanea pulchra,0.48
Sloanea pullei,0.37
Sloanea rhodantha,0.51
Sloanea rhodantha,0.52
Sloanea rhodantha,0.584
Sloanea robusta,0.861
Sloanea schomburgkii,0.861
Sloanea schomburgkii,0.87
Sloanea sigun,0.53
Sloanea sigun,0.45
Sloanea sigun,0.49
Sloanea sinensis,0.474
Sloanea sinensis,0.483
Sloanea sogerensis,0.37
Sloanea sogerensis,0.43
Sloanea synandra,0.653
Sloanea tieghemi,0.41
Sloanea tieghemi,0.49
Sloanea versteeghii,0.55
Sloanea woollsii,0.513
Sloanea woollsii,0.525
Socratea exorrhiza,0.23
Solanum acanthodes,0.32
Solanum aphyodendron,0.545
Solanum crinitum,0.24
Solanum grandiflorum,0.35
Solanum granuloso-leprosum,0.404
Solanum pseudoquina,0.53
Solanum umbellatum,0.494
Sonneratia alba,0.63
Sonneratia alba,0.387
Sonneratia apetala,0.537
Sonneratia apetala,0.52
Sonneratia caseolaris,0.39
Sonneratia caseolaris,0.387
Sonneratia griffithii,0.689
Sonneratia indet,0.62
Sonneratia ovata,0.37
Sophora japonica,0.604
Sophora japonica,0.676
Sophora japonica,0.588
Sophora japonica,0.674
Sorbus aria,0.672
Sorbus aria,0.611
Sorbus aucuparia,0.629
Sorbus folgneri,0.62
Sorbus pohuashanensis,0.525
Sorbus torminalis,0.611
Sorindeia madagascariensis,0.56
Sorocea bonplandii,0.67
Sorocea bonplandii,0.56
Sorocea briquetii,0.595
Soymida febrifuga,0.96
Spachea elegans,0.58
Spachea elegans,0.61
Sparattosperma leucanthum,0.57
Spathodea campanulata,0.22
Spathodea campanulata,0.64
Spathodea campanulata,0.31
Spathodea campanulata,0.232
Spatholobus indet,0.465
Sphalmium racemosum,0.482
Sphalmium racemosum,0.482
Sphenostemon lobosporus,0.469
Sphenostemon lobosporus,0.469
Spiraeanthemum idenburgense,0.55
Spiraeanthemum pulleanum,0.55
Spirostachys africana,0.775
Spirostachys africana,0.83
Spirostachys africana,0.87
Spondianthus preussii,0.645
Spondias cytherea,0.26
Spondias cytherea,0.31
Spondias cytherea,0.314
Spondias dulcis,0.37
Spondias mombin,0.37
Spondias mombin,0.44
Spondias mombin,0.4
Spondias mombin,0.48
Spondias mombin,0.36
Spondias mombin,0.36
Spondias mombin,0.33
Spondias mombin,0.35
Spondias mombin,0.474
Spondias mombin,0.39
Spondias mombin,0.31
Spondias mombin,0.5
Spondias mombin,0.34
Spondias mombin,0.365
Spondias mombin,0.38
Spondias mombin,0.414
Spondias pinnata,0.224
Spondias pinnata,0.31
Spondias pinnata,0.35
Spondias pinnata,0.23
Spondias pinnata,0.358
Spondias purpurea,0.35
Spondias purpurea,0.31
Spondias radlkoferi,0.56
Spondias radlkoferi,0.31
Stachyarrhena acuminata,0.82
Stachyothyrsus stapfiana,0.645
Staudtia gabonensis,0.749
Staudtia kamerunensis,0.8
Staudtia kamerunensis,0.689
Staudtia kamerunensis,0.924
Staudtia kamerunensis,0.766
Staudtia kamerunensis,0.826
Staudtia kamerunensis,0.767
Staudtia kamerunensis,0.789
Staudtia kamerunensis,0.795
Staudtia kamerunensis,0.824
Staudtia kamerunensis,0.826
Staudtia kamerunensis,0.897
Staudtia kamerunensis,0.923
Staudtia kamerunensis,0.741
Staudtia kamerunensis,0.778
Staudtia kamerunensis,0.786
Staudtia kamerunensis,0.65
Staudtia kamerunensis,0.76
Staudtia stipitata,0.73
Steganthera laxiflora,0.551
Stelechocarpus burahol,0.55
Stemmadenia donnell-smithii,0.53
Stemmadenia obovata,0.47
Stemonocoleus micranthus,0.588
Stemonocoleus micranthus,0.574
Stemonurus australianus,0.57
Stemonurus celebicus,0.57
Stemonurus javanicus,0.39
Stemonurus scorpioides,0.52
Stemonurus scorpioides,0.5
Stemonurus secundiflorus,0.51
Stemonurus umbellatus,0.61
Stenocarpus reticulatus,0.883
Stenocarpus salignus,0.664
Stenocarpus salignus,0.689
Stenocarpus sinuatus,0.629
Stenocarpus sinuatus,0.663
Sterculia aerisperma,0.62
Sterculia africana,0.276
Sterculia alata,0.54
Sterculia alata,0.56
Sterculia apeibophylla,0.47
Sterculia apetala,0.345
Sterculia apetala,0.55
Sterculia apetala,0.39
Sterculia apetala,0.33
Sterculia apetala,0.36
Sterculia apetala,0.375
Sterculia apetala,0.37
Sterculia apetala,0.3
Sterculia apetala,0.43
Sterculia apetala,0.47
Sterculia appendiculata,0.607
Sterculia campanulata,0.28
Sterculia ceramica,0.22
Sterculia coccinea,0.234
Sterculia conwentzii,0.276
Sterculia cordata,0.32
Sterculia dawei,0.393
Sterculia diversifolia,0.387
Sterculia excelsa,0.55
Sterculia excelsa,0.47
Sterculia foetida,0.51
Sterculia foetida,0.386
Sterculia frondosa,0.47
Sterculia glabrifolia,0.45
Sterculia hypochroa,0.276
Sterculia lanceolata,0.495
Sterculia lanceolata,0.523
Sterculia lanceolata,0.482
Sterculia lychnophora,0.448
Sterculia macrophylla,0.34
Sterculia macrophylla,0.31
Sterculia macrophylla,0.2
Sterculia oblonga,0.62
Sterculia oblongata,0.22
Sterculia ornata,0.22
Sterculia pexa,0.28
Sterculia pilosa,0.53
Sterculia pilosa,0.55
Sterculia pilosa,0.47
Sterculia pruriens,0.46
Sterculia pruriens,0.55
Sterculia pruriens,0.4
Sterculia pruriens,0.551
Sterculia pruriens,0.47
Sterculia quadrifida,0.309
Sterculia quadrifida,0.303
Sterculia quadrifida,0.4
Sterculia quadrifida,0.276
Sterculia quinqueloba,0.671
Sterculia quinqueloba,0.4
Sterculia recordiana,0.55
Sterculia recordiana,0.43
Sterculia rhinopetala,0.663
Sterculia rhinopetala,0.64
Sterculia rhinopetala,0.699
Sterculia rhinopetala,0.69
Sterculia rugosa,0.55
Sterculia rugosa,0.413
Sterculia rugosa,0.47
Sterculia setigera,0.32
Sterculia shillinglawii,0.456
Sterculia shillinglawii,0.26
Sterculia shillinglawii,0.27
Sterculia shillinglawii,0.24
Sterculia speciosa,0.55
Sterculia speciosa,0.47
Sterculia speciosa,0.53
Sterculia speciosa,0.49
Sterculia speciosa,0.51
Sterculia tantrae,0.387
Sterculia urceolata,0.31
Sterculia urens,0.543
Sterculia villosa,0.255
Sterculia vitiensis,0.31
Stereospermum annamense,0.624
Stereospermum cylindricum,0.99
Stereospermum fimbriatum,0.71
Stereospermum kunthianum,0.603
Stereospermum neuranthum,0.565
Stereospermum personatum,0.647
Stereospermum personatum,0.6
Stereospermum sinicum,0.62
Stereospermum suaveolens,0.592
Stereospermum variabile,0.68
Stereospermum xylocarpum,0.59
Sterigmapetalum obovatum,0.77
Stifftia parviflora,0.62
Streblus asper,0.72
Streblus asper,0.523
Streblus brunoniana,0.68
Streblus brunoniana,0.693
Streblus brunonianus,0.702
Streblus dimepate,0.711
Streblus dimepate,0.894
Streblus dimepate,0.771
Streblus elongatus,0.84
Streblus elongatus,0.81
Streblus glaber,0.82
Streblus laxiflorus,0.69
Streblus macrophyllus,0.72
Strephonema pseudocolum,0.588
Strephonema pseudocolum,0.714
Strephonema pseudocolum,0.671
Strephonema pseudocolum,0.563
Strephonema pseudocolum,0.629
Strombosia ceylanica,0.83
Strombosia ceylanica,0.63
Strombosia ceylanica,0.73
Strombosia glaucescens,0.79
Strombosia grandifolia,0.75
Strombosia grandifolia,0.781
Strombosia grandifolia,0.774
Strombosia grandifolia,0.852
Strombosia grandifolia,0.882
Strombosia grandifolia,0.908
Strombosia javanica,0.51
Strombosia javanica,0.52
Strombosia javanica,0.55
Strombosia philippinensis,0.76
Strombosia philippinensis,0.63
Strombosia pustulata,0.861
Strombosia pustulata,0.8
Strombosia pustulata,0.877
Strombosia pustulata,0.746
Strombosia pustulata,0.813
Strombosia pustulata,0.873
Strombosia pustulata,0.842
Strombosia rotundifolia,0.79
Strombosia scheffleri,0.63
Strombosia scheffleri,0.538
Strombosiopsis tetrandra,0.663
Strychnos arborea,0.839
Strychnos cocculoides,0.646
Strychnos decussata,0.759
Strychnos erichsonii,0.54
Strychnos glabra,0.54
Strychnos innocua,0.87
Strychnos lucida,0.77
Strychnos madagascariensis,0.663
Strychnos mellodora,0.689
Strychnos mitis,0.676
Strychnos nux-blanda,0.744
Strychnos nux-vomica,0.86
Strychnos nux-vomica,0.753
Strychnos potatorum,0.731
Strychnos pungens,0.702
Strychnos rondeletioides,0.54
Strychnos sandwithiana,0.54
Strychnos spinosa,0.646
Strychnos usambarensis,0.715
Stryphnodendron adstringens,1.19
Stryphnodendron guianense,0.645
Stryphnodendron guianense,0.49
Stryphnodendron microstachyum,0.34
Stryphnodendron microstachyum,0.362
Stryphnodendron microstachyum,0.47
Stryphnodendron paniculatum,0.47
Stryphnodendron paniculatum,0.837
Stryphnodendron polystachyum,0.52
Stryphnodendron polystachyum,0.48
Stryphnodendron polystachyum,0.362
Stryphnodendron polystachyum,0.49
Stryphnodendron pulcherrimum,0.48
Stryphnodendron pulcherrimum,0.47
Stryphnodendron racemiferum,0.752
Stuartia kwangtungensis,0.706
Stuartia kwangtungensis,0.671
Stuartia kwangtungensis,0.67
Stuartia sinensis,0.607
Stuartia sinensis,0.553
Stuartia sinensis,0.55
Stylogyne ambigua,0.43
Stylogyne cauliflora,0.535
Styrax benzoin,0.43
Styrax benzoin,0.49
Styrax benzoin,0.353
Styrax guyanensis,0.34
Styrax hypoglaucus,0.474
Styrax hypoglaucus,0.436
Styrax leprosus,0.413
Styrax oliganthes,0.36
Styrax paralleloneurus,0.52
Styrax paralleloneurus,0.55
Styrax serrulatum,0.36
Styrax tonkinensis,0.353
Sundacarpus amara,0.426
Sundacarpus amara,0.4
Sundacarpus amara,0.426
Suregada glomerulata,0.61
Suregada multiflora,0.647
Suregada procera,0.676
Swartzia arborescens,0.809
Swartzia arborescens,0.86
Swartzia argentea,0.86
Swartzia bannia,1.111
Swartzia bannia,1.02
Swartzia bannia,1.033
Swartzia bannia,0.86
Swartzia benthamiana,0.65
Swartzia benthamiana,0.69
Swartzia benthamiana,0.766
Swartzia benthamiana,0.697
Swartzia benthamiana,0.91
Swartzia benthamiana,0.71
Swartzia brachyrachis,0.9
Swartzia corrugata,1.2
Swartzia corrugata,0.913
Swartzia cubensis,0.91
Swartzia cuspidata,0.678
Swartzia euxylophora,0.65
Swartzia fasciata,0.65
Swartzia fistuloides,0.79
Swartzia fistuloides,0.82
Swartzia fistuloides,0.933
Swartzia fistuloides,0.946
Swartzia fistuloides,0.842
Swartzia grandifolia,1.03
Swartzia guatemalensis,0.89
Swartzia guianensis,0.73
Swartzia indet,0.945
Swartzia ingifolia,0.815
Swartzia jorori,0.48
Swartzia laevicarpa,0.65
Swartzia laevicarpa,0.63
Swartzia laevicarpa,0.61
Swartzia laevicarpa,0.56
Swartzia laxiflora,0.9
Swartzia leblondii,0.8
Swartzia leblondii,0.86
Swartzia leiocalycina,1.03
Swartzia leiocalycina,0.913
Swartzia longicarpa,0.766
Swartzia macrostachya,0.92
Swartzia madagascariensis,0.9
Swartzia myrtifolia,0.9
Swartzia oblanceolata,0.86
Swartzia oblata,0.92
Swartzia panacoco,1.03
Swartzia panacoco,0.82
Swartzia panacoco,0.86
Swartzia panacoco,0.97
Swartzia pinnata,0.9
Swartzia polyphylla,0.62
Swartzia polyphylla,0.81
Swartzia polyphylla,0.643
Swartzia recurva,1
Swartzia recurva,0.77
Swartzia recurva,0.9
Swartzia remiger,0.81
Swartzia remiger,0.86
Swartzia tomentifera,0.9
Swartzia tomentosa,0.964
Swartzia ulei,1
Sweetia fruticosa,0.99
Sweetia fruticosa,0.54
Sweetia fruticosa,0.82
Sweetia panamensis,0.8
Swietenia humilis,0.54
Swietenia humilis,0.6
Swietenia macrophylla,0.47
Swietenia macrophylla,0.54
Swietenia macrophylla,0.63
Swietenia macrophylla,0.45
Swietenia macrophylla,0.55
Swietenia macrophylla,0.625
Swietenia macrophylla,0.43
Swietenia macrophylla,0.52
Swietenia macrophylla,0.43
Swietenia macrophylla,0.58
Swietenia macrophylla,0.49
Swietenia mahagoni,0.75
Swietenia mahagoni,0.51
Swintonia floribunda,0.62
Swintonia floribunda,0.65
Swintonia floribunda,0.565
Swintonia glauca,0.55
Swintonia penangiana,0.69
Swintonia pierrei,0.732
Swintonia schwenckii,0.59
Swintonia spicifera,0.61
Swintonia spicifera,0.64
Sycopsis dunnii,0.69
Symmeria paniculata,0.67
Sympetalandra borneensis,0.61
Sympetalandra densiflora,0.759
Symphonia acuminata,0.525
Symphonia fasciculata,0.655
Symphonia fasciculata,0.69
Symphonia globulifera,0.58
Symphonia globulifera,0.61
Symphonia globulifera,0.74
Symphonia globulifera,0.55
Symphonia globulifera,0.56
Symphonia globulifera,0.527
Symphonia globulifera,0.7
Symphonia globulifera,0.66
Symphonia globulifera,0.58
Symphonia globulifera,0.62
Symphonia globulifera,0.6
Symphonia globulifera,0.57
Symphonia globulifera,0.646
Symphonia globulifera,0.609
Symphonia globulifera,0.456
Symphonia globulifera,0.59
Symphonia globulifera,0.633
Symphonia globulifera,0.607
Symphonia globulifera,0.59
Symphonia globulifera,0.58
Symphonia indet,0.736
Symphonia indet,0.757
Symphonia louvelii,0.65
Symphonia louvelii,0.681
Symphonia microphylla,0.6
Symphonia tanalensis,0.619
Symphonia tanalensis,0.623
Symphonia tanalensis,0.624
Symplocos adenophylla,0.63
Symplocos adenophylla,0.67
Symplocos anomala,0.474
Symplocos anomala,0.489
Symplocos caudata,0.575
Symplocos caudata,0.562
Symplocos cochinchinensis,0.491
Symplocos cochinchinensis,0.539
Symplocos cochinchinensis,0.44
Symplocos cochinchinensis,0.52
Symplocos cochinchinensis,0.562
Symplocos cochinchinensis,0.538
Symplocos fasciculata,0.3
Symplocos hayesii,0.679
Symplocos lancifolia,0.47
Symplocos lancifolia,0.457
Symplocos martinicensis,0.8
Symplocos paucistaminea,0.448
Symplocos reflexa,0.49
Symplocos stawellii,0.469
Symplocos thwaitesii,0.538
Symplocos thwaitesii,0.538
Syncarpia glomulifera,0.76
Syncarpia glomulifera,0.814
Syncarpia glomulifera,0.7
Syncarpia glomulifera,0.76
Syncarpia glomulifera,0.814
Syncarpia glomulifera,0.749
Syncarpia glomulifera,0.814
Syncarpia hillii,0.683
Syncarpia hillii,0.689
Syncarpia hillii,0.68
Synima cordierii,0.814
Synima cordierii,0.814
Synoum glandulosum,0.531
Synoum glandulosum,0.581
Synoum muelleri,0.538
Synsepalum afzelii,0.815
Synsepalum msolo,0.54
Syzygium alliiligneum,0.525
Syzygium angophoroides,0.787
Syzygium angophoroides,0.801
Syzygium angophoroides,0.801
Syzygium araiocladum,0.79
Syzygium araiocladum,0.682
Syzygium australe,0.633
Syzygium brackenridgei,0.76
Syzygium buettnerianum,0.611
Syzygium bungadinnia,0.581
Syzygium bungadinnia,0.581
Syzygium canicortex,0.607
Syzygium claviflorum,0.607
Syzygium claviflorum,0.64
Syzygium cordatum,0.62
Syzygium cordatum,0.62
Syzygium cormiflorum,0.649
Syzygium cormiflorum,0.689
Syzygium cormiflorum,0.663
Syzygium cormiflorum,0.663
Syzygium corynanthum,0.612
Syzygium corynanthum,0.607
Syzygium corynanthum,0.607
Syzygium crebrinerve,0.633
Syzygium crebrinerve,0.633
Syzygium cryptophlebium,0.65
Syzygium cryptophlebium,0.65
Syzygium cryptophlebium,0.65
Syzygium cumini,0.654
Syzygium cumini,0.76
Syzygium cumini,0.604
Syzygium curvistylum,0.76
Syzygium dictyophlebium,0.723
Syzygium divaricatum,0.697
Syzygium endophloium,0.801
Syzygium fijiense,0.76
Syzygium filiforme,0.66
Syzygium forte,0.594
Syzygium forte,0.594
Syzygium forte,0.66
Syzygium francisii,0.599
Syzygium francisii,0.62
Syzygium francisii,0.62
Syzygium gardneri,0.76
Syzygium gerrardii,0.646
Syzygium griffithii,0.56
Syzygium guineense,0.6
Syzygium guineense,0.58
Syzygium guineense,0.649
Syzygium gustavioides,0.574
Syzygium gustavioides,0.615
Syzygium gustavioides,0.594
Syzygium gustavioides,0.594
Syzygium hedraiophyllum,0.775
Syzygium hemilamprum,0.536
Syzygium hemilamprum,0.62
Syzygium indet,0.801
Syzygium indet,0.525
Syzygium indet,0.771
Syzygium indet,0.65
Syzygium indet,0.652
Syzygium indet,0.676
Syzygium inophylloides,0.801
Syzygium jambos,0.7
Syzygium johnsonii,0.702
Syzygium johnsonii,0.723
Syzygium johnsonii,0.702
Syzygium kuranda,0.719
Syzygium luehmannii,0.758
Syzygium luehmannii,0.607
Syzygium luehmannii,0.607
Syzygium luehmannii,0.607
Syzygium luehmannii,0.607
Syzygium malaccense,0.6
Syzygium malaccense,0.523
Syzygium nidie,0.69
Syzygium oleosum,0.883
Syzygium paniculatum,0.633
Syzygium paniculatum,0.596
Syzygium paniculatum,0.633
Syzygium paniculatum,0.633
Syzygium papyraceum,0.771
Syzygium polyanthum,0.56
Syzygium polyanthum,0.63
Syzygium polyanthum,0.51
Syzygium polyanthum,0.53
Syzygium rostratum,0.75
Syzygium rubiginosum,0.592
Syzygium rubiginosum,0.594
Syzygium sayeri,0.723
Syzygium sayeri,0.63
Syzygium suborbiculare,0.525
Syzygium suborbiculare,0.57
Syzygium suborbiculare,0.663
Syzygium tawahense,0.69
Syzygium tetragonum,0.653
Syzygium tetragonum,0.669
Syzygium tierneyanum,0.594
Syzygium tierneyanum,0.594
Syzygium trachyphloium,0.474
Syzygium trachyphloium,0.474
Syzygium wesa,0.65
Tabebuia aurea,0.76
Tabebuia avellanedae,0.804
Tabebuia avellanedae,0.81
Tabebuia barbata,0.75
Tabebuia barbata,0.65
Tabebuia billbergii,0.92
Tabebuia capitata,0.9
Tabebuia capitata,0.895
Tabebuia capitata,0.97
Tabebuia cassinoides,0.39
Tabebuia chrysantha,1.07
Tabebuia chrysantha,1.14
Tabebuia chrysantha,0.92
Tabebuia donnell-smithii,0.43
Tabebuia donnell-smithii,0.4
Tabebuia donnell-smithii,0.53
Tabebuia donnell-smithii,0.38
Tabebuia donnell-smithii,0.39
Tabebuia fluviatilis,0.58
Tabebuia guayacan,0.82
Tabebuia guayacan,0.85
Tabebuia heptaphylla,0.9
Tabebuia heptaphylla,0.869
Tabebuia heptaphylla,0.86
Tabebuia heptaphylla,0.81
Tabebuia heptaphylla,0.92
Tabebuia heterophylla,0.58
Tabebuia heterophylla,0.55
Tabebuia heterophylla,0.568
Tabebuia impetiginosa,0.9
Tabebuia impetiginosa,0.99
Tabebuia impetiginosa,0.96
Tabebuia impetiginosa,0.965
Tabebuia impetiginosa,0.804
Tabebuia impetiginosa,0.85
Tabebuia incana,1.06
Tabebuia incana,0.82
Tabebuia indet,0.52
Tabebuia indet,0.57
Tabebuia indet,0.91
Tabebuia insignis,0.55
Tabebuia insignis,0.448
Tabebuia insignis,0.58
Tabebuia lapacho,0.542
Tabebuia nodosa,0.7
Tabebuia nodosa,0.688
Tabebuia obscura,1.21
Tabebuia ochracea,0.82
Tabebuia ochracea,1.01
Tabebuia ochracea,0.78
Tabebuia pallida,0.58
Tabebuia pedicellata,0.92
Tabebuia rosea,0.54
Tabebuia rosea,0.48
Tabebuia rosea,0.72
Tabebuia rosea,0.49
Tabebuia rosea,0.413
Tabebuia rosea,0.582
Tabebuia rosea,0.524
Tabebuia rosea,0.51
Tabebuia rosea,0.52
Tabebuia schumanniana,0.9
Tabebuia serratifolia,0.95
Tabebuia serratifolia,0.9
Tabebuia serratifolia,1.08
Tabebuia serratifolia,0.975
Tabebuia serratifolia,0.952
Tabebuia serratifolia,0.89
Tabebuia serratifolia,0.92
Tabebuia serratifolia,0.91
Tabebuia serratifolia,0.895
Tabebuia serratifolia,0.81
Tabebuia serratifolia,0.89
Tabebuia serratifolia,0.97
Tabebuia serratifolia,0.87
Tabebuia stenocalyx,0.56
Tabebuia stenocalyx,0.577
Tabebuia stenocalyx,0.55
Tabebuia stenocalyx,0.54
Tabebuia vellosoi,0.99
Tabernaemontana attenuata,0.49
Tabernaemontana attenuata,0.52
Tabernaemontana australis,0.34
Tabernaemontana corymbosa,0.59
Tabernaemontana crassa,0.55
Tabernaemontana cymosa,0.47
Tabernaemontana divaricata,0.75
Tabernaemontana durissima,0.55
Tabernaemontana elegans,0.646
Tabernaemontana flavicans,0.487
Tabernaemontana macrocarpa,0.44
Tabernaemontana pachysiphon,0.523
Tabernaemontana psychotriaefolia,0.387
Tabernaemontana undulata,0.585
Tabernaemontana ventricosa,0.542
Tachigali cavipes,0.4
Tachigali cavipes,0.71
Tachigali chrysophylla,0.41
Tachigali chrysophylla,0.522
Tachigali chrysophylla,0.61
Tachigali chrysophylla,0.62
Tachigali colombiana,0.49
Tachigali guianensis,0.56
Tachigali guianensis,0.69
Tachigali hypoleuca,0.71
Tachigali micrantha,0.41
Tachigali multijuga,0.52
Tachigali multijuga,0.57
Tachigali myrmecophila,0.35
Tachigali myrmecophila,0.57
Tachigali myrmecophila,0.6
Tachigali myrmecophila,0.3
Tachigali myrmecophila,0.56
Tachigali paniculata,0.675
Tachigali paniculata,0.43
Tachigali paniculata,0.663
Tachigali paniculata,0.45
Tachigali peruviana,0.763
Tachigali polyphylla,0.71
Tachigali polyphylla,0.564
Tachigali setifera,0.67
Tachigali versicolor,0.521
Taiwania flousiana,0.3
Talipariti elatum,0.6
Talipariti tiliaceum,0.62
Talipariti tiliaceum,0.6
Talipariti tiliaceum,0.41
Talisia elephantipes,0.45
Talisia esculenta,1.1
Talisia esculenta,0.947
Talisia esculenta,0.94
Talisia esculenta,0.67
Talisia floresii,0.87
Talisia macrophylla,0.94
Talisia megaphylla,0.86
Talisia microphylla,0.773
Talisia microphylla,0.86
Talisia olivaeformis,0.89
Talisia olivaeformis,0.84
Talisia pedicellaris,0.86
Talisia reticulata,0.878
Talisia squarrosa,0.85
Talisia squarrosa,0.86
Talisia sylvatica,0.85
Talisia sylvatica,0.86
Tamarindus indica,1.28
Tamarindus indica,0.732
Tamarindus indica,0.9
Tamarindus indica,0.93
Tamarindus indica,1.05
Tamarix aphylla,0.603
Tamarix aphylla,0.581
Tamarix usneoides,0.594
Tambourissa thouvenotii,0.492
Tambourissa thouvenotii,0.531
Tannodia swynnertonii,0.525
Tapirira guianensis,0.47
Tapirira guianensis,0.51
Tapirira guianensis,0.493
Tapirira guianensis,0.41
Tapirira guianensis,0.293
Tapirira guianensis,0.55
Tapirira guianensis,0.43
Tapirira guianensis,0.5
Tapirira obtusa,0.293
Tapura acreana,0.62
Tapura capitulifera,0.861
Tapura capitulifera,0.58
Tapura guianensis,0.58
Taralea oppositifolia,0.97
Taralea oppositifolia,0.8
Taralea oppositifolia,0.92
Tarchonanthus camphoratus,0.964
Tarenna incerta,0.66
Tarenna incerta,0.697
Tarenna incerta,0.652
Tarenna incerta,0.76
Tarenna neurophylla,0.839
Tarenna pavettoides,0.508
Taxodium distichum,0.42
Taxus baccata,0.551
Taxus baccata,0.551
Taxus brevifolia,0.6
Taxus chinensis,0.536
Taxus chinensis,0.655
Taxus chinensis,0.522
Taxus chinensis,0.641
Taxus cuspidata,0.474
Taxus grandis,0.43
