ACA,eno-2,moist
BCI,bci,moist
BVSF,BVPlot,moist
BVSF,SFPlot,moist
Cocoli,cocoli,moist
Lahei,heath1,moist
Lahei,heath2,moist
Lahei,peat,moist
LaSelva,1,wet
LaSelva,2,wet
LaSelva,3,wet
LaSelva,4,wet
LaSelva,5,wet
Luquillo,lfdp,moist
Serimbu,S-1,wet
Serimbu,S-2,wet
Sherman,sherman,moist
WesternGhats,BSP104,wet
WesternGhats,BSP11,moist
WesternGhats,BSP12,moist
WesternGhats,BSP16,wet
WesternGhats,BSP27,wet
WesternGhats,BSP29,wet
WesternGhats,BSP30,wet
WesternGhats,BSP36,moist
WesternGhats,BSP37,moist
WesternGhats,BSP42,moist
WesternGhats,BSP5,moist
WesternGhats,BSP6,wet
WesternGhats,BSP65,wet
WesternGhats,BSP66,wet
WesternGhats,BSP67,wet
WesternGhats,BSP69,wet
WesternGhats,BSP70,wet
WesternGhats,BSP73,wet
WesternGhats,BSP74,wet
WesternGhats,BSP75,wet
WesternGhats,BSP79,wet
WesternGhats,BSP80,wet
WesternGhats,BSP82,wet
WesternGhats,BSP83,wet
WesternGhats,BSP84,wet
WesternGhats,BSP85,moist
WesternGhats,BSP88,wet
WesternGhats,BSP89,wet
WesternGhats,BSP90,wet
WesternGhats,BSP91,wet
WesternGhats,BSP92,wet
WesternGhats,BSP94,wet
WesternGhats,BSP98,wet
WesternGhats,BSP99,wet
