site,sp,dbh
4,Pinus taeda,21
4,Liriodendron tulipifera,5.3
4,Carpinus caroliniana,3.8
4,Carpinus caroliniana,5.4
4,Liriodendron tulipifera,12.1
4,Ostrya virginiana var. virginiana,8.2
4,Cornus florida,6.7
4,Cornus florida,3.4
4,Acer rubrum,2.8
4,Cornus florida,6.1
4,Cornus florida,12
4,Acer rubrum,8.1
4,Acer rubrum,5.3
4,Carya alba,10.9
4,Pinus taeda,37.5
4,Liquidambar styraciflua,11.4
4,Liriodendron tulipifera,9.9
4,Cornus florida,8.7
4,Liquidambar styraciflua,7.8
4,Liriodendron tulipifera,18.4
4,Carpinus caroliniana,4.4
4,Ostrya virginiana var. virginiana,8.8
4,Pinus taeda,36.4
4,Liquidambar styraciflua,11.6
4,Liriodendron tulipifera,10.1
4,Acer rubrum,2.3
4,Liquidambar styraciflua,18.1
4,Carya alba,10.7
4,Ulmus alata,1.8
4,Pinus taeda,37.6
4,Cornus florida,3.6
4,Acer rubrum,3.3
4,Quercus alba,5.3
4,Acer rubrum,3.7
4,Acer rubrum,3.6
4,Acer rubrum,3.6
4,Liriodendron tulipifera,27.5
4,Liriodendron tulipifera,10
4,Acer rubrum,10.1
4,Acer rubrum,7.5
4,Liriodendron tulipifera,31.2
4,Pinus taeda,34.6
4,Acer rubrum,6.6
4,Acer rubrum,1.8
4,Acer rubrum,2.2
4,Acer rubrum,2.2
4,Pinus taeda,27.1
4,Acer rubrum,4.1
4,Pinus taeda,34
4,Acer rubrum,2.6
4,Cornus florida,14.3
4,Cornus florida,5.7
4,Pinus taeda,39.5
4,Acer rubrum,10.5
4,Acer rubrum,2.7
4,Cornus florida,13.8
4,Acer rubrum,3.2
4,Acer rubrum,2.7
4,Quercus rubra,9.6
4,Acer rubrum,11
4,Carya alba,10.5
4,Liriodendron tulipifera,36.5
4,Acer rubrum,4.7
4,Acer rubrum,5.9
4,Acer rubrum,5.3
4,Acer rubrum,13
4,Liriodendron tulipifera,13.7
4,Cornus florida,5.6
4,Liriodendron tulipifera,21.5
4,Carya alba,3.4
4,Cornus florida,4.8
4,Acer rubrum,7.8
4,Liquidambar styraciflua,13.6
4,Acer rubrum,8.6
4,Cornus florida,11.7
4,Cornus florida,4.6
4,Liriodendron tulipifera,28.4
4,Pinus taeda,35.5
4,Pinus taeda,26
4,Acer rubrum,3.4
4,Pinus taeda,43.5
4,Acer rubrum,18.8
4,Carya alba,7.9
4,Oxydendrum arboreum,18.9
4,Pinus taeda,32.5
4,Carpinus caroliniana,3.6
4,Cornus florida,8.3
4,Pinus taeda,40.9
4,Acer rubrum,7.3
4,Acer rubrum,4
4,Carya alba,7.8
4,Pinus taeda,44.2
4,Cornus florida,10.4
4,Pinus taeda,38.4
4,Acer rubrum,14.5
4,Carpinus caroliniana,1.7
4,Cornus florida,14.3
4,Carya glabra,11.2
4,Pinus taeda,24
4,Acer rubrum,3.3
4,Oxydendrum arboreum,3.7
4,Acer rubrum,2.1
4,Acer rubrum,10.2
4,Quercus rubra,7.4
4,Acer rubrum,1.6
4,Acer rubrum,2.5
4,Carpinus caroliniana,7.1
4,Carpinus caroliniana,2.1
4,Carya alba,11.8
4,Acer rubrum,5.8
4,Carya alba,7.5
4,Liquidambar styraciflua,29.6
4,Acer rubrum,2.9
4,Carpinus caroliniana,3.6
4,Carya alba,12.3
4,Acer rubrum,11.3
4,Carya alba,16.2
4,Acer rubrum,6.9
4,Carya alba,3.8
4,Acer rubrum,7.9
4,Carya alba,5
4,Acer rubrum,12.1
4,Pinus taeda,43.7
4,Acer rubrum,4.5
4,Carya alba,7.4
4,Acer rubrum,1.9
4,Liquidambar styraciflua,19.6
4,Liriodendron tulipifera,27.9
4,Acer rubrum,3.3
4,Acer rubrum,3.5
4,Pinus taeda,57.6
4,Acer rubrum,4.7
4,Acer rubrum,12.5
4,Acer rubrum,21.3
4,Carpinus caroliniana,1.5
4,Acer rubrum,1.9
4,Carya ovata,9.3
4,Acer rubrum,7.1
4,Acer rubrum,22.6
4,Pinus taeda,40
4,Carya alba,12.8
4,Carya alba,6.9
4,Pinus taeda,35.3
4,Sassafras albidum,11.4
4,Cornus florida,15.1
4,Pinus taeda,44.7
4,Cornus florida,7.1
4,Cornus florida,5.9
4,Pinus taeda,36.4
4,Nyssa sylvatica,1.8
4,Carya alba,3.5
4,Liquidambar styraciflua,6.5
4,Pinus taeda,34.7
4,Cornus florida,1.7
4,Acer rubrum,7.1
4,Cornus florida,8.3
4,Liquidambar styraciflua,5.7
4,Pinus taeda,33
4,Oxydendrum arboreum,9.6
4,Juniperus virginiana,19.7
4,Cornus florida,5.6
4,Pinus taeda,41.9
4,Liquidambar styraciflua,21.4
4,Carya alba,3.5
4,Carya alba,2.2
4,Cornus florida,4.3
4,Carya alba,7.3
4,Acer rubrum,4.2
4,Liquidambar styraciflua,16.8
4,Acer rubrum,4.8
4,Carya alba,2.2
4,Carya glabra,2.1
4,Carya glabra,2.3
4,Carya alba,2.4
4,Nyssa sylvatica,1.8
4,Ulmus alata,1.4
4,Carya alba,3
4,Cornus florida,4.1
4,Cornus florida,3.7
4,Carya glabra,3.1
4,Cornus florida,2.1
4,Cornus florida,3.2
4,Carya alba,17.1
4,Liquidambar styraciflua,10
4,Liquidambar styraciflua,11.2
4,Liquidambar styraciflua,32.8
4,Cornus florida,12.7
4,Pinus taeda,42.8
4,Cornus florida,2.4
4,Pinus taeda,43.7
4,Acer rubrum,7.6
4,Quercus rubra,13.8
4,Cornus florida,4.5
4,Carya alba,16.1
4,Acer rubrum,3.3
4,Pinus taeda,40
4,Liquidambar styraciflua,16.4
4,Acer rubrum,1.3
4,Pinus taeda,40.4
4,Cornus florida,8.8
4,Cornus florida,10.5
4,Liquidambar styraciflua,5
4,Quercus rubra,13.8
4,Pinus taeda,29.8
4,Liquidambar styraciflua,15.9
4,Carya alba,3.4
4,Carya alba,5.1
4,Carya alba,3.4
4,Acer rubrum,2.8
4,Acer rubrum,4.2
4,Cornus florida,2.4
4,Carya alba,8.3
4,Pinus taeda,33.6
4,Carya alba,2.5
4,Cercis canadensis var. canadensis,10
4,Acer rubrum,1.5
4,Cornus florida,2.9
4,Pinus taeda,43.6
4,Acer rubrum,4.2
4,Fraxinus sp.,5.1
4,Liriodendron tulipifera,12.5
4,Liriodendron tulipifera,22.2
4,Carya alba,3.2
4,Liquidambar styraciflua,11.9
4,Liquidambar styraciflua,30.4
4,Oxydendrum arboreum,4.5
4,Carya alba,1.4
4,Liquidambar styraciflua,10.4
4,Liriodendron tulipifera,9.2
4,Carya alba,5.5
4,Cornus florida,2
4,Carpinus caroliniana,7.6
4,Acer rubrum,14.4
4,Carya glabra,9.6
4,Cercis canadensis var. canadensis,9.2
4,Liquidambar styraciflua,23.1
4,Cornus florida,1.8
4,Acer rubrum,9.8
4,Carya alba,6.1
4,Acer rubrum,18.4
4,Cornus florida,3.4
4,Carya alba,2.3
4,Acer rubrum,2.9
4,Liquidambar styraciflua,15.3
4,Acer rubrum,6.3
4,Cercis canadensis var. canadensis,8.4
4,Liriodendron tulipifera,27.5
4,Pinus taeda,30.4
4,Cornus florida,7.1
4,Cornus florida,7.5
4,Liquidambar styraciflua,6.2
4,Pinus taeda,38.4
4,Carya alba,2.8
4,Carya alba,7.1
4,Cornus florida,13.3
4,Quercus velutina,6.7
4,Acer rubrum,17.7
4,Liquidambar styraciflua,32.9
4,Liquidambar styraciflua,20.4
4,Juniperus virginiana,2.6
4,Liriodendron tulipifera,7.5
4,Juniperus virginiana,1.7
4,Pinus taeda,46.3
4,Ulmus americana,9.2
4,Liriodendron tulipifera,26.3
4,Acer rubrum,3.8
4,Cornus florida,3.7
4,Oxydendrum arboreum,14.1
4,Cornus florida,11.2
4,Liquidambar styraciflua,22.1
4,Carya alba,4.2
4,Carya alba,7.6
4,Liquidambar styraciflua,7.8
4,Carya alba,1.8
4,Cornus florida,8
4,Acer rubrum,16.2
4,Carya alba,2.1
4,Pinus taeda,26
4,Acer rubrum,2.5
4,Acer rubrum,2.6
4,Liquidambar styraciflua,24
4,Acer rubrum,8.9
4,Liquidambar styraciflua,3.8
4,Acer rubrum,2.4
4,Pinus taeda,44.8
4,Carya alba,5.7
4,Liquidambar styraciflua,8.2
4,Acer rubrum,5.1
4,Carya alba,3.6
4,Liquidambar styraciflua,3.7
4,Pinus taeda,46.4
4,Carya alba,1.7
4,Cornus florida,3.2
4,Acer barbatum,3
4,Carya alba,1.7
4,Acer rubrum,2.1
4,Liquidambar styraciflua,18.1
4,Pinus taeda,35
4,Acer rubrum,5.6
4,Acer rubrum,2.6
4,Carya alba,1.8
4,Cornus florida,4.3
4,Liquidambar styraciflua,24.7
4,Acer rubrum,2.5
4,Acer rubrum,7.5
4,Acer rubrum,3.2
4,Acer rubrum,2.9
4,Liquidambar styraciflua,22.3
4,Cornus florida,5.7
4,Ulmus alata,11.3
4,Cornus florida,6.3
4,Oxydendrum arboreum,23.1
4,Oxydendrum arboreum,7.1
4,Liquidambar styraciflua,31.7
4,Pinus taeda,27.9
4,Carya alba,9.3
4,Acer rubrum,7.4
4,Liriodendron tulipifera,6.4
4,Acer rubrum,4.3
4,Acer rubrum,7.1
4,Cornus florida,6.7
4,Cornus florida,4.5
4,Cornus florida,5.4
4,Cornus florida,4.4
4,Liquidambar styraciflua,5.2
4,Acer rubrum,2.5
4,Quercus velutina,23.2
4,Cornus florida,2
4,Carpinus caroliniana,2.9
4,Quercus velutina,10.1
4,Fraxinus sp.,2.6
4,Liriodendron tulipifera,22.9
4,Cornus florida,2.9
4,Quercus velutina,14.6
4,Acer rubrum,5.4
4,Carya alba,4.9
4,Oxydendrum arboreum,4.1
4,Carya alba,2.5
4,Oxydendrum arboreum,8.3
4,Cornus florida,3.2
4,Acer rubrum,5.4
4,Acer rubrum,5.3
4,Acer rubrum,9.6
4,Acer rubrum,3.2
4,Pinus taeda,46.9
4,Acer rubrum,2.8
4,Acer rubrum,3.3
4,Cornus florida,3.1
4,Liquidambar styraciflua,22.1
4,Acer rubrum,1.8
4,Quercus velutina,7.3
4,Carya alba,2.5
4,Oxydendrum arboreum,4
4,Pinus taeda,54.7
4,Liquidambar styraciflua,23
4,Juniperus virginiana,15.8
4,Liriodendron tulipifera,7.5
4,Carya alba,3.9
4,Quercus velutina,6.4
4,Acer rubrum,3.3
4,Carya alba,4.6
4,Pinus taeda,47.1
4,Liquidambar styraciflua,21
4,Pinus taeda,38.4
4,Liriodendron tulipifera,22.9
4,Carya alba,5.3
4,Pinus taeda,40.3
4,Acer rubrum,5.7
4,Oxydendrum arboreum,9
4,Acer rubrum,2.6
4,Carya alba,4.1
4,Oxydendrum arboreum,3.6
4,Pinus taeda,36.8
4,Carya alba,2.6
4,Quercus velutina,11.2
4,Oxydendrum arboreum,10.9
4,Quercus velutina,9.4
4,Acer rubrum,3
4,Oxydendrum arboreum,4.1
4,Acer rubrum,7.6
4,Acer rubrum,1.8
4,Pinus taeda,46.9
4,Carpinus caroliniana,2.4
4,Acer rubrum,2.6
4,Carya alba,4.5
4,Liquidambar styraciflua,16.7
4,Acer rubrum,1.9
4,Carpinus caroliniana,4.7
4,Carpinus caroliniana,2
4,Carpinus caroliniana,1.7
4,Carpinus caroliniana,1.9
4,Pinus taeda,38.6
4,Quercus velutina,11
4,Cornus florida,6.3
4,Cornus florida,6
4,Cornus florida,3.8
4,Oxydendrum arboreum,6.5
4,Acer rubrum,2
4,Acer rubrum,6.7
4,Acer rubrum,1.8
4,Quercus velutina,10.3
4,Acer rubrum,2.3
4,Liquidambar styraciflua,7.7
4,Pinus taeda,37.6
4,Carya alba,2.9
4,Acer rubrum,3.2
4,Liquidambar styraciflua,3.9
4,Acer rubrum,2.2
4,Liquidambar styraciflua,11
4,Ilex opaca var. opaca,1.3
4,Acer rubrum,3.5
4,Acer rubrum,4.2
4,Carya alba,7.2
4,Acer rubrum,1.9
4,Carya alba,10.3
4,Pinus taeda,52.3
4,Acer rubrum,2.8
4,Acer rubrum,5.8
4,Cornus florida,2.6
4,Acer rubrum,3
4,Oxydendrum arboreum,13.5
4,Carya alba,10.2
4,Liquidambar styraciflua,13.4
4,Liquidambar styraciflua,18.1
4,Carya alba,4.2
4,Carya alba,7.4
4,Liquidambar styraciflua,12.5
4,Carya glabra,10.2
4,Acer rubrum,1.2
4,Liquidambar styraciflua,21.6
4,Carya alba,7.2
4,Carpinus caroliniana,3.9
4,Acer rubrum,2.4
4,Acer rubrum,3.6
4,Carya alba,2.4
4,Carya alba,6.3
4,Liquidambar styraciflua,23
4,Quercus velutina,14.6
4,Quercus velutina,14
4,Carya alba,2.4
4,Carya alba,2.8
4,Carya glabra,2.1
4,Carya alba,4.5
4,Acer rubrum,3.2
4,Liquidambar styraciflua,15.4
4,Liquidambar styraciflua,12.8
4,Acer rubrum,1.9
4,Liquidambar styraciflua,14.4
4,Acer rubrum,2.5
4,Acer rubrum,3.3
4,Liquidambar styraciflua,8.5
4,Cornus florida,3.2
4,Cornus florida,6.6
4,Cornus florida,3.6
4,Oxydendrum arboreum,21.6
4,Cornus florida,6.2
4,Liquidambar styraciflua,14.6
4,Cornus florida,8.1
4,Cornus florida,3.8
4,Liquidambar styraciflua,10.4
4,Acer rubrum,3.1
4,Acer rubrum,3.3
4,Acer rubrum,2.6
4,Liquidambar styraciflua,17.3
4,Acer rubrum,10.4
4,Liquidambar styraciflua,14.4
4,Acer rubrum,3.8
4,Acer rubrum,5.3
4,Liquidambar styraciflua,4.9
4,Liquidambar styraciflua,18.8
4,Acer rubrum,4.7
4,Acer rubrum,9.2
4,Liriodendron tulipifera,24.7
4,Acer rubrum,2.4
4,Nyssa sylvatica,7.1
4,Pinus taeda,41.5
4,Acer rubrum,4.4
4,Acer rubrum,10.5
4,Carya alba,2.1
4,Pinus taeda,34
4,Liquidambar styraciflua,14.7
4,Oxydendrum arboreum,21.4
4,Liquidambar styraciflua,23.6
4,Carya alba,5.3
4,Liquidambar styraciflua,8.9
4,Liquidambar styraciflua,20.5
4,Liquidambar styraciflua,17.8
4,Pinus taeda,46.5
4,Pinus taeda,37.7
4,Carya alba,9.2
4,Carya alba,14.5
4,Carpinus caroliniana,3.8
4,Carya alba,1.6
4,Cornus florida,7.1
4,Carya alba,12.6
4,Pinus taeda,44.7
4,Carpinus caroliniana,2.2
4,Acer rubrum,1.7
4,Cornus florida,2.4
4,Cornus florida,6
4,Cornus florida,4.5
4,Carya alba,4
4,Quercus velutina,9
4,Acer rubrum,3.8
4,Liquidambar styraciflua,10
4,Acer rubrum,3
4,Carya alba,12.5
4,Acer rubrum,3.8
4,Carya alba,5.1
4,Carya alba,3.8
4,Carya alba,2.7
4,Liriodendron tulipifera,17.6
4,Carya alba,7.3
4,Cornus florida,4
4,Carya alba,8.2
4,Carya alba,5.8
4,Carya alba,2.3
4,Cornus florida,1.4
4,Carya alba,7.2
4,Cornus florida,2.5
4,Acer rubrum,3.1
4,Quercus velutina,17.5
4,Carya alba,6.2
4,Liquidambar styraciflua,31.9
4,Liquidambar styraciflua,9.4
4,Pinus taeda,55.7
4,Pinus taeda,32
4,Cornus florida,5.8
4,Sassafras albidum,18.5
4,Cornus florida,2.9
4,Pinus taeda,36.5
4,Liriodendron tulipifera,24.6
4,Cornus florida,2.5
4,Cornus florida,2.2
4,Ulmus rubra,17.2
4,Cornus florida,2.4
4,Pinus taeda,35.1
4,Cornus florida,1.7
4,Ulmus alata,24.6
4,Acer rubrum,12.6
4,Acer rubrum,17.4
4,Liquidambar styraciflua,21.6
4,Carya alba,10.6
4,Pinus taeda,41
4,Pinus taeda,52.3
4,Cornus florida,5.2
4,Cornus florida,3.9
4,Acer rubrum,11.9
4,Liriodendron tulipifera,19.3
4,Cornus florida,4.6
4,Cornus florida,4.1
4,Liquidambar styraciflua,29.3
4,Cornus florida,3
4,Liquidambar styraciflua,22.2
4,Nyssa sylvatica,5
4,Liquidambar styraciflua,8
4,Acer rubrum,4.7
4,Carpinus caroliniana,2.6
4,Carya alba,2.8
4,Carya alba,14.3
4,Acer rubrum,3.4
4,Liquidambar styraciflua,14.9
4,Carya alba,6.7
4,Liriodendron tulipifera,15.7
4,Quercus velutina,8.5
4,Liquidambar styraciflua,28.7
4,Carpinus caroliniana,13.4
4,Liquidambar styraciflua,13
4,Pinus taeda,39.8
4,Cornus florida,3.9
4,Acer rubrum,9.4
4,Cornus florida,2.7
4,Acer rubrum,3.3
4,Carya alba,11.3
4,Carya alba,4.4
4,Cornus florida,2.4
4,Carya alba,12.5
4,Carya alba,6.7
4,Cornus florida,5.6
4,Cornus florida,3.7
4,Pinus taeda,48.1
4,Cornus florida,3.2
4,Liquidambar styraciflua,21.4
4,Carya alba,2.5
4,Acer rubrum,1.9
4,Carya alba,7.4
4,Carya alba,1.9
4,Cornus florida,2.2
4,Pinus taeda,47.5
4,Acer rubrum,3.2
4,Carya alba,2.6
4,Liquidambar styraciflua,9.3
4,Acer rubrum,2.9
4,Cercis canadensis var. canadensis,8.2
4,Carya alba,4.9
4,Liquidambar styraciflua,22.8
4,Carya alba,4
4,Acer rubrum,6.1
4,Carya alba,4.8
4,Cornus florida,4.3
4,Fraxinus sp.,3.2
4,Carya alba,4.2
4,Liquidambar styraciflua,19.9
4,Acer rubrum,6
4,Carya alba,4.3
4,Pinus taeda,42.3
4,Liquidambar styraciflua,24.4
4,Carya alba,6.9
4,Pinus taeda,52
4,Cornus florida,2.3
4,Carya glabra,4.2
4,Carya glabra,3.4
4,Carya alba,7.2
4,Acer rubrum,7
4,Acer rubrum,5.3
4,Liquidambar styraciflua,7.1
4,Carya alba,2.8
4,Liquidambar styraciflua,8.1
4,Nyssa sylvatica,2
4,Carya glabra,3.1
4,Acer rubrum,2.4
4,Liriodendron tulipifera,9.5
4,Carya glabra,2.9
4,Liriodendron tulipifera,17.7
4,Quercus velutina,15
4,Oxydendrum arboreum,21.6
4,Ostrya virginiana var. virginiana,7.3
4,Acer rubrum,1.1
4,Liquidambar styraciflua,7.7
4,Acer rubrum,2.6
4,Carya glabra,2.7
4,Carya alba,4.6
4,Oxydendrum arboreum,17.9
4,Pinus taeda,37.1
4,Carya glabra,3.6
4,Acer rubrum,2.1
4,Juniperus virginiana,6.1
4,Liquidambar styraciflua,7.7
4,Carya glabra,2.2
4,Pinus taeda,46.3
