plot,sp,dbh
BSP6,Cinnamomum malabathrum,10.18591636
BSP6,Cinnamomum malabathrum,26.10141067
BSP6,Cinnamomum verum,3.819718634
BSP6,Cinnamomum verum,6.047887837
BSP6,Cinnamomum verum,6.366197724
BSP6,Diospyros angustifolia,6.047887837
BSP6,Diospyros angustifolia,8.912676813
BSP6,Diospyros buxifolia,3.501408748
BSP6,Diospyros buxifolia,3.819718634
BSP6,Diospyros buxifolia,4.456338407
BSP6,Diospyros buxifolia,4.456338407
BSP6,Diospyros buxifolia,6.114533242
BSP6,Diospyros buxifolia,6.366197724
BSP6,Diospyros buxifolia,34.05915782
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.501408748
BSP6,Diospyros candolleana,3.819718634
BSP6,Diospyros candolleana,3.819718634
BSP6,Diospyros candolleana,3.819718634
BSP6,Diospyros candolleana,4.13802852
BSP6,Diospyros candolleana,4.13802852
BSP6,Diospyros candolleana,4.13802852
BSP6,Diospyros candolleana,4.13802852
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.456338407
BSP6,Diospyros candolleana,4.774648293
BSP6,Diospyros candolleana,4.774648293
BSP6,Diospyros candolleana,4.774648293
BSP6,Diospyros candolleana,4.774648293
BSP6,Diospyros candolleana,5.092958179
BSP6,Diospyros candolleana,5.092958179
BSP6,Diospyros candolleana,5.092958179
BSP6,Diospyros candolleana,5.411268065
BSP6,Diospyros candolleana,5.411268065
BSP6,Diospyros candolleana,5.411268065
BSP6,Diospyros candolleana,5.411268065
BSP6,Diospyros candolleana,5.411268065
BSP6,Diospyros candolleana,5.729577951
BSP6,Diospyros candolleana,5.729577951
BSP6,Diospyros candolleana,5.729577951
BSP6,Diospyros candolleana,5.729577951
BSP6,Diospyros candolleana,5.729577951
BSP6,Diospyros candolleana,6.047887837
BSP6,Diospyros candolleana,6.047887837
BSP6,Diospyros candolleana,6.047887837
BSP6,Diospyros candolleana,6.366197724
BSP6,Diospyros candolleana,7.002817496
BSP6,Diospyros candolleana,7.002817496
BSP6,Diospyros candolleana,10.50422624
BSP6,Diospyros candolleana,10.50422624
BSP6,Diospyros candolleana,27.37465021
BSP6,Diospyros oocarpa,4.456338407
BSP6,Diospyros oocarpa,4.774648293
BSP6,Diospyros oocarpa,9.549296586
BSP6,Diospyros oocarpa,20.05352283
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.501408748
BSP6,Diospyros sylvatica,3.819718634
BSP6,Diospyros sylvatica,3.819718634
BSP6,Diospyros sylvatica,3.819718634
BSP6,Diospyros sylvatica,3.819718634
BSP6,Diospyros sylvatica,4.13802852
BSP6,Diospyros sylvatica,4.13802852
BSP6,Diospyros sylvatica,4.13802852
BSP6,Diospyros sylvatica,4.13802852
BSP6,Diospyros sylvatica,4.13802852
BSP6,Diospyros sylvatica,4.456338407
BSP6,Diospyros sylvatica,4.456338407
BSP6,Diospyros sylvatica,4.456338407
BSP6,Diospyros sylvatica,4.774648293
BSP6,Diospyros sylvatica,4.774648293
BSP6,Diospyros sylvatica,4.774648293
BSP6,Diospyros sylvatica,4.774648293
BSP6,Diospyros sylvatica,5.092958179
BSP6,Diospyros sylvatica,5.092958179
BSP6,Diospyros sylvatica,5.092958179
BSP6,Diospyros sylvatica,5.411268065
BSP6,Diospyros sylvatica,8.276057041
BSP6,Diospyros sylvatica,9.230986699
BSP6,Diospyros sylvatica,10.50422624
BSP6,Diospyros sylvatica,12.73239545
BSP6,Diospyros sylvatica,15.91549431
BSP6,Diospyros sylvatica,23.23662169
BSP6,Diospyros sylvatica,29.9211293
BSP6,Diospyros sylvatica,31.83098862
BSP6,Diospyros sylvatica,32.1492985
BSP6,Diospyros sylvatica,35.01408748
BSP6,Diospyros sylvatica,45.20000384
BSP6,Dysoxylum malabaricum,3.501408748
BSP6,Dysoxylum malabaricum,7.321127382
BSP6,Dysoxylum malabaricum,14.00563499
BSP6,Dysoxylum malabaricum,17.18873385
BSP6,Dysoxylum malabaricum,19.09859317
BSP6,Dysoxylum malabaricum,22.28169203
BSP6,Dysoxylum malabaricum,33.10422816
BSP6,Dysoxylum malabaricum,69.39155519
BSP6,Eugenia thwaitesii,11.4591559
BSP6,Euonymus indicus,3.501408748
BSP6,Euonymus indicus,3.501408748
BSP6,Euonymus indicus,3.501408748
BSP6,Euonymus indicus,3.501408748
BSP6,Euonymus indicus,3.501408748
BSP6,Euonymus indicus,3.819718634
BSP6,Euonymus indicus,3.819718634
BSP6,Euonymus indicus,3.819718634
BSP6,Euonymus indicus,3.819718634
BSP6,Euonymus indicus,3.819718634
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.13802852
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.456338407
BSP6,Euonymus indicus,4.774648293
BSP6,Euonymus indicus,4.774648293
BSP6,Euonymus indicus,4.774648293
BSP6,Euonymus indicus,4.774648293
BSP6,Euonymus indicus,7.202530529
BSP6,Euonymus indicus,5.092958179
BSP6,Euonymus indicus,5.092958179
BSP6,Euonymus indicus,5.411268065
BSP6,Euonymus indicus,5.411268065
BSP6,Euonymus indicus,5.411268065
BSP6,Euonymus indicus,5.411268065
BSP6,Euonymus indicus,5.411268065
BSP6,Euonymus indicus,5.729577951
BSP6,Euonymus indicus,5.729577951
BSP6,Euonymus indicus,5.729577951
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,6.047887837
BSP6,Euonymus indicus,7.957747155
BSP6,Euonymus indicus,6.366197724
BSP6,Euonymus indicus,6.366197724
BSP6,Euonymus indicus,6.366197724
BSP6,Euonymus indicus,6.68450761
BSP6,Euonymus indicus,6.68450761
BSP6,Euonymus indicus,6.68450761
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.002817496
BSP6,Euonymus indicus,7.321127382
BSP6,Euonymus indicus,7.321127382
BSP6,Euonymus indicus,7.321127382
BSP6,Euonymus indicus,7.321127382
BSP6,Euonymus indicus,7.639437268
BSP6,Euonymus indicus,7.957747155
BSP6,Euonymus indicus,7.957747155
BSP6,Euonymus indicus,8.276057041
BSP6,Euonymus indicus,8.594366927
BSP6,Euonymus indicus,8.912676813
BSP6,Euonymus indicus,11.47682616
BSP6,Euonymus indicus,11.1362978
BSP6,Euonymus indicus,9.549296586
BSP6,Euonymus indicus,9.549296586
BSP6,Euonymus indicus,9.549296586
BSP6,Euonymus indicus,9.549296586
BSP6,Euonymus indicus,9.867606472
BSP6,Euonymus indicus,9.867606472
BSP6,Euonymus indicus,9.867606472
BSP6,Euonymus indicus,12.36092007
BSP6,Euonymus indicus,10.18591636
BSP6,Euonymus indicus,10.50422624
BSP6,Euonymus indicus,10.50422624
BSP6,Euonymus indicus,10.50422624
BSP6,Euonymus indicus,10.82253613
BSP6,Euonymus indicus,10.82253613
BSP6,Euonymus indicus,11.14084602
BSP6,Euonymus indicus,11.14084602
BSP6,Euonymus indicus,11.77746579
BSP6,Euonymus indicus,12.73239545
BSP6,Euonymus indicus,14.00563499
BSP6,Euonymus indicus,14.32394488
BSP6,Euonymus indicus,14.64225476
BSP6,Euonymus indicus,14.64225476
BSP6,Euonymus indicus,14.96056465
BSP6,Euonymus indicus,15.91549431
BSP6,Euonymus indicus,16.2338042
BSP6,Euonymus indicus,16.55211408
BSP6,Euonymus indicus,16.55211408
BSP6,Euonymus indicus,16.87042397
BSP6,Euonymus indicus,17.18873385
BSP6,Euonymus indicus,18.4619734
BSP6,Euonymus indicus,22.60000192
BSP6,Euonymus indicus,24.82817112
BSP6,Euonymus indicus,31.83098862
BSP6,Euonymus indicus,46.1549335
BSP6,Ficus virens,96.12958563
BSP6,Flacourtia montana,3.819718634
BSP6,Flacourtia montana,3.819718634
BSP6,Flacourtia montana,4.13802852
BSP6,Flacourtia montana,4.774648293
BSP6,Flacourtia montana,4.774648293
BSP6,Flacourtia montana,5.729577951
BSP6,Flacourtia montana,11.14084602
BSP6,Flacourtia montana,13.36901522
BSP6,Flacourtia montana,15.59718442
BSP6,Flacourtia montana,29.09707564
BSP6,Garcinia gummiNAgutta,3.501408748
BSP6,Garcinia gummiNAgutta,3.501408748
BSP6,Garcinia gummiNAgutta,3.501408748
BSP6,Garcinia gummiNAgutta,3.501408748
BSP6,Garcinia gummiNAgutta,3.819718634
BSP6,Garcinia gummiNAgutta,3.819718634
BSP6,Garcinia gummiNAgutta,3.819718634
BSP6,Garcinia gummiNAgutta,3.819718634
BSP6,Garcinia gummiNAgutta,4.13802852
BSP6,Garcinia gummiNAgutta,4.13802852
BSP6,Garcinia gummiNAgutta,4.13802852
BSP6,Garcinia gummiNAgutta,4.13802852
BSP6,Garcinia gummiNAgutta,4.13802852
BSP6,Garcinia gummiNAgutta,4.456338407
BSP6,Garcinia gummiNAgutta,4.456338407
BSP6,Garcinia gummiNAgutta,4.456338407
BSP6,Garcinia gummiNAgutta,4.456338407
BSP6,Garcinia gummiNAgutta,4.774648293
BSP6,Garcinia gummiNAgutta,5.092958179
BSP6,Garcinia gummiNAgutta,5.411268065
BSP6,Garcinia gummiNAgutta,5.729577951
BSP6,Garcinia gummiNAgutta,5.729577951
BSP6,Garcinia gummiNAgutta,6.047887837
BSP6,Garcinia gummiNAgutta,6.047887837
BSP6,Garcinia gummiNAgutta,6.047887837
BSP6,Garcinia gummiNAgutta,6.366197724
BSP6,Garcinia gummiNAgutta,6.68450761
BSP6,Garcinia gummiNAgutta,7.002817496
BSP6,Garcinia gummiNAgutta,7.002817496
BSP6,Garcinia gummiNAgutta,7.002817496
BSP6,Garcinia gummiNAgutta,7.321127382
BSP6,Garcinia gummiNAgutta,7.321127382
BSP6,Garcinia gummiNAgutta,7.321127382
BSP6,Garcinia gummiNAgutta,7.639437268
BSP6,Garcinia gummiNAgutta,7.957747155
BSP6,Garcinia gummiNAgutta,8.912676813
BSP6,Garcinia gummiNAgutta,8.912676813
BSP6,Garcinia gummiNAgutta,9.230986699
BSP6,Garcinia gummiNAgutta,9.549296586
BSP6,Garcinia gummiNAgutta,10.18591636
BSP6,Garcinia gummiNAgutta,11.4591559
BSP6,Garcinia gummiNAgutta,11.77746579
BSP6,Garcinia gummiNAgutta,12.73239545
BSP6,Garcinia gummiNAgutta,14.00563499
BSP6,Garcinia gummiNAgutta,14.32394488
BSP6,Garcinia gummiNAgutta,16.87042397
BSP6,Garcinia gummiNAgutta,17.50704374
BSP6,Garcinia gummiNAgutta,17.50704374
BSP6,Garcinia gummiNAgutta,17.82535363
BSP6,Garcinia gummiNAgutta,18.4619734
BSP6,Garcinia gummiNAgutta,18.78028328
BSP6,Garcinia gummiNAgutta,19.09859317
BSP6,Garcinia gummiNAgutta,19.09859317
BSP6,Garcinia gummiNAgutta,19.41690306
BSP6,Garcinia gummiNAgutta,19.41690306
BSP6,Garcinia gummiNAgutta,24.01710845
BSP6,Garcinia gummiNAgutta,19.73521294
BSP6,Garcinia gummiNAgutta,23.87324146
BSP6,Garcinia gummiNAgutta,24.50986124
BSP6,Garcinia gummiNAgutta,24.82817112
BSP6,Garcinia gummiNAgutta,25.14648101
BSP6,Garcinia gummiNAgutta,26.10141067
BSP6,Garcinia gummiNAgutta,26.73803044
BSP6,Garcinia gummiNAgutta,26.73803044
BSP6,Garcinia gummiNAgutta,28.01126998
BSP6,Garcinia gummiNAgutta,28.96619964
BSP6,Garcinia gummiNAgutta,28.96619964
BSP6,Garcinia gummiNAgutta,29.28450953
BSP6,Garcinia gummiNAgutta,29.60281942
BSP6,Garcinia gummiNAgutta,30.55774907
BSP6,Garcinia gummiNAgutta,34.05915782
BSP6,Garcinia gummiNAgutta,36.28732702
BSP6,Garcinia gummiNAgutta,37.87887646
BSP6,Garcinia gummiNAgutta,39.47042589
BSP6,Garcinia gummiNAgutta,64.93521678
BSP6,Garcinia indica,3.819718634
BSP6,Garcinia indica,4.456338407
BSP6,Garcinia indica,4.774648293
BSP6,Garcinia indica,4.774648293
BSP6,Garcinia indica,5.092958179
BSP6,Garcinia indica,5.092958179
BSP6,Garcinia indica,5.729577951
BSP6,Garcinia indica,5.729577951
BSP6,Garcinia indica,5.729577951
BSP6,Garcinia morella,3.501408748
BSP6,Garcinia morella,3.819718634
BSP6,Garcinia morella,4.13802852
BSP6,Garcinia morella,4.13802852
BSP6,Garcinia morella,4.13802852
BSP6,Garcinia morella,4.13802852
BSP6,Garcinia morella,4.456338407
BSP6,Garcinia morella,4.456338407
BSP6,Garcinia morella,4.456338407
BSP6,Garcinia morella,4.456338407
BSP6,Garcinia morella,4.456338407
BSP6,Garcinia morella,5.092958179
BSP6,Garcinia morella,5.411268065
BSP6,Garcinia morella,5.411268065
BSP6,Garcinia morella,5.729577951
BSP6,Garcinia morella,5.729577951
BSP6,Garcinia morella,6.366197724
BSP6,Garcinia morella,6.366197724
BSP6,Garcinia morella,6.366197724
BSP6,Garcinia morella,7.002817496
BSP6,Garcinia morella,7.002817496
BSP6,Garcinia morella,7.002817496
BSP6,Garcinia morella,7.639437268
BSP6,Garcinia morella,7.957747155
BSP6,Garcinia morella,7.957747155
BSP6,Garcinia morella,7.957747155
BSP6,Garcinia morella,8.594366927
BSP6,Garcinia morella,8.594366927
BSP6,Garcinia morella,8.912676813
BSP6,Garcinia morella,8.912676813
BSP6,Garcinia morella,8.912676813
BSP6,Garcinia morella,9.230986699
BSP6,Garcinia morella,10.18591636
BSP6,Garcinia morella,10.82253613
BSP6,Garcinia morella,13.36901522
BSP6,Garcinia morella,15.91549431
BSP6,Garcinia morella,16.2338042
BSP6,Garcinia morella,16.55211408
BSP6,Garcinia morella,16.87042397
BSP6,Garcinia morella,18.78028328
BSP6,Garcinia morella,20.05352283
BSP6,Garcinia morella,20.6901426
BSP6,Garcinia morella,27.05634033
BSP6,Garcinia morella,31.83098862
BSP6,Garcinia morella,38.83380611
BSP6,Glochidion ellipticum,19.09859317
BSP6,Gnetum ula,3.501408748
BSP6,Gnetum ula,4.13802852
BSP6,Gnetum ula,4.456338407
BSP6,Gnetum ula,4.456338407
BSP6,Gnetum ula,4.774648293
BSP6,Gnetum ula,5.411268065
BSP6,Gnetum ula,5.411268065
BSP6,Gnetum ula,5.729577951
BSP6,Gnetum ula,6.366197724
BSP6,Gnetum ula,7.002817496
BSP6,Gnetum ula,7.002817496
BSP6,Gnetum ula,7.639437268
BSP6,Gnetum ula,7.957747155
BSP6,Gnetum ula,9.867606472
BSP6,Gnetum ula,10.18591636
BSP6,Gnetum ula,10.82253613
BSP6,Gnetum ula,11.77746579
BSP6,Gnetum ula,18.78028328
BSP6,Gnetum ula,19.09859317
BSP6,Gnetum ula,24.50986124
BSP6,Gomphandra tetrandra,3.501408748
BSP6,Holigarna arnottiana,3.501408748
BSP6,Holigarna arnottiana,3.501408748
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,3.819718634
BSP6,Holigarna arnottiana,4.13802852
BSP6,Holigarna arnottiana,4.13802852
BSP6,Holigarna arnottiana,4.13802852
BSP6,Holigarna arnottiana,4.13802852
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.456338407
BSP6,Holigarna arnottiana,4.774648293
BSP6,Holigarna arnottiana,4.774648293
BSP6,Holigarna arnottiana,4.774648293
BSP6,Holigarna arnottiana,4.774648293
BSP6,Holigarna arnottiana,4.774648293
BSP6,Holigarna arnottiana,5.092958179
BSP6,Holigarna arnottiana,5.092958179
BSP6,Holigarna arnottiana,5.092958179
BSP6,Holigarna arnottiana,5.411268065
BSP6,Holigarna arnottiana,5.411268065
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,5.729577951
BSP6,Holigarna arnottiana,6.047887837
BSP6,Holigarna arnottiana,6.047887837
BSP6,Holigarna arnottiana,6.366197724
BSP6,Holigarna arnottiana,6.366197724
BSP6,Holigarna arnottiana,7.002817496
BSP6,Holigarna arnottiana,7.002817496
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.321127382
BSP6,Holigarna arnottiana,7.957747155
BSP6,Holigarna arnottiana,7.957747155
BSP6,Holigarna arnottiana,7.957747155
BSP6,Holigarna arnottiana,8.276057041
BSP6,Holigarna arnottiana,8.276057041
BSP6,Holigarna arnottiana,8.594366927
BSP6,Holigarna arnottiana,9.230986699
BSP6,Holigarna arnottiana,9.549296586
BSP6,Holigarna arnottiana,9.549296586
BSP6,Holigarna arnottiana,9.867606472
BSP6,Holigarna arnottiana,9.867606472
BSP6,Holigarna arnottiana,10.50422624
BSP6,Holigarna arnottiana,10.82253613
BSP6,Holigarna arnottiana,11.14084602
BSP6,Holigarna arnottiana,12.09577567
BSP6,Holigarna arnottiana,12.73239545
BSP6,Holigarna arnottiana,14.00563499
BSP6,Holigarna arnottiana,15.91549431
BSP6,Holigarna arnottiana,16.87042397
BSP6,Holigarna arnottiana,20.05352283
BSP6,Holigarna arnottiana,23.87324146
BSP6,Holigarna arnottiana,24.19155135
BSP6,Holigarna arnottiana,24.50986124
BSP6,Holigarna arnottiana,24.82817112
BSP6,Holigarna arnottiana,26.73803044
BSP6,Holigarna arnottiana,27.05634033
BSP6,Holigarna arnottiana,28.32957987
BSP6,Holigarna arnottiana,28.64788976
BSP6,Holigarna arnottiana,29.9211293
BSP6,Holigarna arnottiana,41.69859509
BSP6,Holigarna arnottiana,47.10986316
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.501408748
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,3.819718634
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.13802852
BSP6,Hopea ponga,4.456338407
BSP6,Hopea ponga,4.456338407
BSP6,Hopea ponga,4.456338407
BSP6,Hopea ponga,4.456338407
BSP6,Hopea ponga,4.456338407
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,4.774648293
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.092958179
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.411268065
BSP6,Hopea ponga,5.729577951
BSP6,Hopea ponga,5.729577951
BSP6,Hopea ponga,5.729577951
BSP6,Hopea ponga,6.047887837
BSP6,Hopea ponga,6.047887837
BSP6,Hopea ponga,6.047887837
BSP6,Hopea ponga,6.366197724
BSP6,Hopea ponga,6.366197724
BSP6,Hopea ponga,6.366197724
BSP6,Hopea ponga,6.68450761
BSP6,Hopea ponga,6.68450761
BSP6,Hopea ponga,6.68450761
BSP6,Hopea ponga,6.68450761
BSP6,Hopea ponga,6.68450761
BSP6,Hopea ponga,7.002817496
BSP6,Hopea ponga,7.002817496
BSP6,Hopea ponga,7.002817496
BSP6,Hopea ponga,7.639437268
BSP6,Hopea ponga,7.639437268
BSP6,Hopea ponga,7.957747155
BSP6,Hopea ponga,8.276057041
BSP6,Hopea ponga,8.276057041
BSP6,Hopea ponga,8.594366927
BSP6,Hopea ponga,8.912676813
BSP6,Hopea ponga,9.549296586
BSP6,Hopea ponga,9.549296586
BSP6,Hopea ponga,9.549296586
BSP6,Hopea ponga,9.867606472
BSP6,Hopea ponga,10.50422624
BSP6,Hopea ponga,10.50422624
BSP6,Hopea ponga,10.50422624
BSP6,Hopea ponga,10.50422624
BSP6,Hopea ponga,11.14084602
BSP6,Hopea ponga,11.14084602
BSP6,Hopea ponga,11.14084602
BSP6,Hopea ponga,11.4591559
BSP6,Hopea ponga,16.21194468
BSP6,Hopea ponga,11.77746579
BSP6,Hopea ponga,11.77746579
BSP6,Hopea ponga,11.77746579
BSP6,Hopea ponga,12.09577567
BSP6,Hopea ponga,12.73239545
BSP6,Hopea ponga,12.73239545
BSP6,Hopea ponga,13.36901522
BSP6,Hopea ponga,13.36901522
BSP6,Hopea ponga,15.00114492
BSP6,Hopea ponga,14.64225476
BSP6,Hopea ponga,14.64225476
BSP6,Hopea ponga,15.27887454
BSP6,Hopea ponga,15.59718442
BSP6,Hopea ponga,15.91549431
BSP6,Hopea ponga,16.2338042
BSP6,Hopea ponga,16.2338042
BSP6,Hopea ponga,16.55211408
BSP6,Hopea ponga,16.55211408
BSP6,Hopea ponga,17.92737556
BSP6,Hopea ponga,17.18873385
BSP6,Hopea ponga,17.18873385
BSP6,Hopea ponga,18.14366351
BSP6,Hopea ponga,18.14366351
BSP6,Hopea ponga,18.4619734
BSP6,Hopea ponga,19.09859317
BSP6,Hopea ponga,19.41690306
BSP6,Hopea ponga,29.86859592
BSP6,Hopea ponga,20.05352283
BSP6,Hopea ponga,20.37183272
BSP6,Hopea ponga,20.37183272
BSP6,Hopea ponga,20.6901426
BSP6,Hopea ponga,20.6901426
BSP6,Hopea ponga,20.6901426
BSP6,Hopea ponga,21.00845249
BSP6,Hopea ponga,21.32676237
BSP6,Hopea ponga,21.32676237
BSP6,Hopea ponga,22.28169203
BSP6,Hopea ponga,22.28169203
BSP6,Hopea ponga,22.60000192
BSP6,Hopea ponga,22.60000192
BSP6,Hopea ponga,22.91831181
BSP6,Hopea ponga,23.23662169
BSP6,Hopea ponga,24.19155135
BSP6,Hopea ponga,24.19155135
BSP6,Hopea ponga,24.82817112
BSP6,Hopea ponga,26.01976459
BSP6,Hopea ponga,25.14648101
BSP6,Hopea ponga,25.46479089
BSP6,Hopea ponga,25.46479089
BSP6,Hopea ponga,25.46479089
BSP6,Hopea ponga,25.78310078
BSP6,Hopea ponga,26.10141067
BSP6,Hopea ponga,26.41972055
BSP6,Hopea ponga,27.6929601
BSP6,Hopea ponga,29.9211293
BSP6,Hopea ponga,30.55774907
BSP6,Hopea ponga,31.83098862
BSP6,Hopea ponga,36.29291098
BSP6,Hopea ponga,38.51549623
BSP6,Hopea ponga,39.47042589
BSP6,Hopea ponga,48.06479281
BSP6,Hopea ponga,50.29296202
BSP6,Hydnocarpus pentandra,3.501408748
BSP6,Hydnocarpus pentandra,4.456338407
BSP6,Hydnocarpus pentandra,4.456338407
BSP6,Hydnocarpus pentandra,5.092958179
BSP6,Hydnocarpus pentandra,7.639437268
BSP6,Hydnocarpus pentandra,7.639437268
BSP6,Hydnocarpus pentandra,9.549296586
BSP6,Hydnocarpus pentandra,10.18591636
BSP6,Hydnocarpus pentandra,14.32394488
BSP6,Hydnocarpus pentandra,14.32394488
BSP6,Hydnocarpus pentandra,20.37183272
BSP6,Hydnocarpus pentandra,23.55493158
BSP6,Hydnocarpus pentandra,34.05915782
BSP6,Hydnocarpus pentandra,35.96901714
BSP6,Ixora brachiata,3.501408748
BSP6,Ixora brachiata,3.501408748
BSP6,Ixora brachiata,3.819718634
BSP6,Ixora brachiata,4.456338407
BSP6,Ixora brachiata,4.774648293
BSP6,Ixora brachiata,5.092958179
BSP6,Ixora brachiata,5.092958179
BSP6,Ixora brachiata,5.411268065
BSP6,Ixora brachiata,5.411268065
BSP6,Ixora brachiata,5.729577951
BSP6,Ixora brachiata,5.729577951
BSP6,Ixora brachiata,6.047887837
BSP6,Ixora brachiata,6.047887837
BSP6,Ixora brachiata,6.047887837
BSP6,Ixora brachiata,7.002817496
BSP6,Ixora brachiata,7.002817496
BSP6,Ixora brachiata,7.321127382
BSP6,Ixora brachiata,7.639437268
BSP6,Ixora brachiata,7.639437268
BSP6,Ixora brachiata,7.639437268
BSP6,Ixora brachiata,7.639437268
BSP6,Ixora brachiata,8.912676813
BSP6,Ixora brachiata,8.912676813
BSP6,Ixora brachiata,9.230986699
BSP6,Ixora brachiata,9.230986699
BSP6,Ixora brachiata,10.18591636
BSP6,Ixora brachiata,10.18591636
BSP6,Ixora brachiata,10.18591636
BSP6,Ixora brachiata,12.41408556
BSP6,Ixora brachiata,13.36901522
BSP6,Ixora brachiata,15.27887454
BSP6,Ixora brachiata,15.27887454
BSP6,Ixora brachiata,15.91549431
BSP6,Ixora brachiata,16.87042397
BSP6,Ixora brachiata,17.18873385
BSP6,Ixora brachiata,26.73803044
BSP6,Knema attenuata,3.501408748
BSP6,Knema attenuata,3.501408748
BSP6,Knema attenuata,3.501408748
