plot,sp,dbh
BSP74,Poeciloneuron indicum,5.411268065
BSP74,Poeciloneuron indicum,5.411268065
BSP74,Poeciloneuron indicum,5.411268065
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,5.729577951
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.047887837
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.366197724
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,6.68450761
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.002817496
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.321127382
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.639437268
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,7.957747155
BSP74,Poeciloneuron indicum,8.276057041
BSP74,Poeciloneuron indicum,8.276057041
BSP74,Poeciloneuron indicum,8.276057041
BSP74,Poeciloneuron indicum,8.276057041
BSP74,Poeciloneuron indicum,8.276057041
BSP74,Poeciloneuron indicum,8.594366927
BSP74,Poeciloneuron indicum,8.594366927
BSP74,Poeciloneuron indicum,8.594366927
BSP74,Poeciloneuron indicum,8.594366927
BSP74,Poeciloneuron indicum,8.594366927
BSP74,Poeciloneuron indicum,8.912676813
BSP74,Poeciloneuron indicum,9.230986699
BSP74,Poeciloneuron indicum,9.230986699
BSP74,Poeciloneuron indicum,9.230986699
BSP74,Poeciloneuron indicum,9.230986699
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.549296586
BSP74,Poeciloneuron indicum,9.867606472
BSP74,Poeciloneuron indicum,9.867606472
BSP74,Poeciloneuron indicum,9.867606472
BSP74,Poeciloneuron indicum,9.867606472
BSP74,Poeciloneuron indicum,9.867606472
BSP74,Poeciloneuron indicum,10.18591636
BSP74,Poeciloneuron indicum,10.18591636
BSP74,Poeciloneuron indicum,10.50422624
BSP74,Poeciloneuron indicum,10.50422624
BSP74,Poeciloneuron indicum,10.50422624
BSP74,Poeciloneuron indicum,10.50422624
BSP74,Poeciloneuron indicum,10.50422624
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,10.82253613
BSP74,Poeciloneuron indicum,11.14084602
BSP74,Poeciloneuron indicum,11.14084602
BSP74,Poeciloneuron indicum,11.14084602
BSP74,Poeciloneuron indicum,11.4591559
BSP74,Poeciloneuron indicum,11.4591559
BSP74,Poeciloneuron indicum,11.4591559
BSP74,Poeciloneuron indicum,11.4591559
BSP74,Poeciloneuron indicum,11.77746579
BSP74,Poeciloneuron indicum,12.09577567
BSP74,Poeciloneuron indicum,12.41408556
BSP74,Poeciloneuron indicum,12.41408556
BSP74,Poeciloneuron indicum,12.73239545
BSP74,Poeciloneuron indicum,12.73239545
BSP74,Poeciloneuron indicum,12.73239545
BSP74,Poeciloneuron indicum,12.73239545
BSP74,Poeciloneuron indicum,13.05070533
BSP74,Poeciloneuron indicum,13.05070533
BSP74,Poeciloneuron indicum,13.05070533
BSP74,Poeciloneuron indicum,13.05070533
BSP74,Poeciloneuron indicum,13.36901522
BSP74,Poeciloneuron indicum,13.36901522
BSP74,Poeciloneuron indicum,13.36901522
BSP74,Poeciloneuron indicum,13.36901522
BSP74,Poeciloneuron indicum,13.36901522
BSP74,Poeciloneuron indicum,13.68732511
BSP74,Poeciloneuron indicum,13.68732511
BSP74,Poeciloneuron indicum,13.68732511
BSP74,Poeciloneuron indicum,13.68732511
BSP74,Poeciloneuron indicum,13.68732511
BSP74,Poeciloneuron indicum,14.00563499
BSP74,Poeciloneuron indicum,14.00563499
BSP74,Poeciloneuron indicum,14.32394488
BSP74,Poeciloneuron indicum,14.32394488
BSP74,Poeciloneuron indicum,14.64225476
BSP74,Poeciloneuron indicum,14.64225476
BSP74,Poeciloneuron indicum,14.64225476
BSP74,Poeciloneuron indicum,14.96056465
BSP74,Poeciloneuron indicum,15.27887454
BSP74,Poeciloneuron indicum,15.59718442
BSP74,Poeciloneuron indicum,15.59718442
BSP74,Poeciloneuron indicum,15.91549431
BSP74,Poeciloneuron indicum,15.91549431
BSP74,Poeciloneuron indicum,16.2338042
BSP74,Poeciloneuron indicum,16.2338042
BSP74,Poeciloneuron indicum,16.2338042
BSP74,Poeciloneuron indicum,16.2338042
BSP74,Poeciloneuron indicum,16.55211408
BSP74,Poeciloneuron indicum,16.87042397
BSP74,Poeciloneuron indicum,17.50704374
BSP74,Poeciloneuron indicum,17.50704374
BSP74,Poeciloneuron indicum,17.50704374
BSP74,Poeciloneuron indicum,17.82535363
BSP74,Poeciloneuron indicum,18.14366351
BSP74,Poeciloneuron indicum,18.14366351
BSP74,Poeciloneuron indicum,18.14366351
BSP74,Poeciloneuron indicum,18.4619734
BSP74,Poeciloneuron indicum,18.4619734
BSP74,Poeciloneuron indicum,18.4619734
BSP74,Poeciloneuron indicum,18.4619734
BSP74,Poeciloneuron indicum,18.78028328
BSP74,Poeciloneuron indicum,19.09859317
BSP74,Poeciloneuron indicum,19.09859317
BSP74,Poeciloneuron indicum,19.09859317
BSP74,Poeciloneuron indicum,19.09859317
BSP74,Poeciloneuron indicum,19.09859317
BSP74,Poeciloneuron indicum,19.41690306
BSP74,Poeciloneuron indicum,19.41690306
BSP74,Poeciloneuron indicum,19.73521294
BSP74,Poeciloneuron indicum,20.05352283
BSP74,Poeciloneuron indicum,20.6901426
BSP74,Poeciloneuron indicum,20.6901426
BSP74,Poeciloneuron indicum,21.32676237
BSP74,Poeciloneuron indicum,22.28169203
BSP74,Poeciloneuron indicum,22.60000192
BSP74,Poeciloneuron indicum,22.91831181
BSP74,Poeciloneuron indicum,22.91831181
BSP74,Poeciloneuron indicum,23.87324146
BSP74,Poeciloneuron indicum,24.50986124
BSP74,Poeciloneuron indicum,25.14648101
BSP74,Poeciloneuron indicum,25.14648101
BSP74,Poeciloneuron indicum,25.46479089
BSP74,Poeciloneuron indicum,25.46479089
BSP74,Poeciloneuron indicum,26.73803044
BSP74,Poeciloneuron indicum,26.73803044
BSP74,Poeciloneuron indicum,27.05634033
BSP74,Poeciloneuron indicum,27.37465021
BSP74,Poeciloneuron indicum,28.01126998
BSP74,Poeciloneuron indicum,30.23943919
BSP74,Poeciloneuron indicum,30.55774907
BSP74,Poeciloneuron indicum,31.19436885
BSP74,Poeciloneuron indicum,31.83098862
BSP74,Poeciloneuron indicum,31.83098862
BSP74,Poeciloneuron indicum,31.83098862
BSP74,Poeciloneuron indicum,33.42253805
BSP74,Poeciloneuron indicum,34.05915782
BSP74,Poeciloneuron indicum,34.05915782
BSP74,Poeciloneuron indicum,34.69577759
BSP74,Poeciloneuron indicum,35.65070725
BSP74,Poeciloneuron indicum,36.60563691
BSP74,Poeciloneuron indicum,36.9239468
BSP74,Poeciloneuron indicum,37.56056657
BSP74,Poeciloneuron indicum,37.56056657
BSP74,Poeciloneuron indicum,39.152116
BSP74,Poeciloneuron indicum,39.47042589
BSP74,Poeciloneuron indicum,41.06197532
BSP74,Poeciloneuron indicum,41.3802852
BSP74,Poeciloneuron indicum,41.69859509
BSP74,Poeciloneuron indicum,42.01690498
BSP74,Poeciloneuron indicum,43.60845441
BSP74,Poeciloneuron indicum,44.56338407
BSP74,Poeciloneuron indicum,45.20000384
BSP74,Poeciloneuron indicum,45.51831372
BSP74,Poeciloneuron indicum,54.11268065
BSP74,Poeciloneuron indicum,55.06761031
BSP74,Poeciloneuron indicum,55.06761031
BSP74,Poeciloneuron indicum,59.52394872
BSP74,Poeciloneuron indicum,61.75211792
BSP74,Poeciloneuron indicum,63.02535746
BSP74,Poeciloneuron indicum,63.02535746
BSP74,Poeciloneuron indicum,63.66197724
BSP74,Poeciloneuron indicum,65.25352667
BSP74,Poeciloneuron indicum,70.02817496
BSP74,Poeciloneuron indicum,71.61972439
BSP74,Poeciloneuron indicum,71.93803428
BSP74,Poeciloneuron indicum,76.39437268
BSP74,Poeciloneuron indicum,77.34930234
BSP74,Poeciloneuron indicum,83.07888029
BSP74,Poeciloneuron indicum,86.89859893
BSP74,Poeciloneuron indicum,87.5352187
BSP74,Poeciloneuron indicum,95.49296586
BSP74,Psychotria dalzellii,4.774648293
BSP74,Psychotria dalzellii,6.366197724
BSP74,Psychotria nigra,3.819718634
BSP74,Psychotria nigra,4.13802852
BSP74,Psychotria nigra,4.13802852
BSP74,Psychotria nigra,4.13802852
BSP74,Psychotria nigra,4.456338407
BSP74,Psychotria nigra,4.456338407
BSP74,Psychotria nigra,4.456338407
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,4.774648293
BSP74,Psychotria nigra,5.092958179
BSP74,Psychotria nigra,5.092958179
BSP74,Psychotria nigra,6.047887837
BSP74,Reinwardtiodendron anamallayanum,3.501408748
BSP74,Reinwardtiodendron anamallayanum,3.501408748
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,3.819718634
BSP74,Reinwardtiodendron anamallayanum,4.13802852
BSP74,Reinwardtiodendron anamallayanum,4.13802852
BSP74,Reinwardtiodendron anamallayanum,4.456338407
BSP74,Reinwardtiodendron anamallayanum,4.456338407
BSP74,Reinwardtiodendron anamallayanum,4.456338407
BSP74,Reinwardtiodendron anamallayanum,4.456338407
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,4.774648293
BSP74,Reinwardtiodendron anamallayanum,5.092958179
BSP74,Reinwardtiodendron anamallayanum,5.092958179
BSP74,Reinwardtiodendron anamallayanum,5.092958179
BSP74,Reinwardtiodendron anamallayanum,5.092958179
BSP74,Reinwardtiodendron anamallayanum,5.092958179
BSP74,Reinwardtiodendron anamallayanum,5.411268065
BSP74,Reinwardtiodendron anamallayanum,5.411268065
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,5.729577951
BSP74,Reinwardtiodendron anamallayanum,6.047887837
BSP74,Reinwardtiodendron anamallayanum,6.047887837
BSP74,Reinwardtiodendron anamallayanum,6.047887837
BSP74,Reinwardtiodendron anamallayanum,6.047887837
BSP74,Reinwardtiodendron anamallayanum,6.047887837
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.366197724
BSP74,Reinwardtiodendron anamallayanum,6.68450761
BSP74,Reinwardtiodendron anamallayanum,6.68450761
BSP74,Reinwardtiodendron anamallayanum,6.68450761
BSP74,Reinwardtiodendron anamallayanum,6.68450761
BSP74,Reinwardtiodendron anamallayanum,6.68450761
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.002817496
BSP74,Reinwardtiodendron anamallayanum,7.321127382
BSP74,Reinwardtiodendron anamallayanum,7.321127382
BSP74,Reinwardtiodendron anamallayanum,7.321127382
BSP74,Reinwardtiodendron anamallayanum,7.321127382
BSP74,Reinwardtiodendron anamallayanum,7.321127382
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.639437268
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,7.957747155
BSP74,Reinwardtiodendron anamallayanum,8.276057041
BSP74,Reinwardtiodendron anamallayanum,8.276057041
BSP74,Reinwardtiodendron anamallayanum,8.276057041
BSP74,Reinwardtiodendron anamallayanum,8.276057041
BSP74,Reinwardtiodendron anamallayanum,8.594366927
BSP74,Reinwardtiodendron anamallayanum,8.594366927
BSP74,Reinwardtiodendron anamallayanum,8.594366927
BSP74,Reinwardtiodendron anamallayanum,8.912676813
BSP74,Reinwardtiodendron anamallayanum,8.912676813
BSP74,Reinwardtiodendron anamallayanum,8.912676813
BSP74,Reinwardtiodendron anamallayanum,9.230986699
BSP74,Reinwardtiodendron anamallayanum,9.230986699
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.549296586
BSP74,Reinwardtiodendron anamallayanum,9.867606472
BSP74,Reinwardtiodendron anamallayanum,9.867606472
BSP74,Reinwardtiodendron anamallayanum,9.867606472
BSP74,Reinwardtiodendron anamallayanum,10.18591636
BSP74,Reinwardtiodendron anamallayanum,10.18591636
BSP74,Reinwardtiodendron anamallayanum,10.18591636
BSP74,Reinwardtiodendron anamallayanum,10.50422624
BSP74,Reinwardtiodendron anamallayanum,10.50422624
BSP74,Reinwardtiodendron anamallayanum,10.82253613
BSP74,Reinwardtiodendron anamallayanum,10.82253613
BSP74,Reinwardtiodendron anamallayanum,11.14084602
BSP74,Reinwardtiodendron anamallayanum,11.14084602
BSP74,Reinwardtiodendron anamallayanum,11.14084602
BSP74,Reinwardtiodendron anamallayanum,11.14084602
BSP74,Reinwardtiodendron anamallayanum,11.77746579
BSP74,Reinwardtiodendron anamallayanum,11.77746579
BSP74,Reinwardtiodendron anamallayanum,12.09577567
BSP74,Reinwardtiodendron anamallayanum,12.09577567
BSP74,Reinwardtiodendron anamallayanum,12.09577567
BSP74,Reinwardtiodendron anamallayanum,12.73239545
BSP74,Reinwardtiodendron anamallayanum,12.73239545
BSP74,Reinwardtiodendron anamallayanum,13.05070533
BSP74,Reinwardtiodendron anamallayanum,13.36901522
BSP74,Reinwardtiodendron anamallayanum,13.36901522
BSP74,Reinwardtiodendron anamallayanum,13.36901522
BSP74,Reinwardtiodendron anamallayanum,13.68732511
BSP74,Reinwardtiodendron anamallayanum,14.00563499
BSP74,Reinwardtiodendron anamallayanum,14.00563499
BSP74,Reinwardtiodendron anamallayanum,14.00563499
BSP74,Reinwardtiodendron anamallayanum,14.00563499
BSP74,Reinwardtiodendron anamallayanum,14.32394488
BSP74,Reinwardtiodendron anamallayanum,15.27887454
BSP74,Reinwardtiodendron anamallayanum,15.91549431
BSP74,Reinwardtiodendron anamallayanum,16.2338042
BSP74,Reinwardtiodendron anamallayanum,16.87042397
BSP74,Reinwardtiodendron anamallayanum,17.18873385
BSP74,Reinwardtiodendron anamallayanum,17.50704374
BSP74,Reinwardtiodendron anamallayanum,18.4619734
BSP74,Reinwardtiodendron anamallayanum,18.78028328
BSP74,Reinwardtiodendron anamallayanum,21.64507226
BSP74,Reinwardtiodendron anamallayanum,25.14648101
BSP74,Reinwardtiodendron anamallayanum,27.37465021
BSP74,Reinwardtiodendron anamallayanum,28.64788976
BSP74,Reinwardtiodendron anamallayanum,28.64788976
BSP74,Reinwardtiodendron anamallayanum,30.87605896
BSP74,Reinwardtiodendron anamallayanum,33.10422816
BSP74,Strychnos wallichiana,6.366197724
BSP74,Symplocos racemosa,3.819718634
BSP74,Syzygium gardneri,3.501408748
BSP74,Syzygium gardneri,3.819718634
BSP74,Syzygium gardneri,3.819718634
BSP74,Syzygium gardneri,4.456338407
BSP74,Syzygium gardneri,4.774648293
BSP74,Syzygium gardneri,4.774648293
BSP74,Syzygium gardneri,4.774648293
BSP74,Syzygium gardneri,4.774648293
BSP74,Syzygium gardneri,4.774648293
BSP74,Syzygium gardneri,5.092958179
BSP74,Syzygium gardneri,5.411268065
BSP74,Syzygium gardneri,5.729577951
BSP74,Syzygium gardneri,6.366197724
BSP74,Syzygium gardneri,6.366197724
BSP74,Syzygium gardneri,6.366197724
BSP74,Syzygium gardneri,7.321127382
BSP74,Syzygium gardneri,7.321127382
BSP74,Syzygium gardneri,7.639437268
BSP74,Syzygium gardneri,9.549296586
BSP74,Syzygium gardneri,9.867606472
BSP74,Syzygium gardneri,12.09577567
BSP74,Syzygium gardneri,21.32676237
BSP74,Syzygium gardneri,43.60845441
BSP74,Syzygium laetum,3.501408748
BSP74,Syzygium laetum,3.501408748
BSP74,Syzygium laetum,3.501408748
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,3.819718634
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.13802852
BSP74,Syzygium laetum,4.456338407
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,4.774648293
BSP74,Syzygium laetum,5.092958179
BSP74,Syzygium laetum,5.092958179
BSP74,Syzygium laetum,5.092958179
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.411268065
BSP74,Syzygium laetum,5.729577951
BSP74,Syzygium laetum,5.729577951
BSP74,Syzygium laetum,5.729577951
BSP74,Syzygium laetum,5.729577951
BSP74,Syzygium laetum,5.729577951
