site,sp,dbh
eno-2,Iriartea deltoidea,17.8
eno-2,Trichilia laxipaniculata,19.2
eno-2,Metteniusa tessmanniana,14.1
eno-2,Metteniusa tessmanniana,15.9
eno-2,Iriartea deltoidea,18.9
eno-2,Chrysophyllum argenteum,12
eno-2,Metteniusa tessmanniana,13
eno-2,Cordia alliodora,18.1
eno-2,Metteniusa tessmanniana,15.9
eno-2,Pentagonia macrophylla,12.1
eno-2,Iriartea deltoidea,23.5
eno-2,Iriartea deltoidea,12.7
eno-2,Inga cayennensis,12
eno-2,Sterculia apetala,45
eno-2,Metteniusa tessmanniana,10.2
eno-2,Metteniusa tessmanniana,19.5
eno-2,Metteniusa tessmanniana,18.3
eno-2,Iriartea deltoidea,15
eno-2,Chrysochlamys bracteolata,12
eno-2,Metteniusa tessmanniana,10.2
eno-2,Guarea macrophylla,24.4
eno-2,Metteniusa tessmanniana,15.2
eno-2,Metteniusa tessmanniana,14
eno-2,Grias neuberthii,13
eno-2,Inga acreana,18
eno-2,Grias neuberthii,13.5
eno-2,Metteniusa tessmanniana,19.5
eno-2,Metteniusa tessmanniana,10.7
eno-2,Metteniusa tessmanniana,13
eno-2,Guarea macrophylla,33
eno-2,Metteniusa tessmanniana,12.4
eno-2,Iriartea deltoidea,23.8
eno-2,Iriartea deltoidea,19.7
eno-2,Pentagonia macrophylla,11.2
eno-2,Chrysophyllum venezuelanense,15
eno-2,Iriartea deltoidea,21.2
eno-2,Otoba parvifolia,10.3
eno-2,Erythrina amazonica,11.3
eno-2,Capparis osmantha,18.3
eno-2,Metteniusa tessmanniana,16
eno-2,Metteniusa tessmanniana,23.3
eno-2,Metteniusa tessmanniana,16.6
eno-2,Metteniusa tessmanniana,24.4
eno-2,Metteniusa tessmanniana,23.8
eno-2,Terminalia oblonga,52
eno-2,Metteniusa tessmanniana,17
eno-2,Metteniusa tessmanniana,20.9
eno-2,Iriartea deltoidea,14.7
eno-2,Iriartea deltoidea,16.7
eno-2,Pourouma cecropiifolia,18
eno-2,Chrysochlamys bracteolata,12
eno-2,Otoba parvifolia,25
eno-2,Metteniusa tessmanniana,16.8
eno-2,Guatteria glaberrima,50
eno-2,Metteniusa tessmanniana,30.7
eno-2,Metteniusa tessmanniana,12.8
eno-2,Iriartea deltoidea,20.9
eno-2,Chrysochlamys bracteolata,14.9
eno-2,Metteniusa tessmanniana,18
eno-2,Otoba parvifolia,13
eno-2,Metteniusa tessmanniana,15.2
eno-2,Iriartea deltoidea,24
eno-2,Iriartea deltoidea,16.7
eno-2,Clarisia biflora,26.3
eno-2,Guarea macrophylla,26.2
eno-2,Metteniusa tessmanniana,24
eno-2,Metteniusa tessmanniana,24.5
eno-2,Iriartea deltoidea,18.9
eno-2,Iriartea deltoidea,20.5
eno-2,Metteniusa tessmanniana,18.8
eno-2,Sloanea grandiflora,61.4
eno-2,Bunchosia argentea,25.5
eno-2,Iriartea deltoidea,15
eno-2,Metteniusa tessmanniana,31.2
eno-2,Iriartea deltoidea,10.3
eno-2,Metteniusa tessmanniana,14.6
eno-2,Iriartea deltoidea,16.9
eno-2,Iriartea deltoidea,12.1
eno-2,Diplotropis purpurea,52.7
eno-2,Iriartea deltoidea,22.6
eno-2,Chrysochlamys membranacea,13.7
eno-2,Iriartea deltoidea,14.1
eno-2,Guarea kunthiana,61.2
eno-2,Heliocarpus americanus,13
eno-2,Cecropia herthae,16.2
eno-2,Grias neuberthii,14.6
eno-2,Chrysochlamys bracteolata,13.7
eno-2,Iriartea deltoidea,11.7
eno-2,Guarea kunthiana,44.6
eno-2,Ceiba pentandra,155
eno-2,Metteniusa tessmanniana,11.2
eno-2,Iriartea deltoidea,18.1
eno-2,Iriartea deltoidea,23.6
eno-2,Terminalia oblonga,12.1
eno-2,Bunchosia argentea,20
eno-2,Metteniusa tessmanniana,13.8
eno-2,Clarisia biflora,31.7
eno-2,Metteniusa tessmanniana,17.9
eno-2,Metteniusa tessmanniana,15.6
eno-2,Guadua angustifolia,13.7
eno-2,Grias neuberthii,14.9
eno-2,Jacaratia spinosa,22
eno-2,Metteniusa tessmanniana,18
eno-2,Grias neuberthii,15
eno-2,Trichilia quadrijuga,14
eno-2,Matisia obliquifolia,13.1
eno-2,Inga cinnamomea,12.1
eno-2,Urera caracasana,17.1
eno-2,Urera caracasana,21
eno-2,Urera caracasana,16.4
eno-2,Urera caracasana,19.7
eno-2,Cecropia herthae,21.8
eno-2,Guarea macrophylla,19.7
eno-2,Guarea macrophylla,34.7
eno-2,Pourouma cecropiifolia,11.1
eno-2,Quararibea wittii,12
eno-2,Iriartea deltoidea,20.5
eno-2,Guarea macrophylla,22.2
eno-2,Trichilia laxipaniculata,18
eno-2,Iriartea deltoidea,16.9
eno-2,Guarea macrophylla,18
eno-2,Inga oerstediana,10.9
eno-2,Inga oerstediana,14
eno-2,Jacaratia spinosa,51.5
eno-2,Urera caracasana,15
eno-2,Inga oerstediana,14.1
eno-2,Gustavia longifolia,12
eno-2,Iriartea deltoidea,28
eno-2,Urera caracasana,11.9
eno-2,Urera caracasana,12
eno-2,Urera caracasana,18.5
eno-2,Pseudopiptadenia sp.1,45
eno-2,Pseudopiptadenia sp.2,54
eno-2,Quararibea amazonica,10.6
eno-2,Pentagonia macrophylla,11.6
eno-2,Iriartea deltoidea,20
eno-2,Iriartea deltoidea,17.8
eno-2,Grias neuberthii,11
eno-2,Metteniusa tessmanniana,13
eno-2,Iriartea deltoidea,11.8
eno-2,Urera caracasana,23.1
eno-2,Iriartea deltoidea,18
eno-2,Metteniusa tessmanniana,18.4
eno-2,Iriartea deltoidea,16
eno-2,Iriartea deltoidea,10.2
eno-2,Iriartea deltoidea,22.9
eno-2,Metteniusa tessmanniana,18.2
eno-2,Metteniusa tessmanniana,14
eno-2,Cecropia sciadophylla,35.8
eno-2,Bunchosia argentea,15
eno-2,Iriartea deltoidea,22
eno-2,Guarea macrophylla,25.8
eno-2,Otoba parvifolia,35.6
eno-2,Inga oerstediana,14.3
eno-2,Pourouma napoensis,12.3
eno-2,Cecropia sciadophylla,23.8
eno-2,Guarea kunthiana,20.9
eno-2,Attalea butyracea,43
eno-2,Iriartea deltoidea,20.5
eno-2,Iriartea deltoidea,21.9
eno-2,Metteniusa tessmanniana,25
eno-2,Guarea macrophylla,10.8
eno-2,Guarea macrophylla,21.2
eno-2,Iriartea deltoidea,24.1
eno-2,Trichilia laxipaniculata,12.3
eno-2,Metteniusa tessmanniana,15.7
eno-2,Guarea grandifolia,17.9
eno-2,Chrysochlamys bracteolata,15
eno-2,Matisia obliquifolia,12
eno-2,Iriartea deltoidea,17.2
eno-2,Ocotea leucoxylon,26.6
eno-2,Trichilia laxipaniculata,17
eno-2,Iriartea deltoidea,16.8
eno-2,Trichilia micrantha,14.2
eno-2,Cordia ucayaliensis,12.2
eno-2,Iriartea deltoidea,22.3
eno-2,Iriartea deltoidea,12.7
eno-2,Metteniusa tessmanniana,14.2
eno-2,Cecropia herthae,15.2
eno-2,Guarea macrophylla,23
eno-2,Sorocea steinbachii,10.6
eno-2,Iriartea deltoidea,14
eno-2,Inga ciliata,11.4
eno-2,Guarea macrophylla,24.5
eno-2,Guarea macrophylla,14.1
eno-2,Iriartea deltoidea,23
eno-2,Trichilia quadrijuga,34.9
eno-2,Grias neuberthii,15
eno-2,Metteniusa tessmanniana,20.7
eno-2,Guarea macrophylla,18.2
eno-2,Pentagonia macrophylla,11
eno-2,Nectandra crassiloba,28.3
eno-2,Inga acuminata,25
eno-2,Cecropia sciadophylla,28.8
eno-2,Trophis racemosa,13.5
eno-2,Jacaratia spinosa,49.5
eno-2,Diplotropis purpurea,55
eno-2,Pourouma petiolulata,14.7
eno-2,Siparuna gilgiana,10.3
eno-2,Pentagonia macrophylla,14.3
eno-2,Iriartea deltoidea,21.3
eno-2,Guarea macrophylla,17.1
eno-2,Inga oerstediana,46.5
eno-2,Sorocea steinbachii,25
eno-2,Cabralea canjerana,52.6
eno-2,Guarea macrophylla,22.3
eno-2,Pourouma cecropiifolia,12.7
eno-2,Pourouma mollis,10.1
eno-2,Pourouma cecropiifolia,24.8
eno-2,Guadua angustifolia,13.1
eno-2,Guarea macrophylla,12.4
eno-2,Iriartea deltoidea,14.5
eno-2,Pourouma minor,17.7
eno-2,Iriartea deltoidea,21.5
eno-2,Inga densiflora,40
eno-2,Iriartea deltoidea,18.9
eno-2,Nectandra pearcei,25
eno-2,Virola flexuosa,24.9
eno-2,Iriartea deltoidea,22.2
eno-2,Matisia obliquifolia,11.4
eno-2,Urera caracasana,12.5
eno-2,Metteniusa tessmanniana,10.1
eno-2,Urera caracasana,10.3
eno-2,Iriartea deltoidea,25
eno-2,Bauhinia tarapotensis,23.4
eno-2,Grias neuberthii,19.2
eno-2,Cecropia herthae,25.1
eno-2,Guarea macrophylla,12.2
eno-2,Metteniusa tessmanniana,16.5
eno-2,Clarisia biflora,23.3
eno-2,Jacaratia spinosa,13.5
eno-2,Guarea macrophylla,52.2
eno-2,Triplaris dugandii,13.8
eno-2,Aegiphila cuneata,10.4
eno-2,Iriartea deltoidea,15
eno-2,Jacaratia spinosa,20
eno-2,Iriartea deltoidea,14.7
eno-2,Pourouma cecropiifolia,17.1
eno-2,Iriartea deltoidea,15.3
eno-2,Iriartea deltoidea,26.7
eno-2,Iriartea deltoidea,28.8
eno-2,Pterocarpus rohrii,23.9
eno-2,Jacaratia spinosa,24.8
eno-2,Virola flexuosa,14.1
eno-2,Guarea macrophylla,11.2
eno-2,Schefflera morototoni,31.4
eno-2,Pentagonia macrophylla,12
eno-2,Ocotea ucayalensis,120
eno-2,Urera caracasana,14
eno-2,Iriartea deltoidea,23
eno-2,Drypetes amazonica,37
eno-2,Iriartea deltoidea,19.2
eno-2,Pentagonia macrophylla,11.9
eno-2,Iriartea deltoidea,21.2
eno-2,Pourouma cecropiifolia,30
eno-2,Pseudolmedia laevis,38
eno-2,Virola calophylla,21.6
eno-2,Iriartea deltoidea,16
eno-2,Pourouma cecropiifolia,20.9
eno-2,Randia armata,17.4
eno-2,Jacaranda copaia,44
eno-2,Erythrina amazonica,14.4
eno-2,Cecropia herthae,17.4
eno-2,Simira cordifolia,14.2
eno-2,Guarea macrophylla,30.9
eno-2,Grias neuberthii,16.7
eno-2,Otoba parvifolia,16.5
eno-2,Guarea macrophylla,15.5
eno-2,Chrysochlamys bracteolata,17
eno-2,Grias neuberthii,17.8
eno-2,Heliocarpus americanus,16.4
eno-2,Solanum altissimum,36.8
eno-2,Jacaratia spinosa,42
eno-2,Guatteria glaberrima,21.1
eno-2,Iriartea deltoidea,23.6
eno-2,Guarea kunthiana,21.1
eno-2,Jacaratia spinosa,16
eno-2,Cecropia sciadophylla,42.4
eno-2,Iriartea deltoidea,22
eno-2,Metteniusa tessmanniana,30
eno-2,Iriartea deltoidea,22
eno-2,Iriartea deltoidea,21
eno-2,Chimarrhis hookeri,27.8
eno-2,Iriartea deltoidea,20.2
eno-2,Iriartea deltoidea,22.9
eno-2,Cabralea canjerana,53.5
eno-2,Iriartea deltoidea,22.2
eno-2,Iriartea deltoidea,23.1
eno-2,Metteniusa tessmanniana,21.4
eno-2,Metteniusa tessmanniana,23.7
eno-2,Iriartea deltoidea,18
eno-2,Jacaranda copaia,22.9
eno-2,Cecropia herthae,35
eno-2,Guarea kunthiana,15.3
eno-2,Trichilia laxipaniculata,45
eno-2,Pouteria aubrevillei,13.5
eno-2,Trichilia laxipaniculata,25
eno-2,Trichilia laxipaniculata,25
eno-2,Grias neuberthii,16
eno-2,Trophis racemosa,15.6
eno-2,Grias neuberthii,16.5
eno-2,Metteniusa tessmanniana,15
eno-2,Iriartea deltoidea,15
eno-2,Metteniusa tessmanniana,14
eno-2,Trichilia laxipaniculata,12
eno-2,Metteniusa tessmanniana,13.6
eno-2,Iriartea deltoidea,20
eno-2,Jacaratia spinosa,60.1
eno-2,Nectandra pearcei,14.3
eno-2,Bunchosia argentea,30.2
eno-2,Pourouma napoensis,15.5
eno-2,Iriartea deltoidea,12
eno-2,Cecropia putumayonis,20.2
eno-2,Virola calophylla,11.4
eno-2,Drypetes amazonica,11.3
eno-2,Virola divergens,10.1
eno-2,Iriartea deltoidea,26
eno-2,Mayna grandifolia,11.7
eno-2,Cecropia sciadophylla,30
eno-2,Jacaratia spinosa,37.5
eno-2,Grias neuberthii,25.3
eno-2,Iriartea deltoidea,24.8
eno-2,Trichilia quadrijuga,13
eno-2,Otoba parvifolia,20.5
eno-2,Metteniusa tessmanniana,19.8
eno-2,Guarea macrophylla,30.6
eno-2,Bunchosia argentea,13.2
eno-2,Iriartea deltoidea,20
eno-2,Iriartea deltoidea,15.3
eno-2,Metteniusa tessmanniana,17
eno-2,Metteniusa tessmanniana,24.3
eno-2,Guarea macrophylla,13.5
eno-2,Siparuna macrotepala,12.8
eno-2,Metteniusa tessmanniana,13
eno-2,Pourouma cecropiifolia,17.5
eno-2,Guadua angustifolia,12
eno-2,Iriartea deltoidea,19
eno-2,Pourouma napoensis,19.9
eno-2,Triplaris dugandii,14
eno-2,Pourouma napoensis,40
eno-2,Cecropia herthae,25
eno-2,Sterculia tessmannii,14.3
eno-2,Jacaratia spinosa,15.2
eno-2,Iriartea deltoidea,21.7
eno-2,Trichilia laxipaniculata,20
eno-2,Metteniusa tessmanniana,14
eno-2,Iriartea deltoidea,21.5
eno-2,Iriartea deltoidea,25.8
eno-2,Iriartea deltoidea,20.3
eno-2,Metteniusa tessmanniana,17
eno-2,Iriartea deltoidea,15.9
eno-2,Swartzia bombycina,29.5
eno-2,Grias neuberthii,18.6
eno-2,Iriartea deltoidea,22.4
eno-2,Attalea butyracea,42.6
eno-2,Heliocarpus americanus,34.1
eno-2,Iriartea deltoidea,12
eno-2,Heliocarpus americanus,19
eno-2,Iriartea deltoidea,20.8
eno-2,Bunchosia argentea,21.2
eno-2,Grias neuberthii,23.9
eno-2,Matisia obliquifolia,18.3
eno-2,Triplaris dugandii,16
eno-2,Grias neuberthii,17.9
eno-2,Ceiba pentandra,198.6
eno-2,Otoba parvifolia,31
eno-2,Guarea macrophylla,13.8
eno-2,Metteniusa tessmanniana,17
eno-2,Pentagonia macrophylla,15.2
eno-2,Matisia obliquifolia,13.1
eno-2,Metteniusa tessmanniana,15.2
eno-2,Trichilia septentrionalis,12
eno-2,Metteniusa tessmanniana,10.5
eno-2,Iriartea deltoidea,20.1
eno-2,Iriartea deltoidea,23.7
eno-2,Croton sampatik,30.2
eno-2,Iriartea deltoidea,24
eno-2,Casearia mariquitensis,25.6
eno-2,Iriartea deltoidea,20
eno-2,Iriartea deltoidea,20.2
eno-2,Metteniusa tessmanniana,14.5
eno-2,Iriartea deltoidea,21.4
eno-2,Guarea kunthiana,18
eno-2,Iriartea deltoidea,17.5
eno-2,Iriartea deltoidea,22.6
eno-2,Iriartea deltoidea,24.2
eno-2,Otoba parvifolia,21.8
eno-2,Iriartea deltoidea,21
eno-2,Iriartea deltoidea,16.9
eno-2,Capparis osmantha,14
eno-2,Metteniusa tessmanniana,30.8
eno-2,Iriartea deltoidea,17.6
eno-2,Otoba parvifolia,31
eno-2,Iriartea deltoidea,20.4
eno-2,Iriartea deltoidea,14.4
eno-2,Iriartea deltoidea,20.4
eno-2,Guarea kunthiana,79.2
eno-2,Iriartea deltoidea,23
eno-2,Metteniusa tessmanniana,35
eno-2,Iriartea deltoidea,20.3
eno-2,Jacaratia spinosa,25
eno-2,Iriartea deltoidea,20
eno-2,Metteniusa tessmanniana,16.3
eno-2,Metteniusa tessmanniana,15.3
eno-2,Iriartea deltoidea,21.1
eno-2,Iriartea deltoidea,22
eno-2,Iriartea deltoidea,11
eno-2,Eugenia patens,14
eno-2,Metteniusa tessmanniana,16
eno-2,Inga cinnamomea,16.7
eno-2,Inga oerstediana,20
eno-2,Alchornea glandulosa,16.5
eno-2,Iriartea deltoidea,17.8
eno-2,Heliocarpus americanus,57.4
eno-2,Chimarrhis hookeri,14
eno-2,Pentagonia macrophylla,18.9
eno-2,Metteniusa tessmanniana,10.3
eno-2,Capparis osmantha,15
eno-2,Sloanea tuerckheimii,12.6
eno-2,Pentagonia macrophylla,16.8
eno-2,Huertea glandulosa,75.4
eno-2,Grias neuberthii,13
eno-2,Alibertia edulis,11
eno-2,Bunchosia argentea,14.3
eno-2,Huertea glandulosa,27.6
eno-2,Clarisia biflora,20
eno-2,Guarea macrophylla,25.5
eno-2,Inga bourgonii,59.9
eno-2,Metteniusa tessmanniana,15.6
eno-2,Guarea macrophylla,21.3
eno-2,Metteniusa tessmanniana,16.8
eno-2,Iriartea deltoidea,25.1
eno-2,Croton sampatik,30
eno-2,Pourouma petiolulata,13.4
eno-2,Guarea grandifolia,12.6
eno-2,Grias neuberthii,14.8
eno-2,Jacaratia spinosa,44.4
eno-2,Metteniusa tessmanniana,20.1
eno-2,Jacaratia spinosa,48.7
eno-2,Garcinia madruno,14.9
eno-2,Iriartea deltoidea,18.8
eno-2,Metteniusa tessmanniana,18.7
eno-2,Otoba parvifolia,39.2
eno-2,Metteniusa tessmanniana,23.2
eno-2,Grias neuberthii,19.8
eno-2,Ticorea diandra,26
eno-2,Trichilia maynasiana,20.1
eno-2,Bunchosia argentea,19.2
eno-2,Iriartea deltoidea,25.3
eno-2,Metteniusa tessmanniana,24.1
eno-2,Iriartea deltoidea,24.3
eno-2,Iriartea deltoidea,17.6
eno-2,Bunchosia argentea,15
eno-2,Guarea macrophylla,25
eno-2,Iriartea deltoidea,19
eno-2,Guatteria glaberrima,18.9
eno-2,Quararibea amazonica,11.8
eno-2,Metteniusa tessmanniana,18.3
eno-2,Urera caracasana,12.9
eno-2,Iriartea deltoidea,25.3
eno-2,Urera caracasana,16.9
eno-2,Jacaratia spinosa,40.5
eno-2,Metteniusa tessmanniana,19.3
eno-2,Jacaratia spinosa,73.5
eno-2,Metteniusa tessmanniana,14
eno-2,Urera caracasana,20.1
eno-2,Grias neuberthii,18.2
eno-2,Huertea glandulosa,16.4
eno-2,Metteniusa tessmanniana,15.8
eno-2,Pourouma napoensis,28.4
eno-2,Trichilia maynasiana,10.1
eno-2,Pentagonia macrophylla,12.6
eno-2,Urera caracasana,20.8
eno-2,Iriartea deltoidea,19.4
eno-2,Jacaratia spinosa,57.6
eno-2,Iriartea deltoidea,15
eno-2,Iriartea deltoidea,19.6
eno-2,Trichilia micrantha,17
eno-2,Triplaris dugandii,10.5
eno-2,Metteniusa tessmanniana,19.7
eno-2,Miconia subspicata,13.1
eno-2,Inga cinnamomea,27.7
eno-2,Cecropia sciadophylla,58.9
eno-2,Iriartea deltoidea,23.9
eno-2,Jacaratia spinosa,37.9
eno-2,Trichilia quadrijuga,13
eno-2,Iriartea deltoidea,26.3
eno-2,Iriartea deltoidea,18
eno-2,Iriartea deltoidea,18
eno-2,Metteniusa tessmanniana,18
eno-2,Garcinia madruno,13
eno-2,Iriartea deltoidea,17
eno-2,Iriartea deltoidea,18
eno-2,Iriartea deltoidea,23
eno-2,Iriartea deltoidea,16
eno-2,Otoba parvifolia,12
eno-2,Metteniusa tessmanniana,13
eno-2,Trichilia quadrijuga,12
eno-2,Quararibea amazonica,11
eno-2,Sapium marmieri,28
eno-2,Guarea macrophylla,20
eno-2,Jacaratia spinosa,18
eno-2,Pourouma cecropiifolia,18
eno-2,Iriartea deltoidea,17
eno-2,Metteniusa tessmanniana,11
eno-2,Pourouma petiolulata,13
eno-2,Trichilia quadrijuga,15
eno-2,Metteniusa tessmanniana,13
eno-2,Iriartea deltoidea,18
eno-2,Otoba parvifolia,18
eno-2,Guarea macrophylla,14
eno-2,Iriartea deltoidea,18
eno-2,Cordia alliodora,40
eno-2,Iriartea deltoidea,16
eno-2,Iriartea deltoidea,25
eno-2,Metteniusa tessmanniana,12
eno-2,Guarea macrophylla,16
eno-2,Guarea macrophylla,13
eno-2,Inga brachyrhachis,23
eno-2,Otoba parvifolia,25
eno-2,Iriartea deltoidea,18
eno-2,Otoba parvifolia,13
eno-2,Grias neuberthii,17
eno-2,Pourouma petiolulata,25
eno-2,Grias neuberthii,17
