site,sp,dbh
FERP,Pseudotsuga menziesii,1194
FERP,Corylus cornuta,12
FERP,Quercus agrifolia,62
FERP,Lithocarpus densiflora,31
FERP,Lithocarpus densiflora,17
FERP,Quercus parvula,73
FERP,Lithocarpus densiflora,11
FERP,Quercus agrifolia,11
FERP,Lithocarpus densiflora,19
FERP,Quercus parvula,13
FERP,Quercus agrifolia,11
FERP,Arbutus menziesii,16
FERP,Quercus agrifolia,25
FERP,Pseudotsuga menziesii,772
FERP,Lithocarpus densiflora,75
FERP,Corylus cornuta,36
FERP,Quercus parvula,57
FERP,Quercus parvula,21
FERP,Quercus parvula,60
FERP,Quercus agrifolia,64
FERP,Quercus agrifolia,58
FERP,Quercus agrifolia,129
FERP,Corylus cornuta,35
FERP,Pseudotsuga menziesii,840
FERP,Pseudotsuga menziesii,693
FERP,Quercus agrifolia,13
FERP,Arbutus menziesii,349
FERP,Arbutus menziesii,220
FERP,Arbutus menziesii,312
FERP,Lithocarpus densiflora,15
FERP,Lithocarpus densiflora,151
FERP,Corylus cornuta,25
FERP,Pseudotsuga menziesii,83
FERP,Quercus parvula,26
FERP,Quercus parvula,31
FERP,Quercus parvula,22
FERP,Quercus parvula,70
FERP,Lithocarpus densiflora,48
FERP,Arbutus menziesii,38
FERP,Pseudotsuga menziesii,869
FERP,Lithocarpus densiflora,83
FERP,Heteromeles arbutifolia,16
FERP,Heteromeles arbutifolia,53
FERP,Pseudotsuga menziesii,750
FERP,Pseudotsuga menziesii,49
FERP,Arbutus menziesii,13
FERP,Lithocarpus densiflora,72
FERP,Quercus agrifolia,24
FERP,Quercus agrifolia,15
FERP,Quercus parvula,13
FERP,Quercus parvula,16
FERP,Umbellularia californica ,41
FERP,Quercus parvula,24
FERP,Quercus parvula,70
FERP,Quercus agrifolia,14
FERP,Quercus parvula,36
FERP,Quercus agrifolia,37
FERP,Lithocarpus densiflora,177
FERP,Lithocarpus densiflora,186
FERP,Umbellularia californica ,19
FERP,Corylus cornuta,37
FERP,Lithocarpus densiflora,95
FERP,Pseudotsuga menziesii,91
FERP,Pseudotsuga menziesii,847
FERP,Quercus agrifolia,70
FERP,Pseudotsuga menziesii,124
FERP,Pseudotsuga menziesii,320
FERP,Pseudotsuga menziesii,1268
FERP,Lithocarpus densiflora,39
FERP,Quercus parvula,101
FERP,Quercus agrifolia,401
FERP,Lithocarpus densiflora,71
FERP,Arbutus menziesii,13
FERP,Quercus agrifolia,108
FERP,Quercus parvula,18
FERP,Arbutus menziesii,13
FERP,Quercus parvula,33
FERP,Quercus parvula,37
FERP,Heteromeles arbutifolia,55
FERP,Corylus cornuta,12
FERP,Pseudotsuga menziesii,125
FERP,Corylus cornuta,11
FERP,Pseudotsuga menziesii,12
FERP,Lithocarpus densiflora,11
FERP,Lithocarpus densiflora,78
FERP,Quercus agrifolia,86
FERP,Quercus agrifolia,175
FERP,Quercus agrifolia,61
FERP,Pseudotsuga menziesii,89
FERP,Quercus agrifolia,229
FERP,Pseudotsuga menziesii,125
FERP,Pseudotsuga menziesii,21
FERP,Arbutus menziesii,71
FERP,Quercus agrifolia,259
FERP,Quercus parvula,210
FERP,Quercus agrifolia,11
FERP,Rhamnus californica,16
FERP,Pseudotsuga menziesii,188
FERP,Pseudotsuga menziesii,66
FERP,Cotoneaster franchetii,12
FERP,Quercus agrifolia,218
FERP,Toxicodendron diversilobum,27
FERP,Pseudotsuga menziesii,96
FERP,Quercus agrifolia,13
FERP,Pseudotsuga menziesii,45
FERP,Rhamnus californica,16
FERP,Cotoneaster franchetii,23
FERP,Pseudotsuga menziesii,256
FERP,Toxicodendron diversilobum,15
FERP,Arbutus menziesii,71
FERP,Pseudotsuga menziesii,53
FERP,Cotoneaster franchetii,27
FERP,Corylus cornuta,13
FERP,Cotoneaster franchetii,18
FERP,Rhamnus californica,25
FERP,Quercus agrifolia,26
FERP,Lithocarpus densiflora,85
FERP,Pseudotsuga menziesii,51
FERP,Quercus parvula,244
FERP,Quercus parvula,17
FERP,Rhamnus californica,24
FERP,Quercus parvula,14
FERP,Lonicera hispidula,14
FERP,Quercus agrifolia,267
FERP,Quercus parvula,14
FERP,Arbutus menziesii,85
FERP,Quercus parvula,68
FERP,Quercus agrifolia,86
FERP,Rhamnus californica,22
FERP,Rhamnus californica,22
FERP,Rhamnus californica,20
FERP,Rhamnus californica,23
FERP,Arbutus menziesii,39
FERP,Quercus parvula,15
FERP,Rhamnus californica,24
FERP,Rhamnus californica,17
FERP,Quercus parvula,44
FERP,Rhamnus californica,18
FERP,Rhamnus californica,48
FERP,Rhamnus californica,15
FERP,Rhamnus californica,36
FERP,Rhamnus californica,15
FERP,Pseudotsuga menziesii,115
FERP,Pseudotsuga menziesii,210
FERP,Corylus cornuta,24
FERP,Corylus cornuta,30
FERP,Pseudotsuga menziesii,261
FERP,Sequoia sempervirens,11
FERP,Lithocarpus densiflora,18
FERP,Pseudotsuga menziesii,262
FERP,Pseudotsuga menziesii,168
FERP,Rhamnus californica,90
FERP,Quercus parvula,51
FERP,Quercus parvula,28
FERP,Lithocarpus densiflora,31
FERP,Arbutus menziesii,363
FERP,Pseudotsuga menziesii,22
FERP,Pseudotsuga menziesii,118
FERP,Quercus agrifolia,28
FERP,Rhamnus californica,28
FERP,Pseudotsuga menziesii,196
FERP,Pseudotsuga menziesii,365
FERP,Pseudotsuga menziesii,109
FERP,Pseudotsuga menziesii,18
FERP,Pseudotsuga menziesii,15
FERP,Pseudotsuga menziesii,114
FERP,Pseudotsuga menziesii,110
FERP,Pseudotsuga menziesii,36
FERP,Pseudotsuga menziesii,19
FERP,Pseudotsuga menziesii,100
FERP,Pseudotsuga menziesii,19
FERP,Quercus agrifolia,297
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,11
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,39
FERP,Pseudotsuga menziesii,14
FERP,Pseudotsuga menziesii,116
FERP,Pseudotsuga menziesii,23
FERP,Pseudotsuga menziesii,21
FERP,Pseudotsuga menziesii,15
FERP,Sequoia sempervirens,15
FERP,Pseudotsuga menziesii,168
FERP,Pseudotsuga menziesii,147
FERP,Pseudotsuga menziesii,51
FERP,Pseudotsuga menziesii,226
FERP,Pseudotsuga menziesii,46
FERP,Pseudotsuga menziesii,16
FERP,Pseudotsuga menziesii,88
FERP,Pseudotsuga menziesii,48
FERP,Pseudotsuga menziesii,66
FERP,Pseudotsuga menziesii,42
FERP,Pseudotsuga menziesii,12
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,90
FERP,Pseudotsuga menziesii,60
FERP,Pseudotsuga menziesii,40
FERP,Sequoia sempervirens,69
FERP,Pseudotsuga menziesii,49
FERP,Pseudotsuga menziesii,45
FERP,Pseudotsuga menziesii,210
FERP,Pseudotsuga menziesii,37
FERP,Pseudotsuga menziesii,108
FERP,Pseudotsuga menziesii,111
FERP,Sequoia sempervirens,109
FERP,Pseudotsuga menziesii,57
FERP,Sequoia sempervirens,12
FERP,Pseudotsuga menziesii,73
FERP,Pseudotsuga menziesii,23
FERP,Sequoia sempervirens,17
FERP,Sequoia sempervirens,11
FERP,Pseudotsuga menziesii,68
FERP,Pseudotsuga menziesii,98
FERP,Pseudotsuga menziesii,56
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,27
FERP,Pseudotsuga menziesii,14
FERP,Pseudotsuga menziesii,28
FERP,Pseudotsuga menziesii,30
FERP,Pseudotsuga menziesii,22
FERP,Pseudotsuga menziesii,46
FERP,Pseudotsuga menziesii,12
FERP,Pseudotsuga menziesii,26
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,58
FERP,Pseudotsuga menziesii,19
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,44
FERP,Pseudotsuga menziesii,90
FERP,Pseudotsuga menziesii,146
FERP,Pseudotsuga menziesii,22
FERP,Pseudotsuga menziesii,29
FERP,Pseudotsuga menziesii,26
FERP,Toxicodendron diversilobum,12
FERP,Pseudotsuga menziesii,29
FERP,Pseudotsuga menziesii,16
FERP,Pseudotsuga menziesii,43
FERP,Pseudotsuga menziesii,62
FERP,Pseudotsuga menziesii,22
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,70
FERP,Pseudotsuga menziesii,81
FERP,Pseudotsuga menziesii,40
FERP,Pseudotsuga menziesii,35
FERP,Pseudotsuga menziesii,154
FERP,Morella californica,15
FERP,Quercus agrifolia,18
FERP,Lonicera hispidula,21
FERP,Pseudotsuga menziesii,18
FERP,Quercus agrifolia,12
FERP,Pseudotsuga menziesii,34
FERP,Pseudotsuga menziesii,391
FERP,Pseudotsuga menziesii,232
FERP,Pseudotsuga menziesii,14
FERP,Sequoia sempervirens,336
FERP,Pseudotsuga menziesii,213
FERP,Quercus parvula,82
FERP,Arbutus menziesii,41
FERP,Pseudotsuga menziesii,42
FERP,Cotoneaster franchetii,27
FERP,Arbutus menziesii,65
FERP,Toxicodendron diversilobum,20
FERP,Arbutus menziesii,36
FERP,Pseudotsuga menziesii,125
FERP,Pseudotsuga menziesii,142
FERP,Lithocarpus densiflora,59
FERP,Pseudotsuga menziesii,18
FERP,Pseudotsuga menziesii,33
FERP,Pseudotsuga menziesii,62
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,18
FERP,Quercus agrifolia,24
FERP,Rhamnus californica,15
FERP,Pseudotsuga menziesii,27
FERP,Pseudotsuga menziesii,12
FERP,Pseudotsuga menziesii,18
FERP,Arbutus menziesii,126
FERP,Pseudotsuga menziesii,17
FERP,Corylus cornuta,17
FERP,Toxicodendron diversilobum,13
FERP,Pseudotsuga menziesii,85
FERP,Toxicodendron diversilobum,12
FERP,Arbutus menziesii,35
FERP,Lithocarpus densiflora,14
FERP,Quercus parvula,25
FERP,Arbutus menziesii,14
FERP,Pseudotsuga menziesii,317
FERP,Pseudotsuga menziesii,113
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,80
FERP,Toxicodendron diversilobum,12
FERP,Pseudotsuga menziesii,147
FERP,Pseudotsuga menziesii,16
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,14
FERP,Pseudotsuga menziesii,11
FERP,Baccharis pilularis,16
FERP,Pseudotsuga menziesii,16
FERP,Baccharis pilularis,22
FERP,Baccharis pilularis,20
FERP,Lithocarpus densiflora,131
FERP,Baccharis pilularis,11
FERP,Baccharis pilularis,25
FERP,Baccharis pilularis,42
FERP,Baccharis pilularis,29
FERP,Pseudotsuga menziesii,77
FERP,Arbutus menziesii,32
FERP,Arbutus menziesii,18
FERP,Arbutus menziesii,11
FERP,Arbutus menziesii,44
FERP,Arbutus menziesii,38
FERP,Quercus agrifolia,27
FERP,Arbutus menziesii,192
FERP,Toxicodendron diversilobum,14
FERP,Quercus agrifolia,31
FERP,Arbutus menziesii,212
FERP,Quercus parvula,366
FERP,Pseudotsuga menziesii,152
FERP,Pseudotsuga menziesii,249
FERP,Quercus agrifolia,42
FERP,Quercus agrifolia,33
FERP,Arbutus menziesii,69
FERP,Pseudotsuga menziesii,254
FERP,Corylus cornuta,45
FERP,Corylus cornuta,53
FERP,Pseudotsuga menziesii,27
FERP,Quercus agrifolia,373
FERP,Pseudotsuga menziesii,104
FERP,Quercus parvula,144
FERP,Arbutus menziesii,174
FERP,Toxicodendron diversilobum,14
FERP,Pseudotsuga menziesii,197
FERP,Quercus agrifolia,307
FERP,Arbutus menziesii,25
FERP,Pseudotsuga menziesii,54
FERP,Quercus parvula,19
FERP,Pseudotsuga menziesii,21
FERP,Pseudotsuga menziesii,20
FERP,Quercus parvula,22
FERP,Pseudotsuga menziesii,29
FERP,Pseudotsuga menziesii,49
FERP,Pseudotsuga menziesii,74
FERP,Pinus ponderosa,35
FERP,Pseudotsuga menziesii,74
FERP,Pseudotsuga menziesii,37
FERP,Pseudotsuga menziesii,11
FERP,Pseudotsuga menziesii,28
FERP,Pseudotsuga menziesii,63
FERP,Pseudotsuga menziesii,21
FERP,Pseudotsuga menziesii,37
FERP,Pseudotsuga menziesii,144
FERP,Pseudotsuga menziesii,107
FERP,Pseudotsuga menziesii,106
FERP,Pseudotsuga menziesii,19
FERP,Pseudotsuga menziesii,32
FERP,Toxicodendron diversilobum,11
FERP,Toxicodendron diversilobum,17
FERP,Pseudotsuga menziesii,14
FERP,Quercus agrifolia,20
FERP,Quercus agrifolia,26
FERP,Pseudotsuga menziesii,53
FERP,Quercus parvula,14
FERP,Pseudotsuga menziesii,65
FERP,Sequoia sempervirens,257
FERP,Pseudotsuga menziesii,119
FERP,Sequoia sempervirens,27
FERP,Quercus agrifolia,13
FERP,Pseudotsuga menziesii,24
FERP,Pseudotsuga menziesii,81
FERP,Toxicodendron diversilobum,12
FERP,Pseudotsuga menziesii,39
FERP,Sequoia sempervirens,106
FERP,Pseudotsuga menziesii,67
FERP,Pseudotsuga menziesii,16
FERP,Pseudotsuga menziesii,77
FERP,Pseudotsuga menziesii,59
FERP,Sequoia sempervirens,18
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,24
FERP,Pseudotsuga menziesii,61
FERP,Pseudotsuga menziesii,13
FERP,Pseudotsuga menziesii,11
FERP,Pseudotsuga menziesii,17
FERP,Lonicera hispidula,12
FERP,Pseudotsuga menziesii,17
FERP,Pseudotsuga menziesii,97
FERP,Pseudotsuga menziesii,32
FERP,Pseudotsuga menziesii,13
FERP,Lithocarpus densiflora,167
FERP,Rhamnus californica,17
FERP,Pseudotsuga menziesii,51
FERP,Corylus cornuta,23
FERP,Pseudotsuga menziesii,109
FERP,Lithocarpus densiflora,16
FERP,Pseudotsuga menziesii,57
FERP,Arbutus menziesii,130
FERP,Sequoia sempervirens,13
FERP,Arbutus menziesii,97
FERP,Pseudotsuga menziesii,83
FERP,Cotoneaster franchetii,16
FERP,Toxicodendron diversilobum,12
FERP,Rhamnus californica,23
FERP,Quercus parvula,16
FERP,Lonicera hispidula,14
FERP,Lithocarpus densiflora,204
FERP,Quercus parvula,45
FERP,Arbutus menziesii,120
FERP,Quercus parvula,15
FERP,Rhamnus californica,29
FERP,Rhamnus californica,12
FERP,Corylus cornuta,21
FERP,Arbutus menziesii,49
FERP,Arbutus menziesii,22
FERP,Pseudotsuga menziesii,53
FERP,Arbutus menziesii,15
FERP,Arbutus menziesii,31
FERP,Toxicodendron diversilobum,12
FERP,Arbutus menziesii,49
FERP,Arbutus menziesii,19
FERP,Toxicodendron diversilobum,12
FERP,Quercus parvula,12
FERP,Toxicodendron diversilobum,12
FERP,Quercus agrifolia,91
FERP,Rhamnus californica,13
FERP,Quercus parvula,22
FERP,Quercus parvula,101
FERP,Arbutus menziesii,53
FERP,Arbutus menziesii,76
FERP,Rhamnus californica,37
FERP,Rhamnus californica,13
FERP,Rhamnus californica,41
FERP,Quercus parvula,18
FERP,Pseudotsuga menziesii,171
FERP,Pseudotsuga menziesii,183
FERP,Pseudotsuga menziesii,45
FERP,Pseudotsuga menziesii,36
FERP,Pseudotsuga menziesii,72
FERP,Pseudotsuga menziesii,102
FERP,Sequoia sempervirens,110
FERP,Pseudotsuga menziesii,83
FERP,Pseudotsuga menziesii,293
FERP,Quercus parvula,82
FERP,Quercus agrifolia,335
FERP,Lithocarpus densiflora,44
FERP,Quercus parvula,237
FERP,Rhamnus californica,11
FERP,Lithocarpus densiflora,51
FERP,Lithocarpus densiflora,17
FERP,Lithocarpus densiflora,26
FERP,Quercus agrifolia,316
FERP,Lonicera hispidula,16
FERP,Pseudotsuga menziesii,96
FERP,Pseudotsuga menziesii,90
FERP,Umbellularia californica ,37
FERP,Pseudotsuga menziesii,53
FERP,Corylus cornuta,12
FERP,Sequoia sempervirens,281
FERP,Quercus parvula,83
FERP,Quercus agrifolia,265
FERP,Vaccinium ovatum,23
FERP,Toxicodendron diversilobum,18
FERP,Pseudotsuga menziesii,635
FERP,Toxicodendron diversilobum,22
FERP,Quercus parvula,260
FERP,Pseudotsuga menziesii,54
FERP,Pseudotsuga menziesii,45
FERP,Pseudotsuga menziesii,360
FERP,Quercus agrifolia,286
FERP,Quercus agrifolia,361
FERP,Pseudotsuga menziesii,91
FERP,Rhamnus californica,11
FERP,Cotoneaster franchetii,27
FERP,Quercus parvula,186
FERP,Quercus agrifolia,245
FERP,Quercus agrifolia,193
FERP,Quercus parvula,38
FERP,Rhamnus californica,19
FERP,Toxicodendron diversilobum,11
FERP,Pseudotsuga menziesii,503
FERP,Pseudotsuga menziesii,507
FERP,Corylus cornuta,23
FERP,Quercus agrifolia,34
FERP,Arbutus menziesii,61
FERP,Quercus parvula,60
FERP,Quercus agrifolia,345
FERP,Vaccinium ovatum,15
FERP,Vaccinium ovatum,14
FERP,Lithocarpus densiflora,147
FERP,Vaccinium ovatum,13
FERP,Vaccinium ovatum,20
FERP,Vaccinium ovatum,13
FERP,Vaccinium ovatum,49
FERP,Vaccinium ovatum,17
FERP,Vaccinium ovatum,29
FERP,Quercus parvula,36
FERP,Rhamnus californica,13
FERP,Quercus agrifolia,28
FERP,Lithocarpus densiflora,45
FERP,Arbutus menziesii,740
FERP,Lithocarpus densiflora,11
FERP,Lithocarpus densiflora,42
FERP,Quercus agrifolia,164
FERP,Toxicodendron diversilobum,20
FERP,Arbutus menziesii,79
FERP,Quercus parvula,315
FERP,Arbutus menziesii,835
FERP,Quercus agrifolia,317
FERP,Pseudotsuga menziesii,77
FERP,Arbutus menziesii,282
FERP,Lithocarpus densiflora,155
FERP,Quercus parvula,20
FERP,Quercus parvula,65
FERP,Cotoneaster pannosus,40
FERP,Quercus parvula,32
FERP,Lonicera hispidula,17
FERP,Vaccinium ovatum,16
FERP,Quercus agrifolia,51
FERP,Quercus parvula,95
FERP,Toxicodendron diversilobum,15
FERP,Quercus parvula,107
FERP,Quercus agrifolia,50
FERP,Arbutus menziesii,54
FERP,Quercus parvula,47
FERP,Lithocarpus densiflora,70
FERP,Quercus parvula,11
FERP,Quercus parvula,43
FERP,Quercus parvula,34
FERP,Quercus parvula,13
FERP,Quercus parvula,34
FERP,Arbutus menziesii,48
FERP,Arbutus menziesii,36
FERP,Arbutus menziesii,68
FERP,Arbutus menziesii,80
FERP,Toxicodendron diversilobum,19
FERP,Arbutus menziesii,63
FERP,Arbutus menziesii,48
FERP,Arbutus menziesii,73
FERP,Pseudotsuga menziesii,73
FERP,Arbutus menziesii,160
FERP,Rhamnus californica,22
FERP,Quercus parvula,57
FERP,Quercus parvula,127
FERP,Quercus agrifolia,360
FERP,Lithocarpus densiflora,27
FERP,Quercus parvula,13
FERP,Pseudotsuga menziesii,37
FERP,Quercus parvula,17
FERP,Lithocarpus densiflora,88
FERP,Lithocarpus densiflora,74
FERP,Quercus parvula,23
FERP,Toxicodendron diversilobum,15
FERP,Quercus parvula,26
FERP,Quercus parvula,90
FERP,Quercus parvula,57
FERP,Quercus parvula,44
FERP,Quercus parvula,20
FERP,Rhamnus californica,70
FERP,Rhamnus californica,127
FERP,Quercus agrifolia,33
FERP,Pseudotsuga menziesii,355
FERP,Quercus parvula,16
FERP,Arbutus menziesii,65
FERP,Arbutus menziesii,81
FERP,Quercus parvula,40
FERP,Lithocarpus densiflora,37
FERP,Lithocarpus densiflora,23
FERP,Quercus parvula,12
FERP,Quercus parvula,23
FERP,Quercus agrifolia,31
FERP,Quercus agrifolia,32
FERP,Quercus parvula,78
FERP,Lithocarpus densiflora,24
FERP,Pseudotsuga menziesii,30
FERP,Quercus parvula,11
FERP,Rhamnus californica,20
FERP,Rhamnus californica,16
FERP,Quercus agrifolia,26
FERP,Rhamnus californica,22
FERP,Rhamnus californica,19
FERP,Lithocarpus densiflora,25
FERP,Lithocarpus densiflora,29
FERP,Pseudotsuga menziesii,863
FERP,Arbutus menziesii,310
FERP,Pseudotsuga menziesii,163
FERP,Quercus agrifolia,315
FERP,Pseudotsuga menziesii,255
FERP,Quercus agrifolia,473
FERP,Quercus parvula,31
FERP,Lonicera hispidula,45
FERP,Vaccinium ovatum,14
FERP,Arbutus menziesii,36
FERP,Rhamnus californica,14
FERP,Lithocarpus densiflora,12
FERP,Arbutus menziesii,32
FERP,Pseudotsuga menziesii,38
FERP,Pseudotsuga menziesii,122
FERP,Lithocarpus densiflora,246
FERP,Pseudotsuga menziesii,334
FERP,Quercus parvula,255
FERP,Quercus agrifolia,295
FERP,Quercus parvula,163
FERP,Quercus agrifolia,324
FERP,Pseudotsuga menziesii,199
FERP,Pseudotsuga menziesii,491
FERP,Quercus parvula,189
FERP,Quercus parvula,261
FERP,Quercus parvula,239
FERP,Quercus parvula,109
FERP,Quercus parvula,75
FERP,Pseudotsuga menziesii,63
FERP,Lonicera hispidula,11
FERP,Lonicera hispidula,24
FERP,Quercus parvula,12
FERP,Quercus parvula,85
FERP,Quercus parvula,69
FERP,Pseudotsuga menziesii,78
FERP,Rhamnus californica,21
FERP,Quercus parvula,120
FERP,Quercus parvula,16
FERP,Pseudotsuga menziesii,32
FERP,Pseudotsuga menziesii,102
FERP,Baccharis pilularis,19
FERP,Baccharis pilularis,18
FERP,Arbutus menziesii,87
FERP,Corylus cornuta,24
FERP,Quercus agrifolia,13
FERP,Quercus parvula,28
FERP,Quercus agrifolia,97
FERP,Quercus parvula,22
FERP,Quercus agrifolia,22
FERP,Quercus parvula,31
FERP,Lithocarpus densiflora,63
FERP,Quercus parvula,219
FERP,Pseudotsuga menziesii,18
FERP,Quercus agrifolia,100
FERP,Arbutus menziesii,530
FERP,Lithocarpus densiflora,701
FERP,Pseudotsuga menziesii,91
FERP,Pseudotsuga menziesii,142
FERP,Lithocarpus densiflora,86
FERP,Pseudotsuga menziesii,958
